city,country,macro_region,replicate,swap_fraction,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null,pc_geometry_null_ci_low,pc_geometry_null_ci_high,geometry_null_gap,road_minus_geometry,geometry_fraction_of_road_gap,remaining_fraction_after_geometry,threshold_boundary_hit,runtime_seconds,accepted_swaps,attempted_swaps,acceptance_rate,accepted_swaps_per_edge,target_swaps,target_swap_fraction,topology_rejects,length_rejects,crossing_rejects,degree_max_abs_drift,length_bin_tvd,length_mean_ratio,length_median_ratio,stale_index_guard_calls,max_attempts,status,full_connectivity_metrics,notes,original_connected_components,null_connected_components,delta_connected_components,original_bridge_edge_share,null_bridge_edge_share,delta_bridge_edge_share,original_articulation_point_share,null_articulation_point_share,delta_articulation_point_share,original_largest_biconnected_node_fraction,null_largest_biconnected_node_fraction,delta_largest_biconnected_node_fraction,original_cyclomatic_density,null_cyclomatic_density,delta_cyclomatic_density,original_dual_endpoint_degree_mean,null_dual_endpoint_degree_mean,delta_dual_endpoint_degree_mean,original_dual_endpoint_degree_cv,null_dual_endpoint_degree_cv,delta_dual_endpoint_degree_cv,original_angular_entropy,null_angular_entropy,delta_angular_entropy,original_straight_angle_share_10deg,null_straight_angle_share_10deg,delta_straight_angle_share_10deg,original_right_angle_share_10deg,null_right_angle_share_10deg,delta_right_angle_share_10deg,null_mobility_index,source_round
Barcelona,Spain,Europe,0,0.005,18674,28820,0.438814196750765,0.625,0.1861858032492349,0.625,0.6,0.65,0.186185803249235,0.0,1.0000000000000009,0.0,False,5.8855977058410645,144,78489,0.0018346519894507,0.0049965301873698,144,0.005,4115,71352,2878,0,0.0,1.004372945562738,1.0006469803515536,453,129600,pass,True,reused R67 0.005 replicate 0 for full-71 low-intensity geometry-null coverage,1.0,1.0,0.0,0.0557251908396946,0.0556557945870923,-6.939625260235505e-05,0.079415229731177,0.0791474777765877,-0.0002677519545892,0.9031808932205204,0.9038770483024526,0.0006961550819321,0.5433758166434615,0.5433758166434615,0.0,4.557737682165163,4.557737682165163,0.0,0.2180206682962401,0.2179287117717263,-9.195652451374214e-05,0.8391505612200438,0.8442416474820763,0.0050910862620324,0.2324101283554364,0.2299282853967142,-0.0024818429587222,0.3303135039663809,0.326339510026341,-0.0039739939400398,0.0017971752071311,R67_reused_same_algorithm
Panama City,Panama,Latin America,0,0.005,9245,12302,0.4936399020906064,0.725,0.2313600979093936,0.7,0.7,0.725,0.20636009790939358,0.025000000000000022,0.8919433375681287,0.10805666243187123,False,3.328718662261963,62,33017,0.0018778205167035164,0.0050398309218013335,62,0.005,1458,30401,1096,0,0.0,1.0025563470895278,1.000121278922761,178,55800,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.21882620712079337,0.2199642334579743,0.0011380263371809363,0.23115197404002163,0.2319091400757166,0.0007571660356949783,0.6281233098972417,0.5743645213628988,-0.053758788534342905,0.3307733910221741,0.330881557598702,0.00010816657652790163,4.051536335555194,4.051536335555194,0.0,0.27155580158354325,0.2716105035867107,5.470200316742835e-05,0.8357532604727221,0.8415316763168639,0.005778415844141738,0.22113879860358734,0.21756751334216123,-0.0035712852614261104,0.3469363187673047,0.3435255407086393,-0.003410778058665409,0.009773494295921725,R68_computed
Auckland,New Zealand,Oceania,0,0.005,12533,16775,0.5044505924099357,0.725,0.2205494075900642,0.725,0.725,0.775,0.22054940759006425,0.0,1.0000000000000002,0.0,False,2.6996676921844482,84,32610,0.0025758969641214353,0.005007451564828614,84,0.005,1376,30045,1105,0,0.0,1.0057751723365962,1.0001170811351594,251,75600,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.17955290611028316,0.1797913561847988,0.00023845007451564482,0.20250538578153673,0.2031437006303359,0.0006383148487991708,0.7164286284209687,0.7136360009574723,-0.0027926274634964,0.3385462379318599,0.33878560600015956,0.00023936806829966129,3.9647093889716842,3.9647093889716842,0.0,0.2553195356597317,0.25540864150203535,8.910584230364949e-05,0.8838509047314155,0.8881204690739212,0.004269564342505694,0.20977927467372345,0.20758405003909305,-0.0021952246346303994,0.26914055451975705,0.26646418475972816,-0.002676369760028885,0.0018300787319965991,R68_computed
Lagos,Nigeria,Africa,0,0.005,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.725,0.7,0.75,0.22966309806302077,0.025000000000000022,0.9018310851075355,0.09816891489246447,False,3.106520652770996,90,40401,0.0022276676319893073,0.005013368983957219,90,0.005,1792,37161,1358,0,0.0,1.0026110181160948,1.0000459921845535,252,81000,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.1714572192513369,0.17151292335115864,5.570409982175173e-05,0.19635566308785726,0.19643127173748676,7.560864962949387e-05,0.7547255406018448,0.7520792378648118,-0.002646302737033035,0.35740208679872976,0.3576289127476183,0.0002268259488885649,4.037655971479501,4.037655971479501,0.0,0.2443107793794557,0.24449252658815007,0.00018174720869437722,0.8008879437029025,0.8066728050242974,0.005784861321394885,0.23009215826941118,0.22813310523701782,-0.001959053032393354,0.3808840571712378,0.3768279896252966,-0.004056067545941178,0.0020825139123162423,R68_computed
Toronto,Canada,North America,0,0.005,12443,18430,0.4503249767873723,0.65,0.1996750232126277,0.65,0.65,0.675,0.1996750232126277,0.0,1.0,0.0,False,3.985116481781006,92,55096,0.0016698126905764484,0.004991861096039067,92,0.005,2776,50442,1786,0,0.0,1.0015692588611076,1.0,266,82800,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.09175257731958762,0.09207813347802496,0.0003255561584373373,0.1258538937555252,0.1260146266977417,0.00016073294221649603,0.8551796190629269,0.8514827613919472,-0.003696857670979714,0.48123442899622276,0.4813951619384393,0.0001607329422165238,4.441237113402062,4.441237113402062,0.0,0.23517691922599424,0.23516522200088696,-1.1697225107271114e-05,0.7133388121892772,0.7246475844571881,0.011308772267910938,0.2811904412842692,0.277500855202072,-0.0036895860821971604,0.4555783609441431,0.44707520891364905,-0.008503152030494066,0.003954951021747958,R68_computed
San Francisco,United States,North America,0,0.005,11502,18546,0.4019767215033488,0.6,0.1980232784966512,0.6,0.6,0.625,0.1980232784966512,0.0,1.0,0.0,False,3.508579969406128,93,46941,0.001981210455678405,0.005014558395341313,93,0.005,2617,42314,1917,0,0.0,1.0014906556498524,1.0000145305503205,247,83700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.06696861857004206,0.06702253855278767,5.391998274560661e-05,0.09954790471222397,0.09972178751521475,0.00017388280299078518,0.8803686315423405,0.879151451921405,-0.0012171796209354824,0.6125021735350373,0.6125891149365328,8.694140149545504e-05,4.975412487868004,4.975412487868004,0.0,0.22855757287240108,0.22855757287240108,0.0,0.7243268342566624,0.7368249239286843,0.012498089672021817,0.270477057459306,0.26564362659037216,-0.004833430868933841,0.45887248845828726,0.45022433188113664,-0.008648156577150623,0.003917808503539737,R68_computed
Vancouver,Canada,North America,0,0.005,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.6,0.6,0.65,0.17229334686894887,0.025000000000000022,0.8732851340567194,0.12671486594328063,False,3.71443772315979,114,46517,0.0024507169421931767,0.005010768757417256,114,0.005,2642,42107,1654,0,0.0,1.002136815315722,1.0000629704842199,300,102600,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.09243549734077623,0.09234758911696189,-8.790822381433971e-05,0.12463027695617102,0.1244286098413552,-0.00020166711481581223,0.842027426727615,0.8420946490992203,6.722237160528e-05,0.5294433987631083,0.5295106211347136,6.722237160528e-05,4.676102149356073,4.676102149356073,0.0,0.23719374059239737,0.23721068954188743,1.6948949490058762e-05,0.7285136035236964,0.740270089400808,0.011756485877111533,0.26441449062846617,0.2605042016806723,-0.003910288947793883,0.45203316225819185,0.443742597710225,-0.008290564547966839,0.0034734481547296697,R68_computed
Warsaw,Poland,Europe,0,0.005,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.675,0.675,0.7,0.19492031872509963,0.02499999999999991,0.8863224637681169,0.11367753623188376,False,3.845946788787842,122,47111,0.0025896287491244084,0.005012119469208332,122,0.005,2111,43280,1598,0,0.0,1.0063949817332312,1.0,325,109800,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.15451296166961095,0.1540199663119839,-0.0004929953576270629,0.18183369355022183,0.18154931179615516,-0.00028438175406667043,0.7706745535206461,0.7701626663633261,-0.000511887157319979,0.3844841314981231,0.3846547605505631,0.0001706290524399745,4.16597510373444,4.16597510373444,0.0,0.2595355962521127,0.25959943376283534,6.383751072264188e-05,0.8346365175731778,0.8402196658499217,0.005583148276743888,0.24462545856179244,0.24137114906709795,-0.0032543094946944906,0.32314307127923947,0.3198493156088517,-0.0032937556703877546,0.0019172111015485493,R68_computed
Mumbai,India,Asia,0,0.005,18270,24999,0.4825037154272258,0.725,0.2424962845727741,0.725,0.725,0.725,0.24249628457277417,0.0,1.0000000000000002,0.0,False,4.904281377792358,125,65175,0.0019179133103183737,0.00500020000800032,125,0.005,3004,59882,2164,0,0.0,1.0033397458040894,1.0003455233685818,373,112500,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.17848713948557943,0.17868714748589942,0.00020000800031999555,0.2067870826491516,0.20711548987411058,0.0003284072249589709,0.7371647509578544,0.7354132457580733,-0.0017515051997810671,0.36836343732895455,0.36847290640394087,0.00010946907498632363,4.145045801832073,4.145045801832073,0.0,0.26013719924334905,0.2600387321488419,-9.846709450717084e-05,0.8138345633844535,0.8211467469210146,0.0073121835365611565,0.23394645924610605,0.23018277971859258,-0.0037636795275134693,0.35766536063770243,0.3530717415220706,-0.004593619115631831,0.0025642003721094986,R68_computed
Accra,Ghana,Africa,0,0.005,19183,25655,0.5030786728370853,0.725,0.2219213271629146,0.725,0.725,0.725,0.22192132716291468,0.0,1.0000000000000004,0.0,False,4.984123468399048,128,66154,0.0019348792212111135,0.004989280841941142,128,0.005,2861,61105,2060,0,0.0,1.0023586502541089,1.0004874765820326,346,115200,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.17567725589553693,0.17524848957318262,-0.000428766322354307,0.2062242610644842,0.20612000208517958,-0.00010425897930460559,0.7552520460824689,0.7548350101652505,-0.00041703591721842237,0.33743418651931395,0.33774696345722777,0.0003127769379138168,3.9755213408692263,3.9755213408692263,0.0,0.24974666814614485,0.2498750110543571,0.0001283429082122589,0.7910711816857436,0.798455112601962,0.007383930916218362,0.2436073417522943,0.2405090595340811,-0.0030982822182131775,0.38169660365518865,0.37644128951290295,-0.005255314142285694,0.002383941213656367,R68_computed
Vienna,Austria,Europe,0,0.005,17629,26142,0.4456985030858935,0.675,0.2293014969141065,0.675,0.65,0.7,0.22930149691410656,0.0,1.0000000000000002,0.0,False,4.944962739944458,131,63577,0.0020604935747204176,0.005011093259888302,131,0.005,3340,57677,2429,0,0.0,1.0068459038929147,1.0001398943484432,388,117900,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,6.0,5.0,0.0978884553591921,0.09762068701706067,-0.00026776834213143585,0.12950252424981565,0.12921890067502412,-0.00028362357479153055,0.8423052924159056,0.8409438992569063,-0.0013613931589993022,0.4829542231550287,0.4832378467298202,0.0002836235747915028,4.487338382679214,4.487338382679214,0.0,0.24723880466361017,0.24719269853462802,-4.61061289821485e-05,0.8130878671686848,0.819028631213721,0.005940764045036295,0.2414839567633921,0.2384321614894125,-0.003051795273979613,0.35475841374842293,0.35117809527056976,-0.0035803184778531727,0.002069380410398764,R68_computed
Prague,Czechia,Europe,0,0.005,19787,27325,0.4768012005095185,0.7,0.2231987994904814,0.7,0.7,0.725,0.22319879949048144,0.0,1.0000000000000002,0.0,False,5.40482497215271,137,72616,0.001886636553927509,0.005013723696248857,137,0.005,3383,66883,2213,0,0.0,1.0038196572505202,1.000336859492656,410,123300,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,8.0,7.0,0.17244281793229643,0.1720768526989936,-0.00036596523330284514,0.1975539495628443,0.19699802900894528,-0.0005559205538990253,0.716682670440188,0.7167332086723607,5.053823217271436e-05,0.3810077323495224,0.3813614999747309,0.0003537676252085009,4.194620311070448,4.194620311070448,0.0,0.2712536182182483,0.27138394197306726,0.00013032375481897285,0.8714128252879894,0.8756455839710767,0.004232758683087368,0.2056221535884416,0.2033188504423389,-0.002303303146102692,0.2971086565809908,0.2937932959919035,-0.0033153605890872684,0.0015462637768074161,R68_computed
Algiers,Algeria,Africa,0,0.005,21703,28885,0.5065855241235377,0.75,0.2434144758764622,0.75,0.725,0.775,0.24341447587646226,0.0,1.0000000000000002,0.0,False,6.3259899616241455,144,78019,0.001845704251528474,0.0049852864808724254,144,0.005,3225,72060,2590,0,0.0,1.0036038093265718,1.0005783742818328,443,129600,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,8.0,7.0,0.19120650856846114,0.19103340834343085,-0.00017310022503028155,0.21255126019444318,0.21199834124314612,-0.0005529189512970545,0.7018845320923375,0.7032668294705801,0.0013822973782425807,0.3309680689305626,0.3312906049854859,0.00032253605492332804,3.9480006924009,3.9480006924009,0.0,0.25033301641519357,0.25051040726060025,0.0001773908454066886,0.9029481948226271,0.9063376175240353,0.0033894227014081846,0.18520012628477217,0.18332339425404287,-0.0018767320307293,0.26151471568386714,0.2588136247237521,-0.00270109096011506,0.0014393660352603516,R68_computed
Tel Aviv,Israel,Middle East,0,0.005,21205,30263,0.4704556407107436,0.675,0.2045443592892564,0.7,0.65,0.725,0.22954435928925637,-0.02499999999999991,1.122222876675109,-0.1222228766751087,False,5.860970973968506,151,74445,0.0020283430720666263,0.004989591250041304,151,0.005,3504,68219,2571,0,0.0,1.0014545058385118,1.0,447,135900,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.11965105904900374,0.11955192809701616,-9.913095198757493e-05,0.1493987267153973,0.14944588540438575,4.715868898844122e-05,0.799575571799104,0.7985852393303466,-0.000990332468757349,0.4272105635463334,0.42735203961329876,0.00014147606696535142,4.2511978323365165,4.2511978323365165,0.0,0.24363313084913665,0.24368565756773547,5.2526718598816524e-05,0.8649250824894837,0.869626172320906,0.004701089831422256,0.21326970012591914,0.2104248604784927,-0.0028448396474264337,0.2993921681409051,0.2964696006342593,-0.002922567506645768,0.0016578741564611174,R68_computed
Montreal,Canada,North America,0,0.005,20313,32065,0.4231662575553621,0.625,0.2018337424446379,0.625,0.625,0.65,0.20183374244463792,0.0,1.0000000000000002,0.0,False,6.292649030685425,160,83854,0.0019080783266153076,0.004989864338063309,160,0.005,4684,75868,3142,0,0.0,1.0012796700568796,1.0001466207248757,440,144000,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,1.0,0.0,0.04677997816934352,0.04687353812568221,9.35599563386888e-05,0.07084133313641511,0.07113671048097278,0.0002953773445576735,0.9140944222911436,0.9135528971594545,-0.0005415251316890357,0.5785949884310541,0.5785949884310541,0.0,4.7262747544051145,4.7262747544051145,0.0,0.2258113369598338,0.22576186915451377,-4.946780532003037e-05,0.7250228402231809,0.7347433045111705,0.009720464287989672,0.27799773009211604,0.273748251379101,-0.004249478713015009,0.4447171853142239,0.4381846015783778,-0.006532583735846087,0.003061855595633738,R68_computed
Johannesburg,South Africa,Africa,0,0.005,22312,32632,0.454250595097234,0.65,0.195749404902766,0.675,0.65,0.675,0.22074940490276607,-0.025000000000000022,1.1277143090801132,-0.1277143090801129,False,5.251912593841553,163,63388,0.0025714646305294376,0.004995096837460162,163,0.005,3151,57761,2313,0,0.0,1.0017166192796512,1.0001833271042841,484,146700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.11654204461877911,0.11657268938465311,3.064476587399945e-05,0.14628899247041952,0.14655790605951954,0.00026891358910002827,0.8096091789171747,0.8091161706704912,-0.0004930082466834129,0.4625761921835783,0.462621011115095,4.4818931516699134e-05,4.402856092179456,4.402856092179456,0.0,0.24454688918412731,0.24461152419024312,6.463500611580963e-05,0.816543326691991,0.8232058690773134,0.006662542385322379,0.24240990019070952,0.2390550830352047,-0.0033548171555048134,0.35829725628854214,0.35368960285089857,-0.004607653437643577,0.002202511368589744,R68_computed
New York City,United States,North America,0,0.005,20109,34130,0.3876426827190641,0.575,0.1873573172809358,0.575,0.575,0.575,0.18735731728093585,0.0,1.0000000000000002,0.0,False,6.672574281692505,171,80908,0.0021135116428536117,0.00501025490770583,171,0.005,4982,72494,3261,0,0.0,1.001609939792692,1.0001071153541976,418,153900,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,1.0,0.0,0.03539408145326692,0.03539408145326692,0.0,0.05728778159033269,0.05738723954448257,9.945795414988134e-05,0.9343577502610771,0.9343577502610771,0.0,0.6972997165448307,0.6972997165448307,0.0,5.159390565484911,5.159390565484911,0.0,0.19406230499206537,0.19408499111719607,2.2686125130705337e-05,0.6640924969733202,0.6804604405770395,0.016367943603719293,0.3019024362541882,0.29599636549491737,-0.005906070759270854,0.4890680901811574,0.47806235447782386,-0.011005735703333519,0.0047684582886390785,R68_computed
Los Angeles,United States,North America,0,0.005,22280,34611,0.4249303262083952,0.6,0.1750696737916047,0.6,0.6,0.625,0.17506967379160476,0.0,1.0000000000000002,0.0,False,6.70653510093689,173,86296,0.0020047279132288866,0.004998410909826356,173,0.005,4745,78481,2897,0,0.0,1.0024381322749016,1.0001055275375481,448,155700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.0706711739042501,0.07038224841813297,-0.0002889254861171281,0.09946140035906642,0.09937163375224417,-8.976660682225024e-05,0.8886445242369838,0.8885996409335727,-4.488330341112512e-05,0.5535008976660682,0.5536804308797127,0.00017953321364450048,4.706653953945278,4.706653953945278,0.0,0.2274998068102632,0.22752846989509182,2.866308482862845e-05,0.7227537104225223,0.7340527099384532,0.01129899951593083,0.2759327693950964,0.2712428331143878,-0.004689936280708629,0.4507618077126125,0.4428552135639833,-0.007906594148629209,0.0034741579059455957,R68_computed
Brisbane,Australia,Oceania,0,0.005,25339,35174,0.4911197989388439,0.7,0.208880201061156,0.725,0.7,0.725,0.2338802010611561,-0.025000000000000022,1.1196858288770057,-0.1196858288770055,False,6.215595245361328,176,79834,0.0022045744920710475,0.005003695911752999,176,0.005,3560,73508,2590,0,0.0,1.0040642937450217,1.0000206764724153,503,158400,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.14274748393699893,0.14286120429862967,0.00011372036163073695,0.1625952089664154,0.16283199810568688,0.0002367891392714705,0.7866135206598523,0.7873633529342121,0.000749832274359763,0.38817632897904414,0.3882157938355894,3.946485654526821e-05,4.072326149997157,4.072326149997157,0.0,0.2365347997996221,0.23641880872568083,-0.0001159910739412795,0.8606989734228014,0.8655176304620237,0.0048186570392222405,0.21880759564367494,0.2164618821558224,-0.0023457134878525354,0.30823792236805364,0.30427254956716,-0.003965372800893652,0.0017471550147471998,R68_computed
Quito,Ecuador,Latin America,0,0.005,26144,35253,0.4811776588774842,0.725,0.2438223411225157,0.725,0.725,0.775,0.24382234112251577,0.0,1.0000000000000004,0.0,False,8.106471061706543,176,112375,0.0015661846496106786,0.0049924829092559495,176,0.005,5240,103362,3597,0,0.0,1.0041550585424148,1.0002763770117222,565,158400,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,6.0,5.0,0.20962754942841744,0.2090602218250929,-0.0005673276033245356,0.23370563035495717,0.233093635250918,-0.0006119951040391702,0.6946144430844553,0.6972919216646267,0.002677478580171422,0.3484547123623011,0.34864596083231336,0.00019124847001228407,4.156468952996908,4.156468952996908,0.0,0.2794666067481684,0.2793549550638131,-0.00011165168435534056,0.798927756892018,0.8056033963429815,0.0066756394509635,0.24009063114217077,0.2369376501419524,-0.00315298100021838,0.38136055907403366,0.37692454684428917,-0.00443601222974449,0.0025887762812087855,R68_computed
Boston,United States,North America,0,0.005,24819,35843,0.4629981269779758,0.675,0.2120018730220242,0.675,0.675,0.7,0.21200187302202422,0.0,1.0000000000000002,0.0,False,7.925513982772827,179,105942,0.0016896037454456213,0.004994001618168122,179,0.005,5122,97232,3409,0,0.0,1.0027787986082186,1.00008623540617,550,161100,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.10568311804257456,0.10593421309600201,0.00025109505342744975,0.14198799306982554,0.14227003505378943,0.00028204198396389324,0.8339981465812483,0.8329505620693823,-0.0010475845118659288,0.4442161247431403,0.44429670816713,8.058342398969964e-05,4.319671902463521,4.319671902463521,0.0,0.24308721616349577,0.24309336689133018,6.150727834414171e-06,0.8142837639345427,0.820259572929159,0.00597580899461625,0.24536588516437383,0.24273073693728606,-0.002635148227087769,0.34591487437835045,0.3416650519925079,-0.004249822385842539,0.0020630715938291183,R68_computed
Lisbon,Portugal,Europe,0,0.005,26686,36745,0.4955161486076462,0.75,0.2544838513923538,0.75,0.675,0.9,0.2544838513923538,0.0,1.0,0.0,False,7.1481077671051025,184,94990,0.001937046004842615,0.005007484011430126,184,0.005,4151,87603,3052,0,0.0,1.0032672494355488,1.0001022898041294,554,165600,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.1377058103143285,0.13773302490134712,2.721458701862578e-05,0.16619201079217566,0.1658172824702091,-0.00037472832196655537,0.7744135501761223,0.7740388218541557,-0.0003747283219666109,0.3769766918983737,0.3771265832271603,0.00014989132878662215,4.036195400734794,4.036195400734794,0.0,0.24382578346876557,0.2438668882553989,4.110478663332806e-05,0.9020565759231406,0.9058038764619485,0.003747300538807896,0.1909783561459106,0.18865889016249748,-0.0023194659834131215,0.2506776346841076,0.2481558896905131,-0.002521744993594477,0.0013378832495381837,R68_computed
Manila,Philippines,Asia,0,0.005,25142,36895,0.4492979529208324,0.65,0.2007020470791676,0.65,0.65,0.65,0.2007020470791676,0.0,1.0,0.0,False,7.598220348358154,184,101784,0.0018077497445571013,0.004987125626778696,184,0.005,5147,92949,3504,0,0.0,1.0031344046368926,1.000467926062375,534,165600,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.11445995392329585,0.11456836969779102,0.00010841577449517692,0.14764139686580224,0.14760162278259487,-3.977408320737785e-05,0.8080502744411742,0.8072547927770265,-0.0007954816641476681,0.46750457401956885,0.467623896269191,0.00011932224962213356,4.451389077110719,4.451389077110719,0.0,0.24525703260557746,0.24526818684659416,1.1154241016692046e-05,0.7635788694682424,0.7728765091522378,0.00929763968399544,0.2574253808590182,0.253479791029872,-0.003945589829146223,0.4116321833481496,0.40481264537184747,-0.006819537976302137,0.003000919858756289,R68_computed
Milan,Italy,Europe,0,0.005,25735,38172,0.4648772408417771,0.65,0.1851227591582229,0.65,0.65,0.7,0.1851227591582229,0.0,1.0,0.0,False,7.2366814613342285,191,94147,0.002028742285999554,0.005003667609766321,191,0.005,4541,86452,2963,0,0.0,1.0044655798481037,1.0004334436702425,550,171900,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.066174159069475,0.06640993398302421,0.00023577491354920266,0.0892947347969691,0.08987759860112687,0.0005828638041577711,0.8875850009714397,0.8850592578200893,-0.002525743151350346,0.4833106664076161,0.48334952399455994,3.8857586943830125e-05,4.302211044744839,4.302211044744839,0.0,0.21365452379242755,0.2137207595117421,6.623571931455019e-05,0.8777226179924817,0.8824771138950513,0.0047544959025696,0.21307482462977398,0.21000584567420108,-0.0030689789555728986,0.27970333203429465,0.27663435307872175,-0.0030689789555728986,0.0020338336689675308,R68_computed
Hanoi,Vietnam,Asia,0,0.005,29320,39886,0.4889668023341342,0.75,0.2610331976658657,0.7,0.7,0.725,0.21103319766586576,0.050000000000000044,0.8084534823650967,0.19154651763490368,False,8.50075387954712,199,114981,0.0017307207277724146,0.004989219274933561,199,0.005,5057,105949,3776,0,0.0,1.0061673992667952,1.0004269517280837,619,179100,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.17309331595045882,0.17291781577495863,-0.0001755001755001928,0.2022169167803547,0.20208049113233287,-0.00013642564802182622,0.733663028649386,0.7289904502046385,-0.004672578444747555,0.3604024556616644,0.3605388813096862,0.00013642564802179846,4.090257233114376,4.090257233114376,0.0,0.25729288629523417,0.2573336537997935,4.0767504559335865e-05,0.7935610809534418,0.8003027760369332,0.006741695083491428,0.24559898004217134,0.24235031628499976,-0.003248663757171588,0.38497278477909086,0.38055950571274455,-0.0044132790663463095,0.0027697345964684144,R68_computed
Dhaka,Bangladesh,Asia,0,0.005,35890,47996,0.501127631139325,0.725,0.2238723688606749,0.725,0.725,0.75,0.22387236886067496,0.0,1.0000000000000002,0.0,False,9.252557516098022,240,116186,0.002065653348940492,0.005000416701391783,240,0.005,5037,106376,4533,0,0.0,1.006573610924318,1.0004217570719025,710,216000,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,14.0,13.0,0.18455704642053505,0.18453621135094592,-2.0835069589136834e-05,0.2101142379492895,0.20975202006129842,-0.0003622178879910676,0.7428531624407914,0.7344385622736138,-0.008414600167177544,0.3373363053775425,0.33769852326553357,0.0003622178879910676,3.9909992499374947,3.9909992499374947,0.0,0.25060064796727427,0.25070502117678434,0.0001043732095100669,0.7800881099612577,0.7865066607596648,0.006418550798407141,0.23717841630471098,0.23455771800868694,-0.0026206982960240433,0.400225526227865,0.39618484797861675,-0.004040678249248253,0.0031253686383481694,R68_computed
Melbourne,Australia,Oceania,0,0.005,35052,51621,0.4686087256486138,0.7,0.2313912743513861,0.7,0.699375,0.725,0.23139127435138618,0.0,1.0000000000000004,0.0,False,8.21595811843872,258,97372,0.002649632337838393,0.00499796594409252,258,0.005,4652,88966,3496,0,0.0,1.0026126548975718,1.000746696018518,706,232200,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.07101760911257046,0.0710563530346177,3.874392204723798e-05,0.09540111833846857,0.09551523450872988,0.00011411617026131637,0.8913328768686523,0.8908478831450416,-0.0004849937236106605,0.4727262353075431,0.47275476435010844,2.8529042565339502e-05,4.267952964878635,4.267952964878635,0.0,0.20965159055660434,0.20967695234719536,2.5361790591010847e-05,0.791778425167014,0.7983380972243737,0.0065596720573596334,0.2520107481980428,0.24936001016721437,-0.0026507380308284367,0.3822509486374117,0.3778481817026453,-0.004402766934766433,0.0020358615484105313,R68_computed
Paris,France,Europe,0,0.005,36946,55181,0.453974052043998,0.65,0.196025947956002,0.675,0.65,0.675,0.22102594795600206,-0.025000000000000022,1.127534136478765,-0.12753413647876488,False,11.830498695373535,276,155775,0.0017717862301396244,0.005001721607074899,276,0.005,7795,142820,4884,0,0.0,1.0028061333235316,1.000185734833947,803,248400,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.06944419274750367,0.06937170402856055,-7.248871894312281e-05,0.09619444594814053,0.09611324635955178,-8.11995885887512e-05,0.8905158880528339,0.890245222757538,-0.0002706652952958466,0.49358523250148867,0.4936393655605478,5.413305905915822e-05,4.405538138127254,4.405538138127254,0.0,0.2275824301542182,0.22747983858337276,-0.00010259157084543946,0.8587388820374434,0.863221084166672,0.004482202129228563,0.23788368668295612,0.2350124639040403,-0.0028712227789158273,0.28221898626913805,0.2795452114750187,-0.0026737747941193435,0.0014930790435844935,R68_computed
