split_fraction,deg3_fraction,nodes,edges,pc_measured,pc_anchor_pred,abs_err
0.0,0.0,6400,12800,0.49,0.5,0.010000000000000009
0.2,0.3333333333333333,7680,14080,0.53,0.5509012148887131,0.020901214888713104
0.4,0.5714285714285714,8960,15360,0.56,0.5872592255235083,0.027259225523508235
0.6,0.75,10240,16640,0.58,0.6145277334996045,0.034527733499604585
0.8,0.8888888888888888,11520,17920,0.61,0.6357365730365684,0.0257365730365684
1.0,1.0,12800,19200,0.63,0.6527036446661394,0.02270364466613939
