swap_fraction,n_cities_matched,road_minus_spatial_mean,road_minus_spatial_ci95_low,road_minus_spatial_ci95_high,road_minus_geometry_mean,road_minus_geometry_ci95_low,road_minus_geometry_ci95_high,mean_spatial_minus_geometry_residual,positive_geometry_residual_share,spatial_accepted_swaps_per_edge_mean,geometry_accepted_swaps_per_edge_mean,spatial_acceptance_rate_mean,geometry_acceptance_rate_mean,geometry_null_mobility_index_mean,geometry_length_bin_tvd_mean,geometry_degree_drift_max
0.005,21,0.05952380952380944,0.049114945779651566,0.0699326732679673,0.005555555555555543,-0.002440817078873248,0.013551928189984333,0.053968253968253915,0.42857142857142855,0.004998277207361133,0.004998277207361133,0.027100720240829806,0.001891286249075381,0.0032195631744348524,0.0,0.0
0.01,21,0.07738095238095233,0.06729080316941384,0.08747110159249082,0.0031746031746031633,-0.003907019712563948,0.010256226061770275,0.07420634920634915,0.42857142857142855,0.009996653593478524,0.009996653593478524,0.02773378908658926,0.0018800307112749523,0.006111707067359057,1.1984156944519486e-06,0.0
0.02,12,0.08958333333333328,0.07103386697927873,0.10813279968738783,8.673617379884035e-18,-0.008991204081865243,0.00899120408186526,0.08958333333333325,0.3333333333333333,0.0200009983222069,0.0200009983222069,0.027161302998478395,0.00191637338665595,0.0114236513929741,0.0,0.0
