swap_fraction,n_cities_matched,road_minus_spatial_mean,road_minus_spatial_ci95_low,road_minus_spatial_ci95_high,road_minus_geometry_mean,road_minus_geometry_ci95_low,road_minus_geometry_ci95_high,mean_spatial_minus_geometry_residual,positive_geometry_residual_share,spatial_accepted_swaps_per_edge_mean,geometry_accepted_swaps_per_edge_mean,spatial_acceptance_rate_mean,geometry_acceptance_rate_mean,geometry_null_mobility_index_mean,geometry_length_bin_tvd_mean,geometry_degree_drift_max
0.005,21,0.0595238095238094,0.0491149457796515,0.0699326732679673,0.0055555555555555,-0.0024408170788732,0.0135519281899843,0.0539682539682539,0.4285714285714285,0.0049982772073611,0.0049982772073611,0.0271007202408298,0.0018912862490753,0.0032195631744348,0.0,0.0
0.01,21,0.0773809523809523,0.0672908031694138,0.0874711015924908,0.0031746031746031,-0.0039070197125639,0.0102562260617702,0.0742063492063491,0.4285714285714285,0.0099966535934785,0.0099966535934785,0.0277337890865892,0.0018800307112749,0.006111707067359,1.1984156944519486e-06,0.0
0.02,12,0.0895833333333332,0.0710338669792787,0.1081327996873878,8.673617379884035e-18,-0.0089912040818652,0.0089912040818652,0.0895833333333332,0.3333333333333333,0.0200009983222069,0.0200009983222069,0.0271613029984783,0.0019163733866559,0.0114236513929741,0.0,0.0
