city,country,macro_region,swap_fraction,n_replicates_total,n_replicates_pass,n_replicates_fail,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null_mean,geometry_null_gap_mean,road_minus_geometry_mean,geometry_fraction_of_road_gap_mean,remaining_fraction_after_geometry_mean,accepted_swaps_per_edge_mean,acceptance_rate_mean,length_bin_tvd_mean,degree_max_abs_drift_max,threshold_boundary_hits,null_mobility_index_mean,runtime_seconds_mean,pc_spatial_null,spatial_null_gap,road_minus_spatial,remaining_fraction_after_spatial,geometry_vs_spatial_residual_change,bridge_edge_share,articulation_point_share,largest_biconnected_node_fraction,dual_degree_mean,angular_entropy,straight_angle_share_10deg,cycle_density,dead_end_share,kappa,geometry_absorption,geometry_absorption_fraction_of_road_gap
Mexico City,Mexico,Latin America,0.005,1,1,0,59012,90635,0.4265999557561695,0.625,0.1984000442438305,0.65,0.2234000442438305,-0.025,1.1260080364159366,-0.1260080364159365,0.0049980691785733,0.0019244085523604,0.0,0,0,0.0036698195775493,19.18323445320129,0.525,0.0984000442438305,0.0999999999999999,0.5040321456637458,-0.1249999999999998,0.0866000992993876,0.1194333355927608,0.8618586050294855,4.688233022563027,0.7061370952694226,0.2912467817320047,0.5358910052192775,0.119162204297431,3.3441165112815137,0.12499999999999989,0.6300401820796817
Miami,United States,North America,0.005,1,1,0,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.625,0.2061689258125638,-0.025,1.137992759452937,-0.1379927594529366,0.005011135857461,0.0027078357998458,0.0,0,0,0.002559857708728,4.50200343132019,0.525,0.1061689258125638,0.0749999999999999,0.4139782783588092,-0.0999999999999999,0.0441606347438752,0.0657287438136017,0.923316465550798,4.775194877505568,0.7058106382743038,0.2736044308409853,0.5980092309403325,0.0639492854362453,3.387597438752784,0.0999999999999999,0.5519710378117454
Milan,Italy,Europe,0.005,1,1,0,25735,38172,0.4648772408417771,0.65,0.1851227591582229,0.65,0.1851227591582229,0.0,1.0,0.0,0.0050036676097663,0.0020287422859995,0.0,0,0,0.0020338336689675,7.236681461334228,0.6,0.1351227591582228,0.05,0.2700910478395876,-0.05,0.066174159069475,0.0892947347969691,0.8875850009714397,4.302211044744839,0.8777112308703147,0.2130870031176929,0.4833106664076161,0.083582669516223,3.15110552237242,0.05,0.27009104783958743
Montevideo,Uruguay,Latin America,0.005,1,1,0,13761,22450,0.4069683126676818,0.6,0.1930316873323181,0.575,0.1680316873323181,0.025,0.8704875849892945,0.129512415010706,0.0049888641425389,0.0014924776461495,0.0,0,0,0.0027101868253767,5.36918568611145,0.525,0.1180316873323182,0.0749999999999999,0.3885372450321174,-0.0499999999999999,0.0451224944320712,0.0685269965845505,0.9209359784899354,4.914387527839644,0.7067984939990559,0.2831375534769052,0.6314948041566747,0.0676549669355424,3.457193763919822,0.0499999999999999,0.25902483002141125
Montreal,Canada,North America,0.005,1,1,0,20313,32065,0.4231662575553621,0.625,0.2018337424446379,0.625,0.2018337424446379,0.0,1.0000000000000002,0.0,0.0049898643380633,0.0019080783266153,0.0,0,0,0.0030618555956337,6.292649030685425,0.525,0.1018337424446379,0.0999999999999999,0.495457294646506,-0.0999999999999999,0.0467799781693435,0.0708413331364151,0.9140944222911436,4.7262747544051145,0.7252551602421904,0.2780109272309763,0.5785949884310541,0.0638999655393098,3.363137377202557,0.0999999999999999,0.4954572946465057
Mumbai,India,Asia,0.005,1,1,0,18270,24999,0.4825037154272258,0.725,0.2424962845727741,0.725,0.2424962845727741,0.0,1.0000000000000002,0.0,0.0050002000080003,0.0019179133103183,0.0,0,0,0.0025642003721094,4.904281377792358,0.625,0.1424962845727742,0.0999999999999999,0.4123774521996421,-0.0999999999999999,0.1784871394855794,0.2067870826491516,0.7371647509578544,4.145045801832073,0.8139374555056681,0.233946459246106,0.3683634373289545,0.2019157088122605,3.0725229009160366,0.0999999999999999,0.41237745219964184
Nairobi,Kenya,Africa,0.005,1,1,0,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.775,0.2316907863000482,0.0499999999999999,0.8225004067163861,0.1774995932836138,0.0050076357566502,0.0020293025531792,0.0,0,0,0.0019439287392188,5.29858660697937,0.675,0.1316907863000482,0.1499999999999999,0.5324987798508419,-0.1,0.3139183861917107,0.305095818815331,0.5764372822299652,3.68114500834606,0.8161600756293539,0.2315098890496864,0.2263937282229965,0.293074912891986,2.84057250417303,0.1,0.3549991865672282
New York City,United States,North America,0.005,1,1,0,20109,34130,0.3876426827190641,0.575,0.1873573172809358,0.575,0.1873573172809358,0.0,1.0000000000000002,0.0,0.0050102549077058,0.0021135116428536,0.0,0,0,0.004768458288639,6.672574281692505,0.5,0.1123573172809359,0.0749999999999999,0.4003046216099479,-0.0749999999999999,0.0353940814532669,0.0572877815903326,0.9343577502610771,5.159390565484911,0.6645468952720962,0.3018797205974218,0.6972997165448307,0.05524889353026,3.579695282742456,0.0749999999999999,0.4003046216099476
Osaka,Japan,Asia,0.005,1,1,0,92460,138690,0.4467357272621854,0.625,0.1782642727378145,0.625,0.1782642727378146,0.0,1.0000000000000004,0.0,0.0049967553536664,0.0016147033535967,0.0,0,0,0.0030346725423302,34.36748051643372,0.525,0.0782642727378146,0.0999999999999999,0.5609649003930072,-0.0999999999999999,0.0837190857307664,0.1128704304564135,0.8710253082414017,4.476919749080683,0.720616944746448,0.2746286060324945,0.5000108154877785,0.1116699113130002,3.2384598745403417,0.0999999999999999,0.5609649003930067
Panama City,Panama,Latin America,0.005,1,1,0,9245,12302,0.4936399020906064,0.725,0.2313600979093936,0.7,0.2063600979093935,0.025,0.8919433375681287,0.1080566624318712,0.0050398309218013,0.0018778205167035,0.0,0,0,0.0097734942959217,3.328718662261963,0.625,0.1313600979093936,0.0999999999999999,0.4322266497274845,-0.0749999999999999,0.2188262071207933,0.2311519740400216,0.6281233098972417,4.051536335555194,0.8358318252924797,0.2212190522049677,0.3307733910221741,0.2299621416982152,3.025768167777597,0.0749999999999999,0.32416998729561297
Paris,France,Europe,0.005,1,1,0,36946,55181,0.453974052043998,0.65,0.196025947956002,0.675,0.221025947956002,-0.025,1.127534136478765,-0.1275341364787648,0.0050017216070748,0.0017717862301396,0.0,0,0,0.0014930790435844,11.830498695373535,0.575,0.1210259479560019,0.075,0.3826024094362946,-0.1,0.0694441927475036,0.0961944459481405,0.8905158880528339,4.405538138127254,0.8587655726503791,0.2377685086918248,0.4935852325014886,0.0921344665187029,3.202769069063627,0.1,0.5101365459150591
Prague,Czechia,Europe,0.005,1,1,0,19787,27325,0.4768012005095185,0.7,0.2231987994904814,0.7,0.2231987994904814,0.0,1.0000000000000002,0.0,0.0050137236962488,0.0018866365539275,0.0,0,0,0.0015462637768074,5.40482497215271,0.625,0.1481987994904814,0.0749999999999999,0.3360233127203644,-0.0749999999999999,0.1724428179322964,0.1975539495628443,0.716682670440188,4.194620311070448,0.8715060341039366,0.2057093999197334,0.3810077323495224,0.1856269267701016,3.0973101555352245,0.0749999999999999,0.3360233127203642
Quito,Ecuador,Latin America,0.005,1,1,0,26144,35253,0.4811776588774842,0.725,0.2438223411225157,0.725,0.2438223411225157,0.0,1.0000000000000004,0.0,0.0049924829092559,0.0015661846496106,0.0,0,0,0.0025887762812087,8.106471061706543,0.6,0.1188223411225157,0.125,0.5126683610063036,-0.125,0.2096275494284174,0.2337056303549571,0.6946144430844553,4.156468952996908,0.7991058062713092,0.24010428041057,0.3484547123623011,0.2329023867809057,3.0782344764984537,0.125,0.5126683610063036
Rio de Janeiro,Brazil,Latin America,0.005,1,1,0,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.725,0.2456516221330009,-0.025,1.1133007759395983,-0.1133007759395982,0.0050062578222778,0.0016357087809251,0.0,0,0,0.0025012048810462,4.598162651062012,0.6,0.1206516221330009,0.0999999999999999,0.4532031037583923,-0.1249999999999998,0.1467218638682969,0.1786840163659534,0.7679254141793548,4.172330798113026,0.8484765705535979,0.2270063223960496,0.3934536186196257,0.1734522771480313,3.0861653990565125,0.12499999999999989,0.56650387969799
Riyadh,Saudi Arabia,Middle East,0.005,1,1,0,52112,79423,0.4665628855078422,0.675,0.2084371144921578,0.675,0.2084371144921578,0.0,1.0000000000000002,0.0,0.004998552056709,0.001712380467648,0.0,0,0,0.0037548747748048,18.094051599502563,0.575,0.1084371144921577,0.1,0.4797610072641956,-0.1,0.0270954257582816,0.0375345409886398,0.948783389622352,4.286667589992823,0.6421277525359975,0.3000587440521647,0.5241019342953638,0.0355196499846484,3.143333794996412,0.1,0.47976100726419524
Rome,Italy,Europe,0.005,1,1,0,25843,37062,0.4705329710788918,0.675,0.2044670289211081,0.675,0.2044670289211082,0.0,1.0000000000000009,0.0,0.0049916356375802,0.0019829360315554,0.0,0,0,0.0017998367552484,6.8935158252716064,0.6,0.1294670289211081,0.075,0.366807305782969,-0.075,0.1150234741784037,0.1444491738575243,0.8175908369771311,4.250499163563758,0.8671985950778035,0.2161211690323236,0.4341601207290175,0.1347753743760399,3.12524958178188,0.075,0.36680730578296866
San Francisco,United States,North America,0.005,1,1,0,11502,18546,0.4019767215033488,0.6,0.1980232784966512,0.6,0.1980232784966512,0.0,1.0,0.0,0.0050145583953413,0.0019812104556784,0.0,0,0,0.0039178085035397,3.508579969406128,0.525,0.1230232784966512,0.0749999999999999,0.3787433506271753,-0.0749999999999999,0.066968618570042,0.0995479047122239,0.8803686315423405,4.975412487868004,0.7240477879580849,0.2704987320371936,0.6125021735350373,0.0958094244479221,3.4877062439340016,0.0749999999999999,0.37874335062717507
Santiago,Chile,Latin America,0.005,1,1,0,60718,88302,0.4543405779204741,0.65,0.1956594220795258,0.65,0.1956594220795259,0.0,1.0000000000000009,0.0,0.0050055491381848,0.0016291387311147,0.0,0,0,0.0039191205715656,21.310704708099365,0.55,0.0956594220795259,0.0999999999999999,0.5110921770961532,-0.0999999999999999,0.1107675930330003,0.148160347837544,0.8356829935109852,4.4019841000203845,0.6665700575637641,0.2968068247303861,0.4543133831812642,0.1531671003656247,3.2009920500101923,0.0999999999999999,0.5110921770961527
Sao Paulo,Brazil,Latin America,0.005,1,1,0,51289,77333,0.4525467568643056,0.675,0.2224532431356944,0.65,0.1974532431356944,0.025,0.8876168328786728,0.1123831671213274,0.0050043319152237,0.0017303203998962,0.0,0,0,0.0016704384002272,17.33429217338562,0.575,0.1224532431356943,0.1,0.4495326684853096,-0.075,0.0639313100487502,0.0895903605061514,0.8995301136695978,4.419432842382942,0.8374796191935641,0.2387467521827672,0.5078086919222445,0.0883425295872409,3.2097164211914704,0.07500000000000001,0.337149501363982
Seattle,United States,North America,0.005,1,1,0,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.2082283123291325,0.0,1.0000000000000009,0.0,0.0050186785404324,0.002337762778598,0.0,0,0,0.0024748344432109,4.414321184158325,0.55,0.1082283123291325,0.0999999999999999,0.480242090431664,-0.0999999999999999,0.0847137843854948,0.1124075128059191,0.8442231075697211,4.527225387721218,0.7450006889273258,0.2279289191171567,0.5083665338645418,0.1118952760387023,3.2636126938606087,0.0999999999999999,0.4802420904316636
Seoul,South Korea,Asia,0.005,1,1,0,50914,76060,0.4516653899369949,0.675,0.2233346100630051,0.675,0.2233346100630051,0.0,1.0000000000000002,0.0,0.0049960557454641,0.0017627112354286,0.0,0,0,0.0022730979269983,16.818943738937378,0.55,0.0983346100630051,0.125,0.5596982929100696,-0.125,0.0798580068367078,0.1061397650940802,0.8730015319951291,4.428056797265317,0.8152792246430942,0.2428458601298107,0.4939113014102211,0.1056487410142593,3.2140283986326583,0.125,0.5596982929100696
Singapore,Singapore,Asia,0.005,1,1,0,13478,19430,0.4668204315025708,0.675,0.2081795684974292,0.675,0.2081795684974292,0.0,1.0000000000000002,0.0,0.0049922799794132,0.0025710347752332,0.0,0,0,0.0016649221636152,3.251999616622925,0.6,0.1331795684974291,0.075,0.3602659018909737,-0.075,0.1154915079773546,0.1443092446950586,0.8165899985161003,4.284302624806999,0.8639728586403964,0.231079717457114,0.4416827422466241,0.1353316515803531,3.142151312403499,0.075,0.3602659018909734
Sydney,Australia,Oceania,0.005,1,1,0,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.725,0.237703675188159,-0.025,1.1175344054487302,-0.1175344054487299,0.0049979041047302,0.002088526578185,0.0,0,0,0.001681096003388,5.672560214996338,0.625,0.137703675188159,0.0749999999999999,0.3526032163461892,-0.0999999999999999,0.1272692096862606,0.1563358091379698,0.8096331307674994,4.104278850804501,0.8449455024818142,0.2231353016042612,0.3960837272113436,0.151114112086428,3.052139425402251,0.0999999999999999,0.47013762179491875
Taipei,Taiwan,Asia,0.005,1,1,0,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.6,0.1683153898164039,0.0,1.0000000000000004,0.0,0.0049799196787148,0.0016517916611162,0.0,0,0,0.0024685047913944,5.442280292510986,0.55,0.118315389816404,0.0499999999999999,0.2970613682714292,-0.0499999999999999,0.0960240963855421,0.1224676592628752,0.8470222113741762,4.633012048192772,0.8147972013537117,0.2433903711794178,0.5194654625335612,0.1211862338296314,3.3165060240963857,0.0499999999999999,0.29706136827142904
Tehran,Iran,Middle East,0.005,1,1,0,85612,108037,0.5095652255940534,0.7,0.1904347744059465,0.7,0.1904347744059465,0.0,1.0000000000000004,0.0,0.0049982876236844,0.0021236515795641,0.0,0,0,0.0030080636273993,21.55225253105164,0.6,0.0904347744059466,0.0999999999999999,0.5251141778698029,-0.0999999999999999,0.275692586798967,0.2825888894080269,0.6422814558706723,3.924914612586429,0.7093703368002497,0.2835891292248771,0.2619492594496099,0.2975634256879876,2.9624573062932145,0.0999999999999999,0.5251141778698024
Tel Aviv,Israel,Middle East,0.005,1,1,0,21205,30263,0.4704556407107436,0.675,0.2045443592892564,0.7,0.2295443592892563,-0.0249999999999999,1.122222876675109,-0.1222228766751087,0.0049895912500413,0.0020283430720666,0.0,0,0,0.0016578741564611,5.860970973968506,0.6,0.1295443592892564,0.075,0.3666686300253277,-0.0999999999999999,0.1196510590490037,0.1493987267153973,0.799575571799104,4.2511978323365165,0.8649459801610118,0.2132075178385437,0.4272105635463334,0.1442584296156566,3.1255989161682582,0.0999999999999999,0.488891506700436
Tokyo,Japan,Asia,0.005,1,1,0,62113,98086,0.4276266169078313,0.625,0.1973733830921686,0.625,0.1973733830921686,0.0,1.0000000000000004,0.0,0.0049956160920008,0.0016243506741055,0.0,0,0,0.0025045214903187,24.21285891532898,0.525,0.0973733830921687,0.0999999999999999,0.506653928880078,-0.0999999999999999,0.0423098097587831,0.0630624828940801,0.9322203081480528,4.676977346410293,0.7581635253478635,0.2607935546032009,0.5791702220147151,0.0624506947015922,3.338488673205146,0.0999999999999999,0.5066539288800775
Toronto,Canada,North America,0.005,1,1,0,12443,18430,0.4503249767873723,0.65,0.1996750232126277,0.65,0.1996750232126277,0.0,1.0,0.0,0.004991861096039,0.0016698126905764,0.0,0,0,0.0039549510217479,3.985116481781006,0.575,0.1246750232126276,0.075,0.3756103231806559,-0.075,0.0917525773195876,0.1258538937555252,0.8551796190629269,4.441237113402062,0.7129335065656669,0.28128817866393,0.4812344289962227,0.1197460419512979,3.220618556701031,0.075,0.37561032318065557
Tunis,Tunisia,Africa,0.005,1,1,0,46721,67495,0.4801932298410621,0.7,0.2198067701589378,0.7,0.2198067701589378,0.0,1.0000000000000002,0.0,0.0049929624416623,0.0020335014843957,0.0,0,0,0.0020610404144457,13.281014680862429,0.6,0.1198067701589378,0.0999999999999999,0.4549450407177723,-0.0999999999999999,0.085087784280317,0.1102716123370647,0.8608548618394298,4.1649899992592045,0.7769932720402548,0.2521592509853583,0.4446608591425697,0.1074891376468825,3.082494999629602,0.0999999999999999,0.454945040717772
Vancouver,Canada,North America,0.005,1,1,0,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.6,0.1722933468689488,0.025,0.8732851340567194,0.1267148659432806,0.0050107687574172,0.0024507169421931,0.0,0,0,0.0034734481547296,3.71443772315979,0.55,0.1222933468689489,0.0749999999999999,0.3801445978298413,-0.0499999999999999,0.0924354973407762,0.124630276956171,0.842027426727615,4.676102149356073,0.7285892789464345,0.2644144906284661,0.5294433987631083,0.1220758268351707,3.3380510746780363,0.0499999999999999,0.2534297318865605
Vienna,Austria,Europe,0.005,1,1,0,17629,26142,0.4456985030858935,0.675,0.2293014969141065,0.675,0.2293014969141065,0.0,1.0000000000000002,0.0,0.0050110932598883,0.0020604935747204,0.0,0,0,0.0020693804103987,4.944962739944458,0.6,0.1543014969141065,0.075,0.3270802895285683,-0.075,0.0978884553591921,0.1295025242498156,0.8423052924159056,4.487338382679214,0.8130689868573066,0.2414157602209568,0.4829542231550287,0.1263826649271087,3.243669191339607,0.075,0.327080289528568
Warsaw,Poland,Europe,0.005,1,1,0,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.675,0.1949203187250996,0.0249999999999999,0.8863224637681169,0.1136775362318837,0.0050121194692083,0.0025896287491244,0.0,0,0,0.0019172111015485,3.845946788787842,0.6,0.1199203187250995,0.0999999999999999,0.4547101449275365,-0.075,0.1545129616696109,0.1818336935502218,0.7706745535206461,4.16597510373444,0.8345772485213186,0.2445860123860991,0.3844841314981231,0.1780229780457285,3.08298755186722,0.075,0.3410326086956525
