city,country,macro_region,swap_fraction,n_replicates_total,n_replicates_pass,n_replicates_fail,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null_mean,pc_geometry_null_std,pc_geometry_null_min,pc_geometry_null_max,geometry_null_gap_mean,road_minus_geometry_mean,road_minus_geometry_std,road_minus_geometry_min,road_minus_geometry_max,geometry_fraction_of_road_gap_mean,remaining_fraction_after_geometry_mean,accepted_swaps_per_edge_mean,acceptance_rate_mean,length_bin_tvd_mean,length_mean_ratio_mean,length_median_ratio_mean,degree_max_abs_drift_max,threshold_boundary_hits,null_mobility_index_mean,delta_bridge_edge_share_mean,delta_articulation_point_share_mean,delta_largest_biconnected_node_fraction_mean,delta_dual_endpoint_degree_mean_mean,delta_angular_entropy_mean,runtime_seconds_mean
Dar es Salaam,Tanzania,Africa,0.02,3,3,0,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.75,0.0,0.75,0.75,0.2424011640769924,0.025000000000000005,0.0,0.025,0.025,0.9065075124624298,0.09349248753757029,0.02001609334138,0.0019232516807180331,0.0,1.0173366280677107,1.000769916485731,0,0,0.008572521705726366,0.0012070006035002,0.0006274650412334,-0.0066780207959842,0.0,0.017519344634322,19.332931995391846
Dubai,United Arab Emirates,Middle East,0.005,3,3,0,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7083333333333334,0.014433756729740618,0.7,0.725,0.21747216580967613,0.016666666666666666,0.014433756729740645,0.0,0.025,0.9288171616369935,0.07118283836300694,0.0050176056338028,0.0023868715772831332,0.0,1.002574610804012,1.0006035746396655,0,0,0.0022393678875776667,0.0002200704225352,0.0008903586873569,-0.0134825744085473,0.0,0.0031564940983496333,3.6376192569732666
Dubai,United Arab Emirates,Middle East,0.01,3,3,0,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7083333333333334,0.014433756729740618,0.7,0.725,0.21747216580967613,0.016666666666666666,0.014433756729740645,0.0,0.025,0.9288171616369935,0.07118283836300694,0.0099911971830985,0.0020009464493044664,0.0,1.0049380795068705,1.0013157812556737,0,0,0.003197840251896967,4.4014084507035256e-05,0.0005087763927753,0.0017807173747138,0.0,0.0059655817314038665,7.569527784983317
Dubai,United Arab Emirates,Middle East,0.02,3,3,0,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7166666666666667,0.014433756729740658,0.7,0.725,0.22580549914300949,0.008333333333333333,0.014433756729740645,0.0,0.025,0.964408580818497,0.03559141918150347,0.0199823943661971,0.0022254908801051,0.0,1.008051396115395,1.0019943695898172,0,0,0.005816248004271334,8.802816901408439e-05,0.0004451793436784,-0.0012719409819383,0.0,0.011225068716728834,13.086361328760782
Ho Chi Minh City,Vietnam,Asia,0.005,3,3,0,40466,51958,0.5059497146863499,0.725,0.2190502853136501,0.7416666666666667,0.014433756729740618,0.725,0.75,0.23571695198031675,-0.016666666666666666,0.014433756729740645,-0.025,0.0,1.076086030396182,-0.0760860303961818,0.0050040417260094,0.0017632438004469,0.0,1.0047271442596315,1.0003069057945746,0,0,0.0036051602349998,-0.0003464336579545,-0.0006425147037018,0.0015568625512776,0.0,0.007823833754554166,10.666595061620077
Ho Chi Minh City,Vietnam,Asia,0.01,3,3,0,40466,51958,0.5059497146863499,0.725,0.2190502853136501,0.7333333333333334,0.03818813079129869,0.7,0.775,0.22738361864698345,-0.008333333333333333,0.03818813079129867,-0.05,0.025,1.038043015198091,-0.0380430151980909,0.0100080834520189,0.0018952970465250334,0.0,1.0090040052728104,1.000652872750844,0,0,0.007278638146324533,-0.0016359367181184,-0.001112044679484,0.00556022339742,0.0,0.0153846441762192,18.37899931271871
Hong Kong,China,Asia,0.005,3,3,0,9035,13245,0.4651775366136339,0.675,0.2098224633863661,0.6333333333333333,0.014433756729740673,0.625,0.65,0.16815579671969938,0.041666666666666664,0.014433756729740645,0.025,0.05,0.8014194190926932,0.19858058090730682,0.0049830124575311,0.001561160128718933,0.0,1.0029900239311589,1.000174860857107,0,0,0.0028466849706224664,0.0005285013212533,0.0018815716657443,-0.0116214720531268,0.0,0.003841509542494533,2.7786974906921387
Hong Kong,China,Asia,0.01,3,3,0,9035,13245,0.4651775366136339,0.675,0.2098224633863661,0.65,0.0,0.65,0.65,0.1848224633863661,0.025000000000000005,0.0,0.025,0.025,0.8808516514556161,0.1191483485443841,0.0099660249150622,0.0016495529248873,2.516672958349092e-05,1.008543476323182,1.0006077284904327,0,0,0.004154520269702133,0.0005285013212533,0.000442722744881,0.0012174875484227,0.0,0.007301678808994634,4.970014572143555
Hong Kong,China,Asia,0.02,3,3,0,9035,13245,0.4651775366136339,0.675,0.2098224633863661,0.6583333333333333,0.014433756729740658,0.65,0.675,0.19315579671969943,0.016666666666666666,0.014433756729740645,0.0,0.025,0.9205677676370775,0.07943223236292273,0.020007550018875,0.0015593988601366332,0.0,1.019105032561999,1.0014441519730672,0,0,0.008217512721524434,-0.0001510003775009,0.001770890979524,-0.0089651355838406,0.0,0.013582293153543,10.272018829981485
Kampala,Uganda,Africa,0.005,3,3,0,35927,41391,0.574452139397388,0.825,0.2505478606026119,0.8249999999999998,0.0,0.825,0.825,0.2505478606026119,0.0,0.0,0.0,0.0,1.0,0.0,0.005001087192868,0.0016977880262203666,0.0,1.0065505288630265,1.000367983641281,0,0,0.0019475068601100334,0.000386557464183,-0.0004175132908397,-0.0044534751022907,0.0,0.004081948413378066,8.52521816889445
Kampala,Uganda,Africa,0.01,3,3,0,35927,41391,0.574452139397388,0.825,0.2505478606026119,0.8166666666666668,0.014433756729740593,0.8,0.825,0.2422145272692786,0.0083333333333333,0.014433756729740586,0.0,0.0249999999999999,0.9667395550163942,0.033260444983605766,0.010002174385736,0.0016867375003739669,0.0,1.0111810241367707,1.0006475007574671,0,0,0.0035665604916467666,0.0005315165132516,-0.0003061764132825,-0.0032009352297714,0.0,0.008066123128679234,16.081347306569416
Kuala Lumpur,Malaysia,Asia,0.005,3,3,0,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.6999999999999998,0.0,0.7,0.7,0.2030983884482723,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.005000098041138,0.0016368799367017667,0.0,1.0025358149223844,1.0001162016539114,0,0,0.0028168739825718005,-9.80411380615276e-05,-0.0001612339773734,0.0025259989788515,0.0,0.005315230581999166,11.015748023986816
Kuala Lumpur,Malaysia,Asia,0.01,3,3,0,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.6999999999999998,0.0,0.7,0.7,0.2030983884482723,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0100001960822761,0.0018582750550775,0.0,1.0055078752503437,1.000171457544942,0,0,0.0051414282147722,-0.0004902056903076,-0.0012898718189879,0.0062881251175664,0.0,0.009573168717352433,18.214678208033245
Miami,United States,North America,0.005,3,3,0,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.6166666666666667,0.014433756729740673,0.6,0.625,0.19783559247923044,-0.016666666666666666,0.014433756729740645,-0.025,0.0,1.0919951729686248,-0.0919951729686244,0.005011135857461,0.002834911628600733,0.0,1.0014264622309703,1.0001054822904887,0,0,0.0039372321792154,-3.479955456570094e-05,0.0002224322971695,-0.0003336484457542,0.0,0.009318161651695132,4.017671505610148
Miami,United States,North America,0.01,3,3,0,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.625,0.0,0.625,0.625,0.20616892581256377,-0.025000000000000005,0.0,-0.025,-0.025,1.137992759452937,-0.1379927594529366,0.0099874721603563,0.002724812987349666,0.0,1.004088301377116,1.0001320036405892,0,0,0.0074700286373581,0.0001739977728285,0.0006116888172162,-0.0034477006061279,0.0,0.017266636505382568,7.2602395216623945
Miami,United States,North America,0.02,3,3,0,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.6166666666666667,0.014433756729740618,0.6,0.625,0.19783559247923044,-0.016666666666666666,0.014433756729740645,-0.025,0.0,1.0919951729686248,-0.0919951729686244,0.0200097438752783,0.0026732194286879,0.0,1.0063512369767655,1.000435640967579,0,0,0.015345495179002666,-0.0003827951002227,-0.0006672968915086,0.0006672968915086,0.0,0.03536645069905153,13.924660921096802
Montevideo,Uruguay,Latin America,0.005,3,3,0,13761,22450,0.4069683126676818,0.6,0.1930316873323181,0.5833333333333334,0.014433756729740664,0.575,0.6,0.17636502066565143,0.016666666666666666,0.014433756729740645,0.0,0.025,0.9136583899928632,0.08634161000713735,0.0049888641425389,0.0014793668935144,0.0,1.0041918824558052,0.9999958957713755,0,0,0.0039450994493417995,-0.0001336302895322,-0.000218007412252,0.0002906765496692,0.0,0.009285108688154001,5.186144669850667
Montevideo,Uruguay,Latin America,0.01,3,3,0,13761,22450,0.4069683126676818,0.6,0.1930316873323181,0.5916666666666667,0.014433756729740658,0.575,0.6,0.18469835399898474,0.008333333333333333,0.014433756729740645,0.0,0.025,0.9568291949964318,0.04317080500356867,0.0099777282850779,0.0015725698700501667,0.0,1.0097939419873032,1.0000757829772995,0,0,0.007395533525110599,0.0003118040089086,7.266913741733882e-05,-0.000654022236756,0.0,0.017244549646070566,9.099305152893066
Montevideo,Uruguay,Latin America,0.02,3,3,0,13761,22450,0.4069683126676818,0.6,0.1930316873323181,0.6,0.043301270189222,0.575,0.65,0.19303168733231812,0.0,0.04330127018922193,-0.05,0.025,1.0000000000000004,0.0,0.02,0.0015516978901254,0.0,1.0163336735720847,1.0000817269538924,0,0,0.0137863006878918,-8.90868596881908e-05,-0.000654022236756,0.0001453382748346,0.0,0.032237109031098804,17.77556260426839
Nairobi,Kenya,Africa,0.005,3,3,0,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.7666666666666666,0.014433756729740673,0.75,0.775,0.22335745296671486,0.05833333333333324,0.014433756729740645,0.0499999999999999,0.0749999999999999,0.792917141169117,0.20708285883088284,0.0050076357566502,0.0020863429719329,0.0,1.0055135927155776,1.0003932795007555,0,0,0.002860646720717767,0.0002486060304719,-0.0002613240418118,-0.0011759581881533,0.0,0.0057751880189567326,4.938013235727946
Nairobi,Kenya,Africa,0.01,3,3,0,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.7833333333333333,0.028867513459481322,0.75,0.8,0.24002411963338155,0.04166666666666657,0.028867513459481287,0.0249999999999999,0.0749999999999999,0.8520836722636552,0.14791632773634478,0.0100152715133004,0.0020718354137073,0.0,1.0088007037121196,1.0005008295493367,0,0,0.005879006131945134,-0.0010654544163085,0.0001306620209059,-0.0167247386759581,0.0,0.010834207321884268,8.823005119959513
Nairobi,Kenya,Africa,0.02,3,3,0,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.7999999999999999,0.024999999999999994,0.775,0.825,0.2566907863000482,0.024999999999999935,0.02499999999999995,0.0,0.0499999999999999,0.9112502033581932,0.08874979664180684,0.0199950278793905,0.0019656276829653,0.0,1.0192277757816373,1.0011860703560718,0,0,0.010027843317058433,-0.0020953936854067,-0.0006968641114982,0.0008275261324042,0.0,0.02104301866096317,17.585402091344196
Rio de Janeiro,Brazil,Latin America,0.005,3,3,0,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.7166666666666667,0.014433756729740673,0.7,0.725,0.23731828879966757,-0.016666666666666666,0.014433756729740645,-0.025,0.0,1.075533850626399,-0.0755338506263988,0.0050062578222778,0.0016662194707848666,0.0,1.0039460865904817,1.000522271348505,0,0,0.0032194396147563332,0.0002888225666698,0.0001341471594338,-0.0043597826816017,0.0,0.0059009461738809,4.313958962758382
Rio de Janeiro,Brazil,Latin America,0.01,3,3,0,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.6999999999999998,0.0,0.7,0.7,0.2206516221330009,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0100125156445556,0.0017624589278400998,0.0,1.009534861940927,1.0007631281476534,0,0,0.005895963954992666,-0.0003369596611148,-0.0001341471594339,-0.0014756187537728,0.0,0.011406426539675335,7.6443711916605634
Rio de Janeiro,Brazil,Latin America,0.02,3,3,0,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.7166666666666667,0.014433756729740706,0.7,0.725,0.23731828879966757,-0.016666666666666666,0.014433756729740645,-0.025,0.0,1.075533850626399,-0.0755338506263988,0.0199768941946664,0.0016415714655249665,0.0,1.014715542182415,1.0010598291683277,0,0,0.0103325698268732,-0.0001925483777799,-0.0007378093768864,-0.0022805017103763,0.0,0.020105408171022535,15.333603700002035
Rome,Italy,Europe,0.005,3,3,0,25843,37062,0.4705329710788918,0.675,0.2044670289211081,0.6750000000000002,0.0,0.675,0.675,0.2044670289211082,0.0,0.0,0.0,0.0,1.0000000000000009,0.0,0.0049916356375802,0.0021089622693431335,0.0,1.0059330511093476,1.000281313942163,0,0,0.0022534849747456666,-5.396362851436965e-05,3.86951979259309e-05,-0.0008512943543705,0.0,0.004451677033245334,6.300982236862183
Rome,Italy,Europe,0.01,3,3,0,25843,37062,0.4705329710788918,0.675,0.2044670289211081,0.6999999999999998,0.0,0.7,0.7,0.22946702892110812,-0.0249999999999999,0.0,-0.0249999999999999,-0.0249999999999999,1.1222691019276565,-0.12226910192765568,0.0100102530894177,0.0020998147109788667,0.0,1.012857922890028,1.00089973356635,0,0,0.004507789893304033,-0.0003777453996006,-0.0003482567813334,0.0008125991564447,0.0,0.008727754415851833,11.606000264485678
Seattle,United States,North America,0.005,3,3,0,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.6583333333333333,0.014433756729740673,0.65,0.675,0.21656164566246583,-0.008333333333333333,0.014433756729740645,-0.025,0.0,1.0400201742026394,-0.040020174202638696,0.0050186785404324,0.0025407854709344666,0.0,1.0019954629381154,1.0003759201428049,0,0,0.0031644849185489664,0.0001886721255801,5.691519635743492e-05,-0.0007968127490038,0.0,0.008384027171041966,3.9216086069742837
Seattle,United States,North America,0.01,3,3,0,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.0,0.65,0.65,0.2082283123291325,0.0,0.0,0.0,0.0,1.0000000000000009,0.0,0.0099996226557488,0.0023686529219411,0.0,1.0041589124088268,1.000556932178869,0,0,0.0071840581046860655,0.0002264065506961,0.0003984063745019,-0.0010813887307911,0.0,0.01832086917749993,7.4688403606414795
Seattle,United States,North America,0.02,3,3,0,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.6666666666666666,0.014433756729740664,0.65,0.675,0.22489497899579916,-0.016666666666666666,0.014433756729740645,-0.025,0.0,1.080040348405278,-0.08004034840527739,0.0199992453114976,0.0024116523176842997,0.0,1.006941291275677,1.0009304472414995,0,0,0.0128751417081596,0.0004528131013924,0.0001707455890722,-0.0018782014797951,0.0,0.03213014852249987,13.634509325027466
Singapore,Singapore,Asia,0.005,3,3,0,13478,19430,0.4668204315025708,0.675,0.2081795684974292,0.6750000000000002,0.0,0.675,0.675,0.20817956849742916,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0049922799794132,0.0023132565935458003,0.0,1.0020613249881458,1.0000660399908066,0,0,0.002622513172863833,0.0,0.0005193648909333,-7.419498441896266e-05,0.0,0.0051498241404493,3.4045872688293457
Singapore,Singapore,Asia,0.01,3,3,0,13478,19430,0.4668204315025708,0.675,0.2081795684974292,0.6749999999999999,0.024999999999999994,0.65,0.7,0.20817956849742916,3.353798720221827e-17,0.02499999999999995,-0.0249999999999999,0.025,1.0,1.989149585786739e-16,0.0099845599588265,0.0021386993339825664,0.0,1.0052375488708172,0.9999989040784927,0,0,0.004910716817214033,-0.0005661348430262,-0.0002225849532571,0.0,0.0,0.009705117636732267,6.059637467066447
Singapore,Singapore,Asia,0.02,3,3,0,13478,19430,0.4668204315025708,0.675,0.2081795684974292,0.6916666666666668,0.014433756729740593,0.675,0.7,0.22484623516409577,-0.0166666666666666,0.014433756729740586,-0.0249999999999999,0.0,1.080059089309105,-0.08005908930910487,0.0200205867215645,0.0019408503190127668,0.0,1.010209703404852,1.000856475080555,0,0,0.0096265845916265,0.0001544004117344,-0.0003709749220952,-0.0027452144235049,0.0,0.0187264980900671,12.564627329508463
Sydney,Australia,Oceania,0.005,3,3,0,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.7083333333333334,0.014433756729740618,0.7,0.725,0.22103700852149225,-0.008333333333333333,0.014433756729740645,-0.025,0.0,1.0391781351495768,-0.03917813514957663,0.0049979041047302,0.0019836423184767665,0.0,1.0032289793877187,1.0002270355227185,0,0,0.0021934587888976,-0.0003224454261116,-0.0003151024082826,-0.0007202340760746,0.0,0.004701937563830767,5.635564724604289
Sydney,Australia,Oceania,0.01,3,3,0,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.6999999999999998,0.0,0.7,0.7,0.2127036751881589,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0099958082094605,0.0018642626177643,0.0,1.0052018628618467,1.0004565396844247,0,0,0.0042133166618378,-9.673362783349516e-05,4.5014629754647206e-05,-0.0008552779653386,0.0,0.009053752824600867,10.647745529810587
Taipei,Taiwan,Asia,0.005,3,3,0,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.5916666666666667,0.014433756729740673,0.575,0.6,0.15998205648307057,0.008333333333333333,0.014433756729740645,0.0,0.025,0.9504897719547621,0.0495102280452383,0.0049799196787148,0.0016977399475265667,0.0,1.004927371929215,1.0009108507399018,0,0,0.0030959231304562664,0.0006827309236947,0.0002440810349035,-0.0032340737124725,0.0,0.0061144613378085995,5.160420576731364
Taipei,Taiwan,Asia,0.01,3,3,0,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.6083333333333333,0.014433756729740673,0.6,0.625,0.17664872314973726,-0.008333333333333333,0.014433756729740645,-0.025,0.0,1.0495102280452389,-0.0495102280452383,0.01,0.0018170922222011,0.0,1.0120134897851034,1.0008742944168352,0,0,0.0058423759037614,-0.0013253012048192,-0.0012814254332438,0.0015255064681474,0.0,0.011744030657920632,8.919221003850302
Taipei,Taiwan,Asia,0.02,3,3,0,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.6,0.0,0.6,0.6,0.1683153898164039,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.02,0.0018480699547442,0.0,1.01952990972554,1.0017864277581485,0,0,0.011190153285054766,0.0006827309236947,0.0001830607761776,-0.0049426409567976,0.0,0.02277027703357413,16.61013952891032
