system,D_f,D_f_r2,D_total
square_lattice,2.0232868758444105,0.9997781287725714,2.0034214110923507
Cairo,2.2122094366016802,0.9975876690348178,2.4667397807950846
Bengaluru,2.903543750871726,0.9867719972377691,2.9898617108864944
Hyderabad,2.1061848882342384,0.9995554027007504,2.0722194807843857
Osaka,2.0113344855502775,0.9974004201260012,2.059719715790236
Tehran,2.048688912239733,0.9992803094634257,2.1167019565005023
randomized_Cairo,2.4432140947720784,0.9928414612718907,2.4667397807950846
