swap_fraction,n_cities,coarse_road_minus_spatial_mean,coarse_road_minus_geometry_mean,fine_road_minus_spatial_mean,fine_road_minus_geometry_mean,coarse_spatial_minus_geometry_mean,fine_spatial_minus_geometry_mean,positive_fine_geometry_residual_share,mean_observed_threshold_shift
0.005,21,0.05952380952380944,0.005555555555555543,0.05428571428571427,0.0003174603174603195,0.0539682539682539,0.05396825396825394,0.5238095238095238,-0.005238095238095227
0.01,21,0.07738095238095233,0.0031746031746031633,0.07214285714285715,-0.0020634920634920637,0.07420634920634914,0.0742063492063492,0.47619047619047616,-0.005238095238095227
0.02,12,0.08958333333333328,8.673617379884035e-18,0.08083333333333333,-0.008749999999999989,0.08958333333333325,0.0895833333333333,0.3333333333333333,-0.008749999999999999
