city,country,macro_region,replicate,swap_fraction,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null,pc_geometry_null_ci_low,pc_geometry_null_ci_high,geometry_null_gap,road_minus_geometry,geometry_fraction_of_road_gap,remaining_fraction_after_geometry,threshold_boundary_hit,runtime_seconds,accepted_swaps,attempted_swaps,acceptance_rate,accepted_swaps_per_edge,target_swaps,target_swap_fraction,topology_rejects,length_rejects,crossing_rejects,degree_max_abs_drift,length_bin_tvd,length_mean_ratio,length_median_ratio,stale_index_guard_calls,max_attempts,status,source_round,full_connectivity_metrics,notes,original_connected_components,null_connected_components,delta_connected_components,original_bridge_edge_share,null_bridge_edge_share,delta_bridge_edge_share,original_articulation_point_share,null_articulation_point_share,delta_articulation_point_share,original_largest_biconnected_node_fraction,null_largest_biconnected_node_fraction,delta_largest_biconnected_node_fraction,original_cyclomatic_density,null_cyclomatic_density,delta_cyclomatic_density,original_dual_endpoint_degree_mean,null_dual_endpoint_degree_mean,delta_dual_endpoint_degree_mean,original_dual_endpoint_degree_cv,null_dual_endpoint_degree_cv,delta_dual_endpoint_degree_cv,original_angular_entropy,null_angular_entropy,delta_angular_entropy,original_straight_angle_share_10deg,null_straight_angle_share_10deg,delta_straight_angle_share_10deg,original_right_angle_share_10deg,null_right_angle_share_10deg,delta_right_angle_share_10deg,null_mobility_index
Montevideo,Uruguay,Latin America,1,0.02,13761,22450,0.4069683126676818,0.6,0.1930316873323181,0.625,0.6,0.625,0.2180316873323182,-0.025,1.1295124150107063,-0.129512415010706,False,19.772534370422363,449,261231,0.0017187852896478,0.02,449,0.02,15398,235690,9694,0,0.0,1.017230772178647,1.0001160479018558,1304,404100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,6.0,5.0,0.0451224944320712,0.0445434298440979,-0.0005790645879732,0.0685269965845505,0.0675822977981251,-0.0009446987864254,0.9209359784899354,0.920427294528014,-0.0005086839619213,0.6314948041566747,0.6318581498437613,0.0003633456870866,4.914387527839644,4.914387527839644,0.0,0.2042596925626517,0.2042055085657961,-5.418399685558351e-05,0.7065610102296025,0.7396789422755538,0.0331179320459512,0.283101297947937,0.2700855630483649,-0.0130157348995721,0.4549706330215358,0.434685664563846,-0.0202849684576897,0.0097787261056476
Montevideo,Uruguay,Latin America,2,0.02,13761,22450,0.4069683126676818,0.6,0.1930316873323181,0.6,0.575,0.625,0.1930316873323181,0.0,1.0000000000000004,0.0,False,23.031397104263306,449,296884,0.0015123752037832,0.02,449,0.02,17356,267798,11281,0,0.0,1.0146424864529069,1.0001245845510514,1372,404100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.0451224944320712,0.0452115812917594,8.908685968819774e-05,0.0685269965845505,0.0685996657219678,7.266913741733882e-05,0.9209359784899354,0.9205726328028486,-0.0003633456870867,0.6314948041566747,0.6316401424315093,0.0001453382748346,4.914387527839644,4.914387527839644,0.0,0.2042596925626517,0.2043048349161133,4.51423534616191e-05,0.7065610102296025,0.7398648629135208,0.0333038526839183,0.283101297947937,0.269686752229715,-0.0134145457182219,0.4549706330215358,0.4347219200928141,-0.0202487129287216,0.0096417447164363
Dubai,United Arab Emirates,Middle East,0,0.01,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.7,0.75,0.2091388324763428,0.025,0.8932257424554899,0.1067742575445104,False,8.012433528900146,227,98881,0.0022956887571929,0.0099911971830985,227,0.01,4213,90377,4064,0,0.0,1.005310273612785,1.0006095654974383,679,204300,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.065625,0.0654049295774647,-0.0002200704225352,0.0896718392266598,0.0898626303739506,0.0001907911472907,0.8635207326380056,0.8618036123123887,-0.0017171203256168,0.4449885525311625,0.4451793436784533,0.0001907911472907,4.074471830985916,4.074471830985916,0.0,0.2090907214904712,0.209154111154454,6.338966398278245e-05,0.9141788196691468,0.9201466752690264,0.0059678555998797,0.2073197079030376,0.2023073931642397,-0.0050123147387979,0.2098474700773452,0.2068876118048654,-0.0029598582724797,0.0022954300723714
Dubai,United Arab Emirates,Middle East,1,0.01,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.7,0.725,0.2091388324763428,0.025,0.8932257424554899,0.1067742575445104,False,7.012521266937256,227,101848,0.0022288115623281,0.0099911971830985,227,0.01,4437,93077,4107,0,0.0,1.0037795345503628,1.0018744742920958,670,204300,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.065625,0.0661531690140845,0.0005281690140845,0.0896718392266598,0.0906257949631137,0.0009539557364538,0.8635207326380056,0.8534723988806919,-0.0100483337573136,0.4449885525311625,0.4450521495802594,6.359704909691954e-05,4.074471830985916,4.074471830985916,0.0,0.2090907214904712,0.209154111154454,6.338966398278245e-05,0.9141788196691468,0.920299674018511,0.0061208543493642,0.2073197079030376,0.2020265307004277,-0.0052931772026098,0.2098474700773452,0.2069956358294084,-0.0028518342479367,0.0036851891868232
Dubai,United Arab Emirates,Middle East,2,0.01,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.725,0.675,0.75,0.2341388324763428,0.0,1.0000000000000004,0.0,False,7.698561191558838,227,110142,0.0020609758311997,0.0099911971830985,227,0.01,4776,100826,4313,0,0.0,1.0063147048772378,1.0016223870904128,700,204300,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.065625,0.0654929577464788,-0.0001320422535211,0.0896718392266598,0.0903078097176291,0.0006359704909692,0.8635207326380056,0.8612312388705164,-0.0022894937674891,0.4449885525311625,0.4452429407275502,0.0002543881963876,4.074471830985916,4.074471830985916,0.0,0.2090907214904712,0.2090907214904712,0.0,0.9141788196691468,0.9200163084711452,0.0058374888019986,0.2073197079030376,0.2028043036771377,-0.0045154042258998,0.2098474700773452,0.2066499589508706,-0.0031975111264745,0.0023725586666217
Dubai,United Arab Emirates,Middle East,0,0.02,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.7,0.725,0.2091388324763428,0.025,0.8932257424554899,0.1067742575445104,False,18.94277215003968,454,214398,0.0021175570667636,0.0199823943661971,454,0.02,9278,196037,8629,0,0.0,1.0059270925772494,1.0025985298040805,1408,408600,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.065625,0.065713028169014,8.802816901408439e-05,0.0896718392266598,0.0903078097176291,0.0006359704909692,0.8635207326380056,0.8570974306792165,-0.006423301958789,0.4449885525311625,0.4452429407275502,0.0002543881963876,4.074471830985916,4.074471830985916,0.0,0.2090907214904712,0.2091034009605931,1.2679470121901291e-05,0.9141788196691468,0.9253353779220548,0.011156558252908,0.2073197079030376,0.1978135937432485,-0.0095061141597891,0.2098474700773452,0.2043382448256492,-0.0055092252516959,0.0047598854690236
Dubai,United Arab Emirates,Middle East,1,0.02,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.7,0.725,0.2091388324763428,0.025,0.8932257424554899,0.1067742575445104,False,15.38789176940918,454,222446,0.002040944768618,0.0199823943661971,454,0.02,9681,203341,8970,0,0.0,1.0108341311289328,1.0016223870904128,1435,408600,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,10.0,9.0,0.065625,0.0658010563380281,0.0001760563380281,0.0896718392266598,0.0909437802085983,0.0012719409819384,0.8635207326380056,0.8523912490460442,-0.0111294835919613,0.4449885525311625,0.4455609259730348,0.0005723734418723,4.074471830985916,4.074471830985916,0.0,0.2090907214904712,0.2090526784658916,-3.804302457963149e-05,0.9141788196691468,0.9250933836829835,0.0109145640138369,0.2073197079030376,0.1975543360843451,-0.0097653718186924,0.2098474700773452,0.2058289763643434,-0.0040184937130017,0.0053251300653512
Dubai,United Arab Emirates,Middle East,2,0.02,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.7,0.75,0.2091388324763428,0.025,0.8932257424554899,0.1067742575445104,False,14.821080207824709,454,216070,0.0021011709168325,0.0199823943661971,454,0.02,9520,197425,8671,0,0.0,1.0105922420760245,1.0018744742920958,1403,408600,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.065625,0.0655809859154929,-4.4014084507049134e-05,0.0896718392266598,0.0906893920122106,0.0010175527855507,0.8635207326380056,0.8513100992113966,-0.0122106334266089,0.4449885525311625,0.4452429407275502,0.0002543881963876,4.074471830985916,4.074471830985916,0.0,0.2090907214904712,0.2090526784658916,-3.804302457963149e-05,0.9141788196691468,0.925432279146604,0.0112534594774571,0.2073197079030376,0.198008036987426,-0.0093116709156116,0.2098474700773452,0.2025234412133258,-0.0073240288640193,0.0058801942219649
Vancouver,Canada,North America,0,0.01,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.625,0.6,0.65,0.1972933468689489,0.0,1.0,0.0,False,8.55823278427124,228,107725,0.0021165003481086,0.0100215375148345,228,0.01,5950,97639,3908,0,0.0,1.0043975025837495,1.00006297048422,609,205200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.0924354973407762,0.0924794514526834,4.395411190716292e-05,0.124630276956171,0.1249663888141973,0.0003361118580263,0.842027426727615,0.8424307609572466,0.0004033342296315,0.5294433987631083,0.5295106211347136,6.722237160528e-05,4.676102149356073,4.676102149356073,0.0,0.2371937405923973,0.2371767904317142,-1.6950160683176785e-05,0.7285136035236964,0.7466921288291666,0.0181785253054701,0.2644144906284661,0.258285864681443,-0.0061286259470231,0.4520331622581918,0.4401706991521441,-0.0118624631060477,0.0052790020797294
Vancouver,Canada,North America,1,0.01,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.625,0.6,0.625,0.1972933468689489,0.0,1.0,0.0,False,7.775051355361938,228,102855,0.0022167128481843,0.0100215375148345,228,0.01,5667,93200,3760,0,0.0,1.0076804113444289,1.0000364654952585,621,205200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.0924354973407762,0.09160036921454,-0.0008351281262362,0.124630276956171,0.1234202742672761,-0.0012100026888948,0.842027426727615,0.8452541005646679,0.0032266738370528,0.5294433987631083,0.52984673299274,0.0004033342296316,4.676102149356073,4.676102149356073,0.0,0.2371937405923973,0.2374478478046846,0.0002541072122872,0.7285136035236964,0.7490624119512065,0.02054880842751,0.2644144906284661,0.2574586881732559,-0.0069558024552102,0.4520331622581918,0.4375011749666309,-0.0145319872915609,0.0067583432609235
Vancouver,Canada,North America,2,0.01,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.625,0.625,0.625,0.1972933468689489,0.0,1.0,0.0,False,7.206842660903931,228,103896,0.0021945021945021,0.0100215375148345,228,0.01,5659,94178,3831,0,0.0,1.0074745204090645,1.0000036230966285,620,205200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,6.0,5.0,0.0924354973407762,0.0925673596764977,0.0001318623357215,0.124630276956171,0.1241597203549341,-0.0004705566012368,0.842027426727615,0.8392713094917988,-0.0027561172358161,0.5294433987631083,0.5297795106211347,0.0003361118580264,4.676102149356073,4.676102149356073,0.0,0.2371937405923973,0.2374055154904076,0.0002117748980102,0.7285136035236964,0.7478053932144938,0.0192917896907973,0.2644144906284661,0.2578346774951591,-0.006579813133307,0.4520331622581918,0.4388171375932923,-0.0132160246648995,0.0060637376659683
Vancouver,Canada,North America,0,0.02,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.625,0.6,0.625,0.1972933468689489,0.0,1.0,0.0,False,14.08009648323059,455,223298,0.0020376358050676,0.0199991209177618,455,0.02,12117,202494,8232,0,0.0,1.0101545420354674,1.0001302315017095,1222,409500,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.0924354973407762,0.0913805986550041,-0.001054898685772,0.124630276956171,0.1235547190104866,-0.0010755579456843,0.842027426727615,0.8450524334498521,0.0030250067222371,0.5294433987631083,0.5295778435063189,0.0001344447432105,4.676102149356073,4.676102149356073,0.0,0.2371937405923973,0.2373462375659901,0.0001524969735927,0.7285136035236964,0.7674794435000126,0.0389658399763162,0.2644144906284661,0.251123268099186,-0.0132912225292801,0.4520331622581918,0.4234015753952588,-0.028631586862933,0.0122920161031747
Vancouver,Canada,North America,1,0.02,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.6,0.6,0.625,0.1722933468689488,0.025,0.8732851340567194,0.1267148659432806,False,14.352646589279177,455,231577,0.0019647892493641,0.0199991209177618,455,0.02,12514,210191,8417,0,0.0,1.0114388533453202,1.0001085831216148,1265,409500,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.0924354973407762,0.0916882774383543,-0.0007472199024218,0.124630276956171,0.1236891637536972,-0.0009411132024737,0.842027426727615,0.8400779779510621,-0.0019494487765528,0.5294433987631083,0.52984673299274,0.0004033342296316,4.676102149356073,4.676102149356073,0.0,0.2371937405923973,0.2374224493218582,0.0002287087294609,0.7285136035236964,0.7654872176853247,0.0369736141616282,0.2644144906284661,0.2513676611584231,-0.013046829470043,0.4520331622581918,0.4259959017163912,-0.0260372605418006,0.0113850694364172
Vancouver,Canada,North America,2,0.02,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.625,0.6,0.625,0.1972933468689489,0.0,1.0,0.0,False,13.342276811599731,455,204039,0.0022299658398639,0.0199991209177618,455,0.02,11268,184794,7522,0,0.0,1.0083951467116088,1.0001302315017095,1232,409500,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,12.0,11.0,0.0924354973407762,0.0919959562217045,-0.0004395411190716,0.124630276956171,0.1233530518956708,-0.0012772250605001,0.842027426727615,0.8413552030115623,-0.0006722237160526,0.5294433987631083,0.5301828448507664,0.000739446087658,4.676102149356073,4.676102149356073,0.0,0.2371937405923973,0.2374732435710663,0.0002795029786689,0.7285136035236964,0.7684687168827453,0.0399551133590488,0.2644144906284661,0.2507660782433779,-0.0136484123850882,0.4520331622581918,0.4228187919463087,-0.0292143703118831,0.0121724122788064
Warsaw,Poland,Europe,0,0.01,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.7,0.675,0.7,0.2199203187250995,0.0,1.0000000000000009,0.0,False,7.409600019454956,243,108524,0.0022391360436401,0.0099831559919477,243,0.01,5065,99611,3605,0,0.0,1.0099788654803887,1.000026824153864,698,218700,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,8.0,7.0,0.1545129616696109,0.1538967174725771,-0.0006162441970338,0.1818336935502218,0.1812080536912751,-0.0006256398589466,0.7706745535206461,0.773404618359686,0.0027300648390399,0.3844841314981231,0.3848822659538164,0.0003981344556933,4.16597510373444,4.16597510373444,0.0,0.2595355962521127,0.2598272968369073,0.0002917005847946,0.8346365175731778,0.8448946685593732,0.0102581509861954,0.2446254585617924,0.2388268707348822,-0.0057985878269101,0.3231430712792394,0.3160427596544515,-0.0071003116247879,0.0038755713332734
Warsaw,Poland,Europe,1,0.01,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.7,0.675,0.7,0.2199203187250995,0.0,1.0000000000000009,0.0,False,7.324660301208496,243,109000,0.0022293577981651,0.0099831559919477,243,0.01,4930,100187,3640,0,0.0,1.009037850686764,1.0005183537505362,700,218700,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.1545129616696109,0.1552935376525204,0.0007805759829094,0.1818336935502218,0.1837106131270617,0.0018769195768399,0.7706745535206461,0.7652144238425662,-0.0054601296780798,0.3844841314981231,0.3845978841997497,0.0001137527016266,4.16597510373444,4.16597510373444,0.0,0.2595355962521127,0.2595994337628354,6.383751072269739e-05,0.8346365175731778,0.8454196206025144,0.0107831030293366,0.2446254585617924,0.2387085322078024,-0.0059169263539899,0.3231430712792394,0.3153524515798193,-0.0077906196994201,0.0046583249029394
Warsaw,Poland,Europe,2,0.01,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.7,0.675,0.7,0.2199203187250995,0.0,1.0000000000000009,0.0,False,7.529691934585571,243,109410,0.0022210035645736,0.0099831559919477,243,0.01,5137,100347,3683,0,0.0,1.0102115270169096,1.000587026071875,709,218700,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.1545129616696109,0.1544307957766731,-8.21658929378577e-05,0.1818336935502218,0.1821749516551018,0.0003412581048799,0.7706745535206461,0.7699920373108862,-0.0006825162097598,0.3844841314981231,0.3845410078489364,5.687635081330633e-05,4.16597510373444,4.16597510373444,0.0,0.2595355962521127,0.2594991106236884,-3.6485628424232086e-05,0.8346365175731778,0.8449216025943438,0.0102850850211659,0.2446254585617924,0.2387677014713423,-0.00585775709045,0.3231430712792394,0.3164766675870774,-0.006666403692162,0.0034164551444794
Warsaw,Poland,Europe,0,0.02,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.675,0.675,0.7,0.1949203187250996,0.0249999999999999,0.8863224637681169,0.1136775362318837,False,15.1396803855896,487,233446,0.0020861355516907,0.0200073949303644,487,0.02,10664,214254,8041,0,0.0,1.0201927752895064,1.0011682374653992,1444,438300,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,9.0,8.0,0.1545129616696109,0.1539788833655149,-0.0005340783040959,0.1818336935502218,0.1828574678648618,0.0010237743146399,0.7706745535206461,0.7684563758389261,-0.0022181776817199,0.3844841314981231,0.3849391423046297,0.0004550108065066,4.16597510373444,4.16597510373444,0.0,0.2595355962521127,0.2599457066981506,0.0004101104460379,0.8346365175731778,0.8533463923544884,0.0187098747813105,0.2446254585617924,0.2345075144964695,-0.0101179440653228,0.3231430712792394,0.3094355252258293,-0.0137075460534101,0.0066159136000713
Warsaw,Poland,Europe,1,0.02,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.675,0.675,0.7,0.1949203187250996,0.0249999999999999,0.8863224637681169,0.1136775362318837,False,15.728824138641356,487,251389,0.0019372367128235,0.0200073949303644,487,0.02,11565,230767,8570,0,0.0,1.0176683182809378,1.000379443040479,1498,438300,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,6.0,5.0,0.1545129616696109,0.1554578694383961,0.0009449077687851,0.1818336935502218,0.1840518712319417,0.0022181776817199,0.7706745535206461,0.7645887839836196,-0.0060857695370264,0.3844841314981231,0.3847685132521897,0.0002843817540666,4.16597510373444,4.16597510373444,0.0,0.2595355962521127,0.2596632555792787,0.000127659327166,0.8346365175731778,0.8546463333632388,0.020009815790061,0.2446254585617924,0.2330480059958187,-0.0115774525659737,0.3231430712792394,0.3089818942053567,-0.0141611770738827,0.0078567572024927
Warsaw,Poland,Europe,2,0.02,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.7,0.7,0.725,0.2199203187250995,0.0,1.0000000000000009,0.0,False,14.581489324569702,487,232647,0.0020933001500126,0.0200073949303644,487,0.02,10496,213622,8042,0,0.0,1.017639432650298,1.001097583253304,1423,438300,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.1545129616696109,0.1547594593484244,0.0002464976788135,0.1818336935502218,0.1830849732681151,0.0012512797178932,0.7706745535206461,0.7653281765441929,-0.0053463769764531,0.3844841314981231,0.3846547605505631,0.0001706290524399,4.16597510373444,4.16597510373444,0.0,0.2595355962521127,0.2594352484271176,-0.000100347824995,0.8346365175731778,0.8543472686924756,0.0197107511192977,0.2446254585617924,0.2337580371582975,-0.0108674214034949,0.3231430712792394,0.3085282631848842,-0.0146148080943552,0.0074338764271868
Taipei,Taiwan,Asia,0,0.01,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.575,0.575,0.6,0.1433153898164039,0.025,0.8514693158642855,0.1485306841357149,False,9.08887267112732,249,135569,0.0018367030810878,0.01,249,0.01,7213,122439,5668,0,0.0,1.0136119245991997,1.0009444301061834,805,224100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,10.0,9.0,0.0960240963855421,0.095582329317269,-0.000441767068273,0.1224676592628752,0.1216743958994386,-0.0007932633634366,0.8470222113741762,0.8473273126678057,0.0003051012936294,0.5194654625335612,0.5200146448620943,0.000549182328533,4.633012048192772,4.633012048192772,0.0,0.243808406696349,0.2436932686288407,-0.0001151380675083,0.8147866696374747,0.8269717610742606,0.0121850914367859,0.2434423813734158,0.2368024132730015,-0.0066399681004143,0.3550042474991765,0.3465959328028293,-0.0084083146963471,0.0041105008512695
Taipei,Taiwan,Asia,1,0.01,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.625,0.575,0.625,0.193315389816404,-0.025,1.1485306841357157,-0.1485306841357149,False,8.441203832626343,249,125516,0.0019838108288983,0.01,249,0.01,6795,113214,5258,0,0.0,1.0083062274582402,1.001047740189005,758,224100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.0960240963855421,0.0952610441767068,-0.0007630522088353,0.1224676592628752,0.1219794971930681,-0.0004881620698071,0.8470222113741762,0.8454356846473029,-0.0015865267268733,0.5194654625335612,0.5197095435684648,0.0002440810349035,4.633012048192772,4.633012048192772,0.0,0.243808406696349,0.2437393303825419,-6.907631380706492e-05,0.8147866696374747,0.8269332800288824,0.0121466103914077,0.2434423813734158,0.2370798009743243,-0.0063625803990915,0.3550042474991765,0.345815779892859,-0.0091884676063175,0.0043621999146189
Taipei,Taiwan,Asia,2,0.01,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.6,0.575,0.65,0.1683153898164039,0.0,1.0000000000000004,0.0,False,10.134467124938965,249,153742,0.001619596466808,0.01,249,0.01,8323,138761,6409,0,0.0,1.0128746252192178,1.0012757020795595,818,224100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,9.0,8.0,0.0960240963855421,0.0952610441767068,-0.0007630522088353,0.1224676592628752,0.1213082743470832,-0.001159384915792,0.8470222113741762,0.8478764949963388,0.0008542836221625,0.5194654625335612,0.5199536246033684,0.0004881620698071,4.633012048192772,4.633012048192772,0.0,0.243808406696349,0.2437700333829905,-3.837331335843075e-05,0.8147866696374747,0.8265735185293779,0.0117868488919031,0.2434423813734158,0.2370451275116589,-0.0063972538617569,0.3550042474991765,0.3468386470414868,-0.0081656004576897,0.0041609177083056
Taipei,Taiwan,Asia,0,0.02,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.6,0.575,0.6006249999999997,0.1683153898164039,0.0,1.0000000000000004,0.0,False,16.03196096420288,498,255719,0.0019474501308076,0.02,498,0.02,13687,230855,10679,0,0.0,1.0199840827252156,1.0018686587370975,1586,448200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,9.0,8.0,0.0960240963855421,0.0940963855421686,-0.0019277108433734,0.1224676592628752,0.122589699780327,0.0001220405174517,0.8470222113741762,0.8448865023187698,-0.0021357090554063,0.5194654625335612,0.5199536246033684,0.0004881620698071,4.633012048192772,4.633012048192772,0.0,0.243808406696349,0.2438621191907171,5.371249436814107e-05,0.8147866696374747,0.8385937807218289,0.0238071110843541,0.2434423813734158,0.2308732511572268,-0.012569130216189,0.3550042474991765,0.3376501794351693,-0.0173540680640072,0.0082736813972545
Taipei,Taiwan,Asia,1,0.02,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.625,0.6,0.625,0.193315389816404,-0.025,1.1485306841357157,-0.1485306841357149,False,18.18818521499633,498,290713,0.0017130296890747,0.02,498,0.02,15669,262627,11919,0,0.0,1.0173453765693814,1.002490982405068,1606,448200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,11.0,10.0,0.0960240963855421,0.0951807228915662,-0.0008433734939759,0.1224676592628752,0.121430314864535,-0.0010373443983402,0.8470222113741762,0.8463509885281914,-0.0006712228459848,0.5194654625335612,0.5200756651208202,0.0006102025872589,4.633012048192772,4.633012048192772,0.0,0.243808406696349,0.2439081490571996,9.974236085066868e-05,0.8147866696374747,0.8382435288510598,0.023456859213585,0.2434423813734158,0.2306305369185693,-0.0128118444548464,0.3550042474991765,0.3382049548378149,-0.0167992926613616,0.007945705295442
Taipei,Taiwan,Asia,2,0.02,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.6,0.6,0.625,0.1683153898164039,0.0,1.0000000000000004,0.0,False,17.69563579559326,498,275215,0.0018094943952909,0.02,498,0.02,14686,248536,11495,0,0.0,1.0159282233708609,1.0031558093858557,1525,448200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,10.0,9.0,0.0960240963855421,0.096144578313253,0.0001204819277108,0.1224676592628752,0.1222235782279716,-0.0002440810349035,0.8470222113741762,0.8431169148157188,-0.0039052965584573,0.5194654625335612,0.5200146448620943,0.000549182328533,4.633012048192772,4.633012048192772,0.0,0.243808406696349,0.2438237543307041,1.534763435509512e-05,0.8147866696374747,0.837602370833213,0.0228157011957382,0.2434423813734158,0.2315667204105338,-0.011875660962882,0.3550042474991765,0.3379622405991574,-0.0170420069000191,0.008000461225673
Mumbai,India,Asia,0,0.01,18270,24999,0.4825037154272258,0.725,0.2424962845727741,0.725,0.7,0.75,0.2424962845727741,0.0,1.0000000000000002,0.0,False,7.851221323013306,250,115664,0.0021614331166136,0.0100004000160006,250,0.01,5128,106510,3776,0,0.0,1.0082914603334605,1.0016393351860895,715,225000,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,8.0,7.0,0.1784871394855794,0.1780071202848114,-0.000480019200768,0.2067870826491516,0.2073891625615763,0.0006020799124247,0.7371647509578544,0.7315270935960592,-0.0056376573617952,0.3683634373289545,0.3687465790914067,0.0003831417624521,4.145045801832073,4.145045801832073,0.0,0.260137199243349,0.2604144971042077,0.0002772978608586,0.8138345633844535,0.826726984642507,0.0128924212580535,0.233946459246106,0.22667001215958,-0.007276447086526,0.3576653606377024,0.3500414969794059,-0.0076238636582965,0.0049303554968377
Mumbai,India,Asia,1,0.01,18270,24999,0.4825037154272258,0.725,0.2424962845727741,0.725,0.725,0.725,0.2424962845727741,0.0,1.0000000000000002,0.0,False,7.929751634597778,250,117666,0.0021246579300732,0.0100004000160006,250,0.01,5201,108466,3749,0,0.0,1.0094819203895362,1.0012680653639758,725,225000,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.1784871394855794,0.1786071442857714,0.000120004800192,0.2067870826491516,0.2073891625615763,0.0006020799124247,0.7371647509578544,0.7339354132457581,-0.0032293377120963,0.3683634373289545,0.3686918445539135,0.0003284072249589,4.145045801832073,4.145045801832073,0.0,0.260137199243349,0.2602445754011674,0.0001073761578184,0.8138345633844535,0.8262022833014353,0.0123677199169818,0.233946459246106,0.2269788268900426,-0.0069676323560634,0.3576653606377024,0.3506205245990234,-0.007044836038679,0.0043330872480624
