grid,n_nodes,n_edges,mean_degree,deg1_share,deg3_share,deg4plus_share,cebh_pc,observed_pc,cebh_gap,anchor_pc,anchor_err,cebh_abs_err,anchor_abs_err,fisher_tau,fisher_r2,fisher_tau_meanfield_control,fisher_r2_meanfield
case1354pegase,1354,1710,2.5258493353028064,0.38552437223042835,0.15952732644017725,0.206794682422452,0.3339191564147627,0.61,0.27608084358523727,0.5664999742900929,-0.043500025709907075,0.27608084358523727,0.043500025709907075,2.447250066822287,0.9911673171159763,2.9526061450390304,0.9747045601719319
case2869pegase,2869,3968,2.7661205995120253,0.2635064482398048,0.17427675148135238,0.23910770303241546,0.31612492033142126,0.67,0.3538750796685788,0.5643775905000588,-0.10562240949994128,0.3538750796685788,0.10562240949994128,2.163446660219693,0.9636315063240247,2.996294819473019,0.98753696024127
case9241pegase,9241,14207,3.0747754572016017,0.16794719186235255,0.1623200952277892,0.2488908126826101,0.21136022137256946,0.69,0.47863977862743046,0.560277754473476,-0.1297222455265239,0.47863977862743046,0.1297222455265239,2.4616102129570145,0.9945411358010092,2.794213101528054,0.9760971365328467
