target,model_group,model_label,n,n_features_used,features_used,cv5_r2,cv5_mae,cv5_spearman_r,cv5_spearman_p,leave_region_out_r2,leave_region_out_mae,leave_region_out_spearman_r,leave_region_out_spearman_p,in_sample_r2,in_sample_mae,alpha
road_gap,M0_size,M0 size,71,4,n_nodes;n_edges;node_density_per_km2;edge_density_per_km2,0.07981572434143214,0.018319654217194413,0.39476861167002014,0.0006572193808073435,0.05683248635235949,0.01872955835750479,0.3215962441314554,0.006242261190852645,0.24494798225183378,0.016919510054279354,0.15013107289081729
road_gap,M1_degree,M1 degree,71,6,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini,0.38185860559626295,0.014946552149969693,0.5989939637826961,3.424586644050706e-08,0.4115636969696529,0.014600086522820546,0.6056673373574781,2.1932699522744996e-08,0.470964438171263,0.013830524352113056,0.2955209235202888
road_gap,M2_degree_edge_scale,M2 + edge scale,71,11,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini;chord_length_density_km_per_km2;edge_length_mean_m;edge_length_cv;short_edge_share_lt40m;long_edge_share_gt150m,0.3799863794095725,0.01580555741347986,0.5806170355466129,1.1100270868007498e-07,0.32594000220038455,0.0158502514301916,0.5396713615023474,1.1942962386361877e-06,0.5537588485497413,0.012900412508564921,0.7626985859023444
road_gap,M3_embedded_form,M3 embedded form,71,26,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini;chord_length_density_km_per_km2;edge_length_mean_m;edge_length_cv;short_edge_share_lt40m;long_edge_share_gt150m;orientation_entropy;orientation_dominance;orientation_fourfold_order;orthogonal_alignment_share_10deg;dead_end_share;cycle_density;residential_length_share;oneway_length_share;edge_circuity_mean;articulation_point_share;bridge_edge_share;largest_biconnected_node_fraction;dual_degree_mean;angular_entropy;straight_angle_share_10deg,0.40971883552604615,0.015226577793446515,0.6267940979208585,4.989021312006339e-09,0.3961184751953727,0.015281830109619953,0.6257209926224009,5.393174877115284e-09,0.6461106423118099,0.01177453791306474,7.626985859023444
road_gap,M4_embedded_form_public_controls,M4 + public controls,71,41,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini;chord_length_density_km_per_km2;edge_length_mean_m;edge_length_cv;short_edge_share_lt40m;long_edge_share_gt150m;orientation_entropy;orientation_dominance;orientation_fourfold_order;orthogonal_alignment_share_10deg;dead_end_share;cycle_density;residential_length_share;oneway_length_share;edge_circuity_mean;articulation_point_share;bridge_edge_share;largest_biconnected_node_fraction;dual_degree_mean;angular_entropy;straight_angle_share_10deg;ghsl_population_density_2025;ghsl_log_population_2025;ghsl_log_area_2025;ghsl_infrastructure_index_2020;ghsl_road_density_2024;ghsl_gdp_avg_2020;ghsl_hdi_2020;ghsl_lulc_entropy_2019;ghsl_lulc_dominance_2019;wdi_urban_population_pct;wdi_urban_population_growth_pct;wdi_population_density_people_per_km2;wdi_gdp_per_capita_constant_2015_usd;wdi_population_total;wdi_gini_index,0.3480404879441049,0.016016324923135206,0.6186787391012742,8.926635185268096e-09,0.36921749495437917,0.015168401182576523,0.6481556002682762,9.924756007624998e-10,0.578691639033539,0.012563423676130593,87.33261623828437
road_minus_spatial,M0_size,M0 size,71,4,n_nodes;n_edges;node_density_per_km2;edge_density_per_km2,0.09313365158540954,0.01632732409086641,0.4067419940008783,0.0004316663424559093,0.058242912042051675,0.016656076147473282,0.34348021803272205,0.003361059790909313,0.189460856418049,0.015338433066082667,0.2580861540418074
road_minus_spatial,M1_degree,M1 degree,71,6,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini,0.09907886293523593,0.01668862976715591,0.35969676273140405,0.002063873057457573,0.19800242703168347,0.015433382582484381,0.4652423164192089,4.351627742762053e-05,0.3648622336830777,0.014101054128807761,0.001
road_minus_spatial,M2_degree_edge_scale,M2 + edge scale,71,11,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini;chord_length_density_km_per_km2;edge_length_mean_m;edge_length_cv;short_edge_share_lt40m;long_edge_share_gt150m,0.26144515816575775,0.014629366527786476,0.5570900653296162,4.5189085142706773e-07,0.11825730224511932,0.015730307263169378,0.5284178341708827,2.174972472407502e-06,0.46401359642506224,0.012175719983575143,6.660846290809154
road_minus_spatial,M3_embedded_form,M3 embedded form,71,26,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini;chord_length_density_km_per_km2;edge_length_mean_m;edge_length_cv;short_edge_share_lt40m;long_edge_share_gt150m;orientation_entropy;orientation_dominance;orientation_fourfold_order;orthogonal_alignment_share_10deg;dead_end_share;cycle_density;residential_length_share;oneway_length_share;edge_circuity_mean;articulation_point_share;bridge_edge_share;largest_biconnected_node_fraction;dual_degree_mean;angular_entropy;straight_angle_share_10deg,0.20812173259471967,0.015818642739943985,0.5522768568499011,5.943755597656225e-07,0.2960063021529121,0.013932720418151794,0.636292359703711,2.470959296312184e-09,0.553889961549789,0.011570064227064615,15.013107289081743
road_minus_spatial,M4_embedded_form_public_controls,M4 + public controls,71,41,mean_degree;kappa;degree2_share;degree3_share;degree4plus_share;degree_gini;chord_length_density_km_per_km2;edge_length_mean_m;edge_length_cv;short_edge_share_lt40m;long_edge_share_gt150m;orientation_entropy;orientation_dominance;orientation_fourfold_order;orthogonal_alignment_share_10deg;dead_end_share;cycle_density;residential_length_share;oneway_length_share;edge_circuity_mean;articulation_point_share;bridge_edge_share;largest_biconnected_node_fraction;dual_degree_mean;angular_entropy;straight_angle_share_10deg;ghsl_population_density_2025;ghsl_log_population_2025;ghsl_log_area_2025;ghsl_infrastructure_index_2020;ghsl_road_density_2024;ghsl_gdp_avg_2020;ghsl_hdi_2020;ghsl_lulc_entropy_2019;ghsl_lulc_dominance_2019;wdi_urban_population_pct;wdi_urban_population_growth_pct;wdi_population_density_people_per_km2;wdi_gdp_per_capita_constant_2015_usd;wdi_population_total;wdi_gini_index,0.05980399945412729,0.016893286397490048,0.4553743764536279,6.602004886690178e-05,0.2932422848681261,0.014515171772134022,0.5642149940110585,2.9878804907916657e-07,0.48135220981560844,0.012564521256360968,114.50475699382812
