city,country,macro_region,latitude,longitude,window_radius_m,bbox_area_km2,n_nodes,n_edges,pc_cebh,pc_rank,road_gap,node_density_per_km2,edge_density_per_km2,chord_length_density_km_per_km2,edge_length_mean_m,edge_length_median_m,edge_length_iqr_m,edge_length_cv,short_edge_share_lt40m,long_edge_share_gt150m,orientation_entropy,orientation_dominance,orientation_fourfold_order,orthogonal_alignment_share_10deg,dead_end_share,degree2_share,degree3_share,degree4plus_share,mean_degree,kappa,degree_gini,connected_components,cyclomatic_number,cycle_density,arterial_length_share,collector_length_share,local_length_share,motorway_trunk_length_share,residential_length_share,oneway_length_share,bridge_tunnel_length_share,maxspeed_coverage_share,lanes_coverage_share,edge_circuity_mean,edge_circuity_median,graph_cache_file,articulation_point_count,articulation_point_share,bridge_edge_count,bridge_edge_share,biconnected_component_count,largest_biconnected_node_fraction,median_biconnected_component_size,dual_degree_mean,dual_degree_median,dual_degree_gini,angular_pair_count,angular_entropy,orthogonal_angle_share_10deg,straight_angle_share_10deg,acute_angle_share_lt45deg,median_intersection_angle_deg,mean_min_node_angle_deg,wikidata_status,wikidata_query,wikidata_id,wikidata_label,wikidata_description,wikidata_match_rank,wikidata_population,wikidata_area_km2,wikidata_population_density_per_km2,wikidata_inception_time,wikidata_retrieved_utc,wikidata_boundary,road_minus_geometry_mean,pc_spatial_null,spatial_null_gap,road_minus_spatial,spatial_fraction_of_road_gap,remaining_fraction_after_spatial,threshold_boundary_hit,ID_UC_G0,ghsl_name,ghsl_country,ghsl_latitude_x,ghsl_longitude_x,ghsl_match_similarity,ghsl_match_distance_km,ghsl_match_score,ghsl_match_status,ghsl_name_main_2025,ghsl_name_list_2025,ghsl_country_gadm_2025,ghsl_country_un_2025,ghsl_area_km2_2025,ghsl_population_total_2025,ghsl_world_income_group_2025,ghsl_un_subregion_2025,ghsl_place_score_2025,ghsl_birth_year_2025,ghsl_death_year_2025,ghsl_capital_flag,GC_UCC_LON_2025,GC_UCC_LAT_2025,ghsl_longitude_y,ghsl_latitude_y,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,ghsl_infrastructure_index_2020,ghsl_road_length_m_2024,ghsl_road_density_2024,ghsl_gdp_avg_2020,ghsl_gdp_sum_2020,ghsl_hdi_2020,ghsl_life_expectancy_2020,ghsl_expected_schooling_2020,ghsl_mean_schooling_2020,ghsl_lulc_total_hectares_2019,ghsl_lulc_entropy_2019,ghsl_lulc_dominance_2019,ghsl_lulc_nonzero_classes_2019,ghsl_population_density_2025,ghsl_log_population_2025,ghsl_log_area_2025,countryiso3code,wdi_gdp_per_capita_constant_2015_usd,wdi_gini_index,wdi_population_density_people_per_km2,wdi_population_total,wdi_urban_population_growth_pct,wdi_urban_population_pct,wdi_gdp_per_capita_constant_2015_usd_year,wdi_gini_index_year,wdi_population_density_people_per_km2_year,wdi_population_total_year,wdi_urban_population_growth_pct_year,wdi_urban_population_pct_year
Manila,Philippines,Asia,14.5904492,120.9803621,10000,400.0,25142,36895,0.4492979529208324,0.65,0.2007020470791676,62.855,92.2375,8.975843197238426,97.31229919759778,67.60005993484488,83.40814449347387,1.3600240024025518,0.2692234720151782,0.1823553327009079,0.9910014927541004,0.0734516872204905,0.1131543352358904,0.2644260739937661,0.1446185665420412,0.0219552939304749,0.5924349693739559,0.2409911701535279,2.934929599872723,3.22569453855536,0.1535143359023363,1,11754,0.4675045740195688,0.1969665036219775,0.1757790446192976,0.6202183171958914,0.0493055405483468,0.6209977601165854,0.240416219532067,0.0661666652108426,0.3512327112921737,0.6945390069630419,1.030350894262184,1.0000000470709696,cache\R61_osmnx_city_windows\manila_philippines__drive_10000m.pkl,3712,0.1476413968658022,4223,0.1144599539232958,4306,0.8080502744411742,2.0,4.451389077110719,4.0,0.1302208695801106,82117,0.7635561451693045,0.4115347613770596,0.2574497363517907,0.0347309326935957,95.19226831036234,75.06882706831809,no_search_result,"Manila, Philippines",,,,,,,,,,,,0.575,0.1257020470791675,0.075,0.6263117337790977,0.3736882662209023,False,2323,Manila,Philippines,14.576382329976964,121.01916349366641,1.0,4.458876262594967,0.995541123737405,high_confidence,Manila,Quezon City; Manila; Caloocan; Antipolo; Taguig; Pasig; Valenzuela; Parañaque; Dasmariñas; San Jose del Monte; Las Piñas; Bacoor; Makati; Muntinlupa; Marikina; Calamba; Mandaluyong; Pasay; Biñan; Imus; Malabon; Santa Rosa; San Pedro; General Trias; Cabuyao; Malolos; Navotas; Meycauayan; Baliwag; Trece Martires; San Juan; Carmona; Cavite City,Philippines,Philippines,2555,25921189.32,Lower Middle,Eastern and South-Eastern Asia,High,1975,2030,1,11886333.27,1794831.671,121.01916349366641,14.576382329976964,0.053368737,0.037094293,0.000520628,0.000301944,0.008699592,0.029377649,0.025320445,0.173378912,36338461.97,0.01422249,108892691.3,332000000000.0,0.73888524,73.78184041,12.96127939,9.66427962,247550.6553135,0.45539290448674896,0.4265493083275292,7,10145.279577299412,7.413654924021998,3.4073909044707316,PHL,3925.3048697218,39.3,385.321122178623,115843670.0,1.41854562717771,55.4520983215477,2024.0,2023.0,2023.0,2024.0,2024.0,2024.0
Mumbai,India,Asia,19.054999,72.8692035,10000,400.0,18270,24999,0.4825037154272258,0.725,0.2424962845727741,45.675,62.4975,5.695055166906647,91.1245276516124,58.30593001023726,85.85775161871189,1.864052904565394,0.3722148885955438,0.1555662226489059,0.97875480005294,0.0981639265570622,0.2388556872926476,0.3222128885155406,0.2019157088122605,0.0185002736726874,0.6223864258347017,0.1571975916803503,2.7366174055829227,3.0725229009160366,0.170726634210415,1,6730,0.3683634373289545,0.2297034947396246,0.1703994418591267,0.5998970634012485,0.0804787673981735,0.5578037353793273,0.2895570465396752,0.0871152458031777,0.0506155609706761,0.1367777766097636,1.0481229514139487,1.000000031517827,cache\R61_osmnx_city_windows\mumbai_india__drive_10000m.pkl,3778,0.2067870826491516,4462,0.1784871394855794,4531,0.7371647509578544,2.0,4.145045801832073,4.0,0.1353238912710666,51811,0.8139374555056681,0.3574337495898554,0.233946459246106,0.0395668873405261,99.05502683169394,73.62544242023658,no_search_result,"Mumbai, India",,,,,,,,,,,,0.625,0.1424962845727742,0.0999999999999999,0.587622547800358,0.4123774521996421,False,7599,Mumbai,India,19.135013639198153,72.88720277466412,1.0,9.096033087841358,0.9909039669121587,high_confidence,Mumbai,Mumbai; Thane; Navi Mumbai; Bhiwandi,India,India,738,20453270.03,Lower Middle,Central and Southern Asia,High,1975,2030,0,7052893.494,2349038.908,72.88720277466412,19.135013639198153,0.066774443,0.067709343,0.003523538,0.001113767,0.000244497,0.025119646,0.013205855,0.199167526,9210795.505,0.012480753,407650171.1,352000000000.0,0.698,73.659,12.748,7.963,54055.059534,0.2480870831747821,0.7539529737149878,4,27714.458035230353,7.310762752072098,2.8680563618230415,IND,2396.94999213544,25.5,483.679010086809,1450935791.0,1.77423382325139,35.3788972368389,2024.0,2022.0,2023.0,2024.0,2024.0,2024.0
Bengaluru,India,Asia,12.9767936,77.590082,10000,400.0,101357,136603,0.487624045120297,0.7,0.2123759548797029,253.3925,341.5075,20.3965840572628,59.72514236806745,41.6030667185708,44.80365601432901,1.185644767008457,0.4789499498546884,0.0562139923720562,0.8793845245206297,0.1494989129082084,0.5693253138172086,0.4274064259203677,0.2230137040362284,0.0073305247787523,0.6218514754777668,0.1478042957072526,2.695482305119528,3.0507602322057346,0.1771695883974586,1,35247,0.3477510186765591,0.0766905503289298,0.1033555908820757,0.8199462221684396,0.015678902974648,0.8073995092777064,0.0800827562537915,0.0217470260784569,0.0396732683230459,0.0876948557330448,1.0206920351418916,1.0000000313946995,cache\R61_osmnx_city_windows\bengaluru_india__drive_10000m.pkl,21916,0.216225815681206,25827,0.1890661259269562,26012,0.7332793985615201,2.0,4.10152046441147,4.0,0.1342745124251894,280140,0.6949117348256765,0.4676161919040479,0.2763939458842007,0.0217962447347754,94.66777697015664,78.46027141308052,no_search_result,"Bengaluru, India",,,,,,,,,,,,0.575,0.0873759548797029,0.125,0.4114211278258677,0.5885788721741326,False,9558,Bengaluru,India,13.010750229565,77.55991331873831,1.0,4.994118893795774,0.9950058811062042,high_confidence,Bengaluru,Bengaluru,India,India,1008,15178532.9,Lower Middle,Central and Southern Asia,High,1975,2030,0,7649469.49,1603407.157,77.55991331873831,13.010750229565,0.083911334,0.077226369,0.003130965,0.00026589,0.000722432,0.060806859,0.062904881,0.323894617,20530887.64,0.020367944,184123445.9,224000000000.0,0.676,73.546,12.155,6.896,100800.000001,0.2567857747371046,0.6034552943392515,4,15058.068353174604,7.1812297963140175,3.0034605321095067,IND,2396.94999213544,25.5,483.679010086809,1450935791.0,1.77423382325139,35.3788972368389,2024.0,2022.0,2023.0,2024.0,2024.0,2024.0
Los Angeles,United States,North America,34.0536909,-118.242766,10000,400.0,22280,34611,0.4249303262083952,0.6,0.1750696737916047,55.7,86.5275,12.537667805357174,144.89807061751665,109.35547774406685,116.0654358232144,0.8685904407057581,0.1073358180925139,0.3420877755626824,0.9004749494963771,0.1593135130449857,0.423518620217267,0.5375458669209211,0.100359066427289,0.0240125673249551,0.5534560143626571,0.3221723518850987,3.106912028725314,3.353326976972639,0.1374217651251583,1,12332,0.5535008976660682,0.2293200505470785,0.1710242647279344,0.5990035045332337,0.0562589658578407,0.6009297147648818,0.1034068438265587,0.0395037642533272,0.2392818054050667,0.46031364565002,1.0321115612540637,1.0000038999873702,cache\R61_osmnx_city_windows\los_angeles_united_states__drive_10000m.pkl,2216,0.0994614003590664,2446,0.0706711739042501,2461,0.8886445242369838,2.0,4.706653953945278,5.0,0.1218449808963733,81451,0.7227487201862087,0.4507986396729322,0.2758713827945636,0.0373721624043903,91.78215907233636,75.21400986892489,no_search_result,"Los Angeles, United States",,,,,,,,,,,,0.525,0.1000696737916048,0.0749999999999999,0.5715991332155184,0.4284008667844819,False,2007,Los Angeles,United States,33.98896254052271,-118.07408472017524,1.0,17.131271328010495,0.9828687286719895,high_confidence,Los Angeles,Los Angeles; Long Beach; Anaheim; Santa Ana; Irvine; Glendale; San Bernardino; Fontana; Huntington Beach; Ontario; Garden Grove; Rancho Cucamonga; Pomona; Torrance; Pasadena; Fullerton; Orange; Inglewood; Downey; El Monte; Costa Mesa; West Covina; Norwalk; Burbank; South Gate; Carson; Santa Monica,United States,United States of America,4498,13474332.62,High income,Northern America,High,1975,2030,0,-10535842.22,4107066.931,-118.07408472017524,33.98896254052271,0.138776355,0.13992554,0.004934683,0.019367424,0.018178616,0.035909221,0.162587012,0.582489259,97438130.29,0.021662546,141335069.1,859000000000.0,0.929,79.279,15.898,13.361,439686.562095,0.10916528437306361,0.9311646747838052,5,2995.6275277901286,7.129507263904858,3.6530194510996132,USA,66356.1706750101,41.8,36.8198061311277,340110988.0,1.04286346807884,80.1247798047184,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
New York City,United States,North America,40.7127281,-74.0060152,10000,400.0,20109,34130,0.3876426827190641,0.575,0.1873573172809358,50.2725,85.325,10.615185952340491,124.40885968169344,83.44446735036047,79.76155400015813,1.1208258194790357,0.1192792264869616,0.2635218283035452,0.9430064529272923,0.1127453852915323,0.2587936867138865,0.2519777322004102,0.05524889353026,0.016957581182555,0.4171266597046099,0.510666865582575,3.394499975135512,3.579695282742456,0.1120206681380209,1,14022,0.6972997165448307,0.3160019812878576,0.1461325781432945,0.5378632065276812,0.1017034116560157,0.5384302518927548,0.5231821749247081,0.084407815502832,0.3917084585321965,0.4604709928031535,1.01643859140494,1.0000013730245656,cache\R61_osmnx_city_windows\new_york_city_united_states__drive_10000m.pkl,1152,0.0572877815903326,1208,0.0353940814532669,1230,0.9343577502610771,2.0,5.159390565484911,5.0,0.1013494251542821,88045,0.6645468952720962,0.4884206939633142,0.3018797205974218,0.0290533250042591,90.805239598282,76.50770799989093,matched,"New York City, United States",Q60,New York City,most populous city in the United States,1.0,8804190.0,1213.369839,7255.982238075064,+1624-01-01T00:00:00Z,2026-06-03T14:58:41Z,candidate_public_metadata_requires_spot_check,,0.5,0.1123573172809359,0.0749999999999999,0.5996953783900524,0.4003046216099479,False,8099,New York City,United States,40.736897735176946,-73.94017082108283,1.0,6.165272860657464,0.9938347271393425,high_confidence,New York City,New York; Newark; Jersey City; Yonkers; Paterson; Elizabeth; New Rochelle; Mount Vernon; Brentwood; Hempstead; Levittown; New Brunswick,United States,United States of America,3031,14197658.75,High income,Northern America,High,1975,2030,0,-6236740.622,4871598.844,-73.94017082108283,40.736897735176946,0.048606061,0.111957523,0.001645432,0.004481279,0.014383081,0.062441576,0.061210525,0.341555785,73599606.11,0.024282285,286486833.3,1250000000000.0,0.939873415,78.89840531,16.52321473,13.88688569,278745.10290470003,0.1218915559808667,0.9248308914260508,7,4684.150032992412,7.152216733412095,3.4815859363676225,USA,66356.1706750101,41.8,36.8198061311277,340110988.0,1.04286346807884,80.1247798047184,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Montreal,Canada,North America,45.5031824,-73.5698065,10000,400.0,20313,32065,0.4231662575553621,0.625,0.2018337424446379,50.7825,80.1625,10.450638282694612,130.36816819204256,86.48598800197746,107.03416406738168,1.0619092947090425,0.1493216903165445,0.2924372368626228,0.9035635047143024,0.1406206143770466,0.485926284217465,0.1179167316388585,0.0638999655393098,0.0605031260768965,0.5367990941761434,0.3387978142076502,3.157091517747256,3.363137377202557,0.1264815876350336,1,11753,0.5785949884310541,0.2030527959682015,0.1502654529016862,0.6440661056370627,0.0578931131040519,0.6440930045317024,0.336161370528291,0.0420511757135412,0.7893580469347689,0.7627390302857223,1.070302731233724,1.0000210641967238,cache\R61_osmnx_city_windows\montreal_canada__drive_10000m.pkl,1439,0.0708413331364151,1500,0.0467799781693435,1552,0.9140944222911436,2.0,4.7262747544051145,5.0,0.1215273589406227,75774,0.7252551602421904,0.444413651120437,0.2780109272309763,0.0377702114181645,93.0612711644579,76.8629965141072,matched,"Montreal, Canada",Q340,Montreal,"largest city in Quebec, Canada",1.0,1762949.0,498.0,3540.0582329317267,+1642-05-17T00:00:00Z,2026-06-03T14:58:45Z,candidate_public_metadata_requires_spot_check,,0.525,0.1018337424446379,0.0999999999999999,0.5045427053534941,0.495457294646506,False,3700,Montreal,Canada,45.5338210448231,-73.64347805202698,1.0,6.674818570945881,0.9933251814290541,high_confidence,Montreal,Montreal; Laval; Longueuil,Canada,Canada,1020,3221844.478,High income,Northern America,High,1975,2030,0,-5913159.135,5398056.531,-73.64347805202698,45.5338210448231,0.089206689,0.109470244,0.001787564,0.004129267,0.041056858,0.062838637,0.10139826,0.459428121,25143104.99,0.024650103,90572216.9,143000000000.0,0.918,82.447,16.07,13.559,101999.99999984002,0.25446177376601586,0.7929697262757535,6,3158.671056862745,6.508104572713689,3.0086001717619175,CAN,44413.3983847404,31.5,4.56079784268436,41288599.0,3.17427570128175,82.7002565766633,2024.0,2022.0,2023.0,2024.0,2024.0,2024.0
Vancouver,Canada,North America,49.2608724,-123.113952,10000,400.0,14876,22751,0.4277066531310511,0.625,0.1972933468689489,37.19,56.8775,7.1365583001887565,125.4724328634127,101.38797420698764,106.51045561660008,1.0194136913158818,0.1850468111291811,0.2864489472990198,0.7770281589511662,0.2763834556722781,0.5344101949523861,0.6778163597204518,0.1220758268351707,0.0265528367840817,0.528367840817424,0.3230034955633235,3.058752352783006,3.3380510746780363,0.1499953953960746,1,7876,0.5294433987631083,0.1588957948771488,0.2108986743191453,0.6301322228760796,0.0362620758670574,0.6345722581040129,0.1146086171324106,0.02936659327044,0.3915981325692018,0.4830309511386507,1.032521567718223,1.000021470081725,cache\R61_osmnx_city_windows\vancouver_canada__drive_10000m.pkl,1854,0.124630276956171,2103,0.0924354973407762,2149,0.842027426727615,2.0,4.676102149356073,5.0,0.1275294558303701,53193,0.7285892789464345,0.4519579643938112,0.2644144906284661,0.0357753839790949,91.81538593254362,76.54057288502125,matched,"Vancouver, Canada",Q24639,Vancouver,"largest city in the province of British Columbia, Canada",1.0,662248.0,115.0,5758.678260869565,+1886-00-00T00:00:00Z,2026-06-03T14:58:47Z,candidate_public_metadata_requires_spot_check,,0.55,0.1222933468689489,0.0749999999999999,0.6198554021701587,0.3801445978298413,False,358,Vancouver,Canada,49.228880527022504,-122.99296347747756,1.0,9.475784933604062,0.990524215066396,high_confidence,Vancouver,Vancouver; Surrey; Burnaby; Richmond; Coquitlam; Port Coquitlam; New Westminster; West Vancouver; Port Moody; North Vancouver,Canada,Canada,649,2198106.667,High income,Northern America,High,1975,2030,0,-9449088.793,5792482.024,-122.99296347747756,49.228880527022504,0.113641426,0.081146007,0.000166407,0.003784855,0.046800566,0.079473822,0.066765667,0.439130655,17935538.92,0.027635653,96189021.38,107000000000.0,0.939,82.547,16.795,14.171,58917.205769060005,0.22644907210706836,0.637286831917573,5,3386.9132003081663,6.342048763503979,2.812244696800369,CAN,44413.3983847404,31.5,4.56079784268436,41288599.0,3.17427570128175,82.7002565766633,2024.0,2022.0,2023.0,2024.0,2024.0,2024.0
London,United Kingdom,Europe,51.5074456,-0.1277653,10000,400.0,48353,62602,0.5199847165924646,0.775,0.2550152834075354,120.8825,156.505,12.777032311025662,81.63977068480663,61.7467422208734,71.7228097517218,1.00244761985679,0.315293441104118,0.1295805245838791,0.9878642663018896,0.0796779655602057,0.1894712994507897,0.2466854094118399,0.2249084855127913,0.0450644220627468,0.6475709883564619,0.0824561040679999,2.589373978863773,2.923133446215776,0.1733491583681123,1,14250,0.2947076706719335,0.1790650013535084,0.162631932390289,0.6581582146788417,0.0536659411301608,0.6617537242659076,0.1086932919494336,0.0322442847272134,0.9511062763249992,0.2563487380462683,1.0503511623655823,1.0002267202075443,cache\R61_osmnx_city_windows\london_united_kingdom__drive_10000m.pkl,11360,0.2349388869356606,14060,0.2245934634676208,14251,0.6927181353793973,2.0,3.846266892431552,4.0,0.1349637520478797,120392,0.8289648594074925,0.329830885773141,0.2363030766163864,0.043582630075088,101.7552945101149,76.26353809775996,matched,"London, United Kingdom",Q84,London,capital and largest city of England and the United Kingdom,1.0,8799728.0,1572.0,5597.791348600509,+0047-00-00T00:00:00Z,2026-06-03T14:58:53Z,candidate_public_metadata_requires_spot_check,,0.65,0.1300152834075354,0.125,0.5098332996762407,0.4901667003237595,False,5816,London,United Kingdom,51.50967878061254,-0.12589303642690444,1.0,0.2800924891197306,0.9997199075108802,high_confidence,London,London; Westminster; City of London,United Kingdom,United Kingdom,1649,10408332.24,High income,Europe,High,1975,2030,1,-9382.746913,6030639.263,-0.12589303642690444,51.50967878061254,0.062180353,0.100781546,0.005233514,0.004646168,0.011688315,0.043436202,0.089688434,0.356047495,37175789.36,0.022544445,123127645.2,381000000000.0,0.965081301,81.89041369,17.33688036,14.22824167,164899.999991,0.19702939271800013,0.8389561146607072,4,6311.905542753184,7.017381146706463,3.217220655644519,GBR,47960.9105761942,32.4,283.106683751498,69226000.0,1.16542701063795,83.2429544416085,2024.0,2021.0,2023.0,2024.0,2024.0,2024.0
Paris,France,Europe,48.8534951,2.3483915,10000,400.0,36946,55181,0.453974052043998,0.65,0.196025947956002,92.365,137.9525,13.748139836386253,99.65850445904388,73.8837195103392,95.62200379307626,1.1183577125462305,0.2866385168808104,0.1949946539569779,0.9987429057767454,0.0653667023069534,0.023654092263316,0.2109421721244631,0.0921344665187029,0.0369999458669409,0.6759053754127646,0.1949602122015915,2.987116331943918,3.202769069063627,0.1226392384443411,1,18236,0.4935852325014886,0.2823058763408021,0.1506869853576772,0.5616249676332068,0.0621443644297713,0.5403836863676548,0.4768300586305175,0.0697776725842024,0.700753172959385,0.4345427172557257,1.0306572520064408,1.0001259888594358,cache\R61_osmnx_city_windows\paris_france__drive_10000m.pkl,3554,0.0961944459481405,3832,0.0694441927475036,3890,0.8905158880528339,2.0,4.405538138127254,4.0,0.1163416722445509,121551,0.8587655726503791,0.2823341642602693,0.2377685086918248,0.0554335217316188,105.17879759817424,70.51007599558959,matched,"Paris, France",Q90,Paris,capital and most populous city in France,1.0,2103778.0,105.4,19959.943074003797,-0300-00-00T00:00:00Z,2026-06-03T14:59:02Z,candidate_public_metadata_requires_spot_check,,0.575,0.1210259479560019,0.075,0.6173975905637055,0.3826024094362946,False,2878,Paris,France,48.84756941921905,2.357193165477411,1.0,0.9213619780914344,0.9990786380219085,high_confidence,Paris,Paris; Argenteuil; Saint-Denis; Boulogne-Billancourt; Montreuil,France,France,1421,9328384.716,High income,Europe,High,1975,2030,1,181971.6717,5752259.623,2.357193165477411,48.84756941921905,0.105512081,0.122139179,0.00466363,0.001024963,0.0373987,0.075047365,0.055451446,0.449732473,37806875.23,0.026605824,282276732.4,707000000000.0,0.946,83.688,16.539,12.289,142100.00002500002,0.18316626254999405,0.8350651152647668,3,6564.662009852217,6.969806448713239,3.15259407792747,FRA,39683.3953489029,31.8,126.862020595603,68551653.0,0.28679881642264,78.7999750964116,2024.0,2023.0,2023.0,2024.0,2024.0,2024.0
Amsterdam,Netherlands,Europe,52.3730796,4.8924534,10000,400.0,23201,32887,0.466680857102313,0.7,0.2333191428976869,58.0025,82.2175,7.950673284534412,96.7029316694671,59.15606744263849,79.82278675617601,1.7667545610657238,0.3560069328306017,0.1485997506613555,0.9888378756553252,0.0795147018578769,0.1388612213854634,0.2758536807857208,0.1549933192534804,0.05517003577432,0.6000603422266282,0.1897763027455713,2.8349640101719755,3.142791984674796,0.162610763581011,1,9687,0.4175251066764364,0.1860659804066756,0.3361903086644744,0.4470573940081732,0.0771675175951595,0.4322384372905797,0.2971628893604442,0.1479193441551307,0.9943583272402958,0.3607738827697238,1.081457142517727,1.0000658244781906,cache\R61_osmnx_city_windows\amsterdam_netherlands__drive_10000m.pkl,4011,0.1728804792896857,4603,0.1399641195609207,4770,0.7542347312615836,2.0,4.285583969349591,4.0,0.1440674794717962,70470,0.830019876068434,0.3559386973180076,0.229757343550447,0.0602667801901518,98.2950438793504,72.31621797740424,matched,"Amsterdam, Netherlands",Q727,Amsterdam,capital and most populous city of the Netherlands,1.0,921468.0,219.0,4207.6164383561645,+1300-00-00T00:00:00Z,2026-06-03T14:59:05Z,candidate_public_metadata_requires_spot_check,0.0249999999999999,0.6,0.1333191428976869,0.0999999999999999,0.5714025057778861,0.4285974942221141,False,1590,Amsterdam,Netherlands,52.3632534194657,4.863696580001262,1.0,2.2373555606039357,0.9977626444393961,high_confidence,Amsterdam,Amsterdam,Netherlands,Netherlands,308,1223406.697,High income,Europe,High,1975,2030,1,358155.0317,6118663.393,4.863696580001262,52.3632534194657,0.027046745,0.075334244,0.000623568,0.001175057,0.176891146,0.012932742,0.006874033,0.337242764,8274718.812,0.02686597,185305425.7,106000000000.0,0.960002136,81.84264394,18.0,13.08661981,30754.76987135,0.25762612998925954,0.763647247833205,5,3972.0996655844156,6.087570853521751,2.4885507165004443,NLD,51178.5256968147,25.7,530.950905850906,17993485.0,0.98132856285037,95.6396517079336,2024.0,2021.0,2023.0,2024.0,2024.0,2024.0
Barcelona,Spain,Europe,41.3825802,2.177073,10000,400.0,18674,28820,0.438814196750765,0.625,0.1861858032492349,46.685,72.05,6.828774588928741,94.77827326757448,69.2064168432066,87.10247300364564,1.2744134996658587,0.2981263011797363,0.141325468424705,0.9714571285220454,0.113324080499653,0.2562848843523939,0.155412907702984,0.0738459890757202,0.0247938309949662,0.651868908643033,0.2494912712862804,3.086644532505088,3.278868841082581,0.1147244027830745,1,10147,0.5433758166434615,0.2088640231834095,0.193772967661086,0.5969433775220493,0.0954952793042949,0.5210875996053383,0.5956375790798952,0.0962660859226608,0.6955320128510635,0.5817897775914862,1.046278673409865,1.00012517546818,cache\R61_osmnx_city_windows\barcelona_spain__drive_10000m.pkl,1483,0.079415229731177,1606,0.0557251908396946,1645,0.9031808932205204,2.0,4.557737682165163,4.0,0.1136988336828999,65677,0.8391565106642427,0.330191695723008,0.2324862585075445,0.0512051403078703,101.54140777860964,70.88798339778853,matched,"Barcelona, Spain",Q1492,Barcelona,"city in Catalonia, Spain",1.0,1731649.0,101.3,17094.26456071076,,2026-06-03T14:59:09Z,candidate_public_metadata_requires_spot_check,-0.025,0.55,0.111185803249235,0.0749999999999999,0.5971765908510103,0.4028234091489903,False,5071,Barcelona,Spain,41.42801374839513,2.1582767227847324,1.0,5.289620226493836,0.9947103797735062,high_confidence,Barcelona,Barcelona; l'Hospitalet de Llobregat; Badalona; Sabadell; Santa Coloma de Gramenet,Spain,Spain,438,3908361.824,High income,Europe,High,1975,2030,0,180852.4681,4948382.995,2.1582767227847324,41.42801374839513,0.081693587,0.063075943,0.002023707,0.003035617,0.003625356,0.036891345,0.031144429,0.248260125,11856302.3,0.027069183,243553865.1,164000000000.0,0.91,82.604,17.763,10.839,39002.21183,0.29014258702566514,0.7540542633374031,5,8923.200511415525,6.5919947625423125,2.6414741105040997,ESP,29245.2192451729,33.4,96.7636173412149,48848840.0,1.25395229298248,80.315199821207,2024.0,2023.0,2023.0,2024.0,2024.0,2024.0
Warsaw,Poland,Europe,52.2319581,21.0067249,10000,400.0,17582,24341,0.4800796812749004,0.7,0.2199203187250994,43.955,60.8525,7.7208061198060705,126.8773858067634,82.28284218992474,123.87886972245362,1.367183448531113,0.2803911096503841,0.2694219629431822,0.994147745364325,0.0713199950700464,0.1134024509117439,0.2545910192679019,0.1780229780457285,0.0384484131498123,0.6242748265271301,0.1592537822773291,2.76885451029462,3.08298755186722,0.1639366306462863,1,6760,0.3844841314981231,0.1829852805013897,0.1884945332179731,0.6285201862806405,0.0353949705018723,0.5449378237764098,0.2573448650977454,0.0651453110707835,0.589061749748639,0.554035558171983,1.0442258841801306,1.0001539048944332,cache\R61_osmnx_city_windows\warsaw_poland__drive_10000m.pkl,3197,0.1818336935502218,3761,0.1545129616696109,3823,0.7706745535206461,2.0,4.16597510373444,4.0,0.1353544381981939,50702,0.8345772485213186,0.3233205790698591,0.2445860123860991,0.0544357224567078,102.09916867988,71.58792978821418,matched,"Warsaw, Poland",Q19270036,Varsovians,"people from or residents of Warsaw, Poland",1.0,,,,,2026-06-03T14:59:10Z,candidate_public_metadata_requires_spot_check,,0.6,0.1199203187250995,0.0999999999999999,0.5452898550724641,0.4547101449275365,False,3712,Warsaw,Poland,52.222790839317796,21.000126179928237,1.0,1.1140376915745644,0.9988859623084254,high_confidence,Warsaw,Warsaw,Poland,Poland,415,1999985.522,High income,Europe,High,1975,2030,1,1549521.009,6104220.758,21.000126179928237,52.222790839317796,0.089087909,0.063834641,0.005549574,0.004012173,0.008692794,0.026408872,0.035651246,0.261427165,15459088.58,0.037250816,210110635.8,163000000000.0,0.926,77.382,16.939,13.913,41500.00000000001,0.3306656260474484,0.7292513308433735,6,4819.242221686747,6.301026851794847,2.6180480967120925,POL,18000.5034591285,28.5,119.787615502661,36559233.0,-0.208678244418305,59.9705468695101,2024.0,2023.0,2023.0,2024.0,2024.0,2024.0
