city,country,macro_region,latitude,longitude,window_radius_m,bbox_area_km2,n_nodes,n_edges,pc_cebh,pc_rank,road_gap,node_density_per_km2,edge_density_per_km2,chord_length_density_km_per_km2,edge_length_mean_m,edge_length_median_m,edge_length_iqr_m,edge_length_cv,short_edge_share_lt40m,long_edge_share_gt150m,orientation_entropy,orientation_dominance,orientation_fourfold_order,orthogonal_alignment_share_10deg,dead_end_share,degree2_share,degree3_share,degree4plus_share,mean_degree,kappa,degree_gini,connected_components,cyclomatic_number,cycle_density,arterial_length_share,collector_length_share,local_length_share,motorway_trunk_length_share,residential_length_share,oneway_length_share,bridge_tunnel_length_share,maxspeed_coverage_share,lanes_coverage_share,edge_circuity_mean,edge_circuity_median,graph_cache_file,articulation_point_count,articulation_point_share,bridge_edge_count,bridge_edge_share,biconnected_component_count,largest_biconnected_node_fraction,median_biconnected_component_size,dual_degree_mean,dual_degree_median,dual_degree_gini,angular_pair_count,angular_entropy,orthogonal_angle_share_10deg,straight_angle_share_10deg,acute_angle_share_lt45deg,median_intersection_angle_deg,mean_min_node_angle_deg,wikidata_status,wikidata_query,wikidata_id,wikidata_label,wikidata_description,wikidata_match_rank,wikidata_population,wikidata_area_km2,wikidata_population_density_per_km2,wikidata_inception_time,wikidata_retrieved_utc,wikidata_boundary,road_minus_geometry_mean,pc_spatial_null,spatial_null_gap,road_minus_spatial,spatial_fraction_of_road_gap,remaining_fraction_after_spatial,threshold_boundary_hit,ID_UC_G0,ghsl_name,ghsl_country,ghsl_latitude_x,ghsl_longitude_x,ghsl_match_similarity,ghsl_match_distance_km,ghsl_match_score,ghsl_match_status,ghsl_name_main_2025,ghsl_name_list_2025,ghsl_country_gadm_2025,ghsl_country_un_2025,ghsl_area_km2_2025,ghsl_population_total_2025,ghsl_world_income_group_2025,ghsl_un_subregion_2025,ghsl_place_score_2025,ghsl_birth_year_2025,ghsl_death_year_2025,ghsl_capital_flag,GC_UCC_LON_2025,GC_UCC_LAT_2025,ghsl_longitude_y,ghsl_latitude_y,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,ghsl_infrastructure_index_2020,ghsl_road_length_m_2024,ghsl_road_density_2024,ghsl_gdp_avg_2020,ghsl_gdp_sum_2020,ghsl_hdi_2020,ghsl_life_expectancy_2020,ghsl_expected_schooling_2020,ghsl_mean_schooling_2020,ghsl_lulc_total_hectares_2019,ghsl_lulc_entropy_2019,ghsl_lulc_dominance_2019,ghsl_lulc_nonzero_classes_2019,ghsl_population_density_2025,ghsl_log_population_2025,ghsl_log_area_2025,countryiso3code,wdi_gdp_per_capita_constant_2015_usd,wdi_gini_index,wdi_population_density_people_per_km2,wdi_population_total,wdi_urban_population_growth_pct,wdi_urban_population_pct,wdi_gdp_per_capita_constant_2015_usd_year,wdi_gini_index_year,wdi_population_density_people_per_km2_year,wdi_population_total_year,wdi_urban_population_growth_pct_year,wdi_urban_population_pct_year
Mexico City,Mexico,Latin America,19.4326296,-99.1331785,10000,400.0,59012,90635,0.4265999557561695,0.625,0.1984000442438305,147.53,226.5875,19.559875037317664,86.32371616844557,61.15384249740738,74.08068356573276,1.1075411203219518,0.2666740221768632,0.1427263198543609,0.9126168741449048,0.1295636343575881,0.4803989891164503,0.291840900314448,0.119162204297431,0.0177082627262251,0.5438724327255473,0.3192571002507964,3.0717481190266387,3.3441165112815137,0.146138514198632,1,31624,0.5358910052192775,0.1680167654394829,0.1141825215264884,0.7074699779048127,0.0370121547405856,0.6983289176115327,0.3559064209203113,0.0326116484001661,0.1645856192247991,0.3626709374276529,1.0381147915786355,1.000000031393817,cache\R61_osmnx_city_windows\mexico_city_mexico__drive_10000m.pkl,7048,0.1194333355927608,7849,0.0866000992993876,7927,0.8618586050294855,2.0,4.688233022563027,5.0,0.1290692684189067,212459,0.7061370952694226,0.4514188619921961,0.2912467817320047,0.0313236906885563,93.5159276046878,76.38170428312216,matched,"Mexico City, Mexico",Q1489,Mexico City,capital and largest city of Mexico,1.0,9209944.0,1485.0,6201.982491582492,+1521-00-00T00:00:00Z,2026-06-03T14:58:01Z,candidate_public_metadata_requires_spot_check,,0.525,0.0984000442438305,0.0999999999999999,0.4959678543362543,0.5040321456637458,False,5402,Mexico City,México,19.452597485172376,-99.10161679127117,1.0,3.985204241513649,0.9960147957584864,high_confidence,Mexico City,Mexico City; Ecatepec; Nezahualcóyotl; Naucalpan de Juárez; Tlalnepantla; Chimalhuacán; Atizapán de Zaragoza; Ciudad López Mateos; Cuautitlan Izcalli; Ojo de Agua; Xico; Ixtapaluca; Nicolás Romero; Coacalco; Buenavista; Chalco de Díaz Covarrubias; Huixquilucan de Degollado; Santa Fe; Interlomas,México,Mexico,2134,17639163.99,Upper Middle,Latin America and the Caribbean,High,1975,2030,1,-9578009.864,2387448.615,-99.10161679127117,19.452597485172376,0.055408051,0.121961762,0.00788365,0.001355067,0.015285389,0.071887802,0.073056171,0.38875807,43706076.55,0.020480823,144953834.5,380000000000.0,0.780823587,70.08103808,16.23785697,10.55672165,213400.0000059,0.2843076933737659,0.7293726049470324,6,8265.775065604497,7.246477997851716,3.329194415088451,MEX,10316.4611902215,42.6,66.7402757272564,130861007.0,1.2127000253117,79.7538805976118,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Bogota,Colombia,Latin America,4.6533817,-74.0836331,10000,400.0,40772,60476,0.4493951193413192,0.65,0.2006048806586807,101.93,151.19,12.151689400680374,80.37363185845871,60.849247942083466,64.39539179674838,1.0025045670619896,0.2875024803227726,0.1024869369667306,0.9679684786572128,0.0976089688471459,0.2828003889919456,0.1556154507573252,0.1272932404591386,0.014765034827823,0.6259688021191013,0.231972922593937,2.966545668596096,3.225213307758449,0.1399070026665136,1,19705,0.4832973609339743,0.156139957136102,0.1681054035784868,0.6757546392854173,0.033260635682552,0.6767437934778436,0.2730402453136942,0.0190681782549221,0.2714118349096548,0.6349912287456859,1.0364764163496556,1.000000031408934,cache\R61_osmnx_city_windows\bogota_colombia__drive_10000m.pkl,5125,0.1256990091239085,5789,0.0957239235399166,5820,0.8484744432453645,2.0,4.450426615516899,4.0,0.1224098709256631,134572,0.7038503419575839,0.461344113188479,0.2828597330796897,0.029159111850905,92.99650267056138,77.2599682328575,matched,"Bogota, Colombia",Q2841,Bogotá,capital city of Colombia,1.0,8034649.0,1578.0,5091.666032953105,+1538-08-06T00:00:00Z,2026-06-03T14:58:04Z,candidate_public_metadata_requires_spot_check,,0.55,0.1006048806586808,0.0999999999999999,0.5015076419294856,0.4984923580705149,False,3881,Bogota,Colombia,4.646768070066402,-74.11699816466648,1.0,3.770236599576953,0.996229763400423,high_confidence,Bogota,Bogota; Soacha,Colombia,Colombia,534,10419360.65,Upper Middle,Latin America and the Caribbean,High,1975,2030,1,-7413137.817,574307.6477,-74.11699816466648,4.646768070066402,0.04822629,0.092228769,0.035110702,0.015554475,0.014783114,0.209706722,0.15893297,0.643984549,14114794.0,0.026432199,335678505.2,208000000000.0,0.79377324,75.42262946,15.12133825,10.33912277,53399.999995,0.27969972876034,0.6404959710337543,4,19511.911329588016,7.01784107072014,2.727541257028556,COL,6863.59563194342,54.4,47.1574150518251,52886363.0,1.3876355674663,78.5210811866115,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Lima,Peru,Latin America,-12.0459808,-77.0305912,10000,400.0,49410,75796,0.4428345242198864,0.65,0.2071654757801135,123.525,189.49,15.088887986715356,79.62894077109799,58.25183281055084,66.31658075831464,1.011649536815699,0.2632856615124809,0.1072879835347511,0.983948613050614,0.0991872922053934,0.1092978196668028,0.3033405456752335,0.0817041084800647,0.0107670512042096,0.6690143695608176,0.2385144707549079,3.068042906294272,3.258179851179482,0.1122104720337697,1,26387,0.5340416919651892,0.1711097246187009,0.1111818752738665,0.7146393018872815,0.0279932232899406,0.7055120272086906,0.2921101793125177,0.0116131952818983,0.3891719045593728,0.3247826946281496,1.0218109545481666,1.000000031406356,cache\R61_osmnx_city_windows\lima_peru__drive_10000m.pkl,4105,0.0830803481076705,4543,0.0599371998522349,4610,0.901457194899818,2.0,4.5163597023589634,4.0,0.1081380438676073,171161,0.7069716318932742,0.4618049672530541,0.2735377802186245,0.0248245803658543,93.09251524551118,77.99110065963924,matched,"Lima, Peru",Q64147161,"Lima, Peru",photograph in the National Gallery of Art (NGA 194489),1.0,,,,+1973-01-01T00:00:00Z,2026-06-03T14:58:09Z,candidate_public_metadata_requires_spot_check,,0.55,0.1071654757801136,0.0999999999999999,0.5172940876203699,0.4827059123796307,False,2171,Lima,Peru,-12.039246219748161,-77.01003645473577,1.0,2.3573899456037233,0.9976426100543963,high_confidence,Lima,Lima; Callao,Peru,Peru,984,10828103.83,Upper Middle,Latin America and the Caribbean,High,1975,2030,1,-7612929.804,-1484388.499,-77.01003645473577,-12.039246219748161,0.033969647,0.079533393,0.019306937,0.007663994,0.007169966,0.129258118,0.16021539,0.489949161,21735807.5,0.022089235,147804237.3,172000000000.0,0.82,74.774,16.181,11.737,93791.94919300001,0.2533281406457674,0.648609307658362,4,11004.17055894309,7.034552411540643,2.9929950984313414,PER,6711.19403272527,40.1,26.44188828125,34217848.0,1.57651042813743,85.1912729600355,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Santiago,Chile,Latin America,-33.4376995,-70.6510671,10000,400.0,60718,88302,0.4543405779204741,0.65,0.1956594220795258,151.795,220.755,16.682969462153125,75.5723288811267,53.2988980129349,63.08829821040338,1.1963341489328363,0.3178636950465448,0.0917759507145931,0.9423637772679254,0.1039840547212973,0.417562606018296,0.3906480034427306,0.1531671003656247,0.0120063243189828,0.6113343654270562,0.2234922098883362,2.90859382720116,3.2009920500101923,0.1528480586137928,1,27585,0.4543133831812642,0.1745318199587341,0.1411678327309284,0.6728514777932152,0.0340991495304154,0.3836027375329714,0.2603199534709578,0.0242482786154121,0.3465714291675153,0.8929138657796634,1.016486866392164,1.0000000314232325,cache\R61_osmnx_city_windows\santiago_chile__drive_10000m.pkl,8996,0.148160347837544,9781,0.1107675930330003,9824,0.8356829935109852,2.0,4.4019841000203845,4.0,0.1282234788933747,194352,0.6665700575637641,0.482634601136083,0.2968068247303861,0.0217800691528772,92.43701145556857,79.2311571390859,matched,"Santiago, Chile",Q2887,Santiago,capital city of Chile,1.0,6257516.0,837.89,7468.183174402368,+1541-00-00T00:00:00Z,2026-06-03T14:58:12Z,candidate_public_metadata_requires_spot_check,,0.55,0.0956594220795259,0.0999999999999999,0.4889078229038474,0.5110921770961532,False,2334,Santiago,Chile,-33.50047198945281,-70.65367513115444,1.0,6.984182874237136,0.9930158171257628,high_confidence,Santiago,Santiago,Chile,Chile,801,6633766.609,High income,Latin America and the Caribbean,High,1975,2030,1,-6326894.772,-4050757.358,-70.65367513115444,-33.50047198945281,0.080734451,0.184534768,0.013866749,0.017121154,0.062619989,0.149297736,0.201794501,0.795779008,18594494.01,0.0232141,145957090.9,163000000000.0,0.883,79.583,18.0,11.853,80100.0000035,0.23724846694991333,0.7724234179437768,4,8281.855941323345,6.82176018798442,2.9036325160842376,CHL,14579.4001071307,43.0,26.4647249005172,19764771.0,0.739019575786262,88.9950908479196,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Sao Paulo,Brazil,Latin America,-23.5506507,-46.6333824,10000,400.0,51289,77333,0.4525467568643056,0.675,0.2224532431356944,128.2225,193.3325,17.293529388779035,89.44967550090665,71.37930469510347,79.52186860102199,0.989854319825212,0.2724968642106216,0.1408712968590381,0.9988575536175796,0.066129595386187,0.0100499788743177,0.2348027362186906,0.0883425295872409,0.0162218019458363,0.690615921542631,0.2048197469242917,3.0155783891282733,3.2097164211914704,0.1129768038138252,1,26045,0.5078086919222445,0.1885612596060717,0.1171332160408167,0.693097578697726,0.0584933268983531,0.6883769005562117,0.3059895547942179,0.0212055784928522,0.2705292785746052,0.3616373778697925,1.0294588952269776,1.000003391168981,cache\R61_osmnx_city_windows\sao_paulo_brazil__drive_10000m.pkl,4595,0.0895903605061514,4944,0.0639313100487502,4988,0.8995301136695978,2.0,4.419432842382942,4.0,0.1079766864305633,170884,0.8374796191935641,0.3237342290676716,0.2387467521827672,0.0499461623089347,101.47757795825486,70.16019462008803,no_search_result,"Sao Paulo, Brazil",,,,,,,,,,,,0.575,0.1224532431356943,0.1,0.5504673315146905,0.4495326684853096,False,7277,São Paulo,Brazil,-23.576650497717655,-46.60073174449129,1.0,4.408267858033636,0.9955917321419664,high_confidence,São Paulo,São Paulo; Guarulhos; Sao Bernardo do Campo; Santo Andre; Osasco; Mogi das Cruzes; Mauá; Diadema; Carapicuíba; Itaquaquecetuba; Barueri; Suzano; Cotia; Taboão da Serra; Embu das Artes; Itapevi; Ferraz de Vasconcelos; São Caetano do Sul; Itapecerica da Serra; Jandira; Ribeirão Pires; Poá,Brazil,Brazil,2111,19485157.73,Upper Middle,Latin America and the Caribbean,High,1975,2030,0,-4425388.041,-2883449.97,-46.60073174449129,-23.576650497717655,0.130509628,0.162114391,0.054661736,0.006604079,0.079134683,0.079954631,0.089065538,0.674810151,37443684.26,0.017737416,154122429.3,410000000000.0,0.784,75.301,15.569,9.062,211100.00002,0.23060098807876012,0.7980776204833654,5,9230.297361440076,7.289703925704351,3.3244882333076564,BRA,9566.74408628371,50.3,25.2616884857157,211998573.0,0.724401697459186,87.8958549533146,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Tokyo,Japan,Asia,35.6768601,139.7638947,10000,400.0,62113,98086,0.4276266169078313,0.625,0.1973733830921686,155.2825,245.215,18.19978670326082,74.21971210268875,58.70195218750155,50.90613476421219,1.2772550176504571,0.2787247925290051,0.063118080052199,0.9825769867269988,0.0897987480374365,0.1994754685288237,0.3513957139652958,0.0624506947015922,0.0197704184309242,0.6240561557161947,0.2937227311512888,3.158308244650878,3.338488673205146,0.1110260585142821,1,35974,0.5791702220147151,0.1773973231437561,0.390553431067053,0.4320280216772458,0.063591335223011,0.4362195078893527,0.2903934952642787,0.0720597528955545,0.2242095993243783,0.2517959053087612,1.0220653140690132,1.000003265208337,cache\R61_osmnx_city_windows\tokyo_japan__drive_10000m.pkl,3917,0.0630624828940801,4150,0.0423098097587831,4168,0.9322203081480528,2.0,4.676977346410293,5.0,0.1091852830742414,229373,0.7581635253478635,0.4007228400901588,0.2607935546032009,0.0257746116587392,96.9015810736397,76.24601984841584,matched,"Tokyo, Japan",Q1490,Tokyo,capital and largest city of Japan,1.0,14264798.0,2194.05,6501.582917435791,+1868-09-06T00:00:00Z,2026-06-03T14:58:18Z,candidate_public_metadata_requires_spot_check,,0.525,0.0973733830921687,0.0999999999999999,0.4933460711199224,0.506653928880078,False,5929,Tokyo,Japan,35.66458967247394,139.65361837436774,1.0,10.05457833400655,0.9899454216659934,high_confidence,Tokyo,Tokyo; Yokohama; Kawasaki; Saitama; Chiba; Setagaya; Ota; Nerima; Adachi; Edogawa; Funabashi; Kawaguchi; Itabashi; Hachioji; Suginami; Koto; Ichikawa; Matsudo; Katsushika; Fujisawa; Machida; Shinagawa; Kashiwa; Yokosuka; Kawagoe; Kita; Shinjuku; Koshigaya; Tokorozawa; Nakano; Toshima; Meguro; Sumida; Ichihara; Fuchu; Hiratsuka; Minato; Soka; Chigasaki; Yamato; Kasukabe; Chofu; Shibuya; Bunkyo; Ageo; Atsugi; Arakawa; Taito; Nishitokyo; Yachiyo; Kodaira; Mitaka; Odawara; Nagareyama; Tachikawa; Narashino; Kamakura; Sakura; Hino; Hadano; Urayasu; Niiza; Chuo; Noda; Sayama; Kuki; Higashimurayama; Iruma; Tama; Asaka; Musashino; Koga; Misato; Toda; Abiko; Ebina; Zama; Kokubunji; Koganei; Konosu; Higashikurume; Fujimino; Akishima; Kamagaya; Fujimi; Toride; Sakado; Isehara; Yotsukaido; Inagi; Yashio; Higashiyamato; Ayase; Wako; Akiruno; Gyoda; Hanno; Komae; Kiyose; Okegawa; Kunitachi; Shiki; Warabi; Yoshikawa; Musashimurayama; Tsurugashima; Moriya; Kitamoto; Shiroi; Sodegaura; Hasuda; Fussa; Zushi; Hidaka; Hamura; Shiraoka; Satte; Chiyoda; Minamiashigara,Japan,Japan,5165,33155906.87,High income,Eastern and South-Eastern Asia,High,1975,2030,1,12304304.41,4299283.113,139.65361837436774,35.66458967247394,0.100063102,0.105022538,0.006215487,0.001922271,0.005385437,0.056361011,0.07975508,0.397598361,129795090.4,0.025129737,213097545.9,1560000000000.0,0.94924429,84.88804706,16.11784496,14.15327472,486539.664676,0.14459982894711743,0.9118625896522609,7,6419.343053242982,7.520560911097388,3.7130703258556395,JPN,37152.5636003552,32.3,341.54455749932,123975371.0,-0.318996369716406,92.1901718034531,2024.0,2020.0,2023.0,2024.0,2024.0,2024.0
Seoul,South Korea,Asia,37.5666791,126.9782914,10000,400.0,50914,76060,0.4516653899369949,0.675,0.2233346100630051,127.285,190.15,14.21150647670856,74.73839851016861,53.01788037895898,55.60663811162398,1.449217996824657,0.3563371022876676,0.0829476728898238,0.996849950211142,0.067828030502235,0.0884961764096584,0.2508940310281357,0.1056487410142593,0.0165769729347527,0.671151353262364,0.2066229327886239,2.9877833208940565,3.2140283986326583,0.1254023613736634,1,25147,0.4939113014102211,0.2176882231338091,0.0873125531516911,0.6896931343048781,0.0398458798226389,0.6780300466280098,0.1689617742921482,0.0633409312998243,0.0830500620854815,0.1407747258245242,1.0368555855974535,1.0000000411286114,cache\R61_osmnx_city_windows\seoul_south_korea__drive_10000m.pkl,5404,0.1061397650940802,6074,0.0798580068367078,6138,0.8730015319951291,2.0,4.428056797265317,4.0,0.113574148507096,168399,0.8152792246430942,0.3528227602301676,0.2428458601298107,0.0442520442520442,98.97527614997664,72.31355635342656,matched,"Seoul, South Korea",Q130747193,"Seoul, South Korea",instrumental track by Vittgen Inc.; 2020 studio recording,1.0,,,,,2026-06-03T14:58:21Z,candidate_public_metadata_requires_spot_check,,0.55,0.0983346100630051,0.125,0.4403017070899306,0.5596982929100696,False,348,Seoul,South Korea,37.48775103728389,126.9452705145115,1.0,9.2468810419705,0.9907531189580295,high_confidence,Seoul,Seoul; Incheon; Suwon; Goyang; Seongnam; Bucheon; Namyangju; Ansan-si; Anyang; Uijeongbu; Siheung; Gwangmyeong; Gunpo; Hanam; Osan; Guri; Uiwang; Gwacheon,South Korea,Republic of Korea,2282,22261691.61,High income,Eastern and South-Eastern Asia,High,1975,2030,1,11020974.78,4506703.361,126.9452705145115,37.48775103728389,0.030030925,0.098617546,2.59e-05,0.000877812,0.000956403,0.041886997,0.078799712,0.281555725,40764410.61,0.017863458,292484944.8,974000000000.0,0.949,84.636,17.782,13.467,212707.93244180002,0.2470502451624919,0.813821820901599,7,9755.342510955303,7.347558162198845,3.358315640082196,KOR,37048.4264001496,32.9,529.842407786885,51751065.0,0.0788732751905413,81.1682528469686,2024.0,2021.0,2023.0,2024.0,2024.0,2024.0
Taipei,Taiwan,Asia,25.0375198,121.5636796,10000,400.0,16388,24900,0.431684610183596,0.6,0.1683153898164039,40.97,62.25,8.011711484819863,128.7021925272267,75.8745209754695,107.3236518339315,1.669868129666379,0.2624899598393574,0.2395582329317269,0.9774568082808875,0.1136546184738955,0.2204370139676657,0.3659437751004016,0.1211862338296314,0.0206248474493531,0.5738955333170612,0.2842933854039541,3.0388088845496704,3.3165060240963857,0.1477310927870623,1,8513,0.5194654625335612,0.2523056596170904,0.3245791348705377,0.4218194321734418,0.1009833570853254,0.4288924838778269,0.3317484015294812,0.1701398506441239,0.1743622138934258,0.3662912325734515,1.0425016478182765,1.000023740794434,cache\R61_osmnx_city_windows\taipei_taiwan__drive_10000m.pkl,2007,0.1224676592628752,2391,0.0960240963855421,2424,0.8470222113741762,2.0,4.633012048192772,5.0,0.1296539456137688,57681,0.8147972013537117,0.3551082678871725,0.2433903711794178,0.0494096842981224,98.31896234367916,70.11382521347765,no_search_result,"Taipei, Taiwan",,,,,,,,,,,0.0,0.55,0.118315389816404,0.0499999999999999,0.7029386317285712,0.2970613682714292,False,1142,Taipei,Taiwan,25.021422661568906,121.46206716460557,1.0,10.393028719022793,0.9896069712809772,high_confidence,Taipei,New Taipei; Taipei; Taoyuan; Keelung,Taiwan,"China, Taiwan Province of China",972,9686521.352,High income,Eastern and South-Eastern Asia,High,1975,2030,1,11453374.01,3055874.529,121.46206716460557,25.021422661568906,0.100768824,0.066628666,0.006042394,0.001578993,0.004952922,0.033630247,0.061656459,0.308527319,17642379.05,0.018150596,399570533.1,490000000000.0,,,,,93719.03325600001,0.2582406641119147,0.6871718436753823,4,9965.556946502058,6.986167840118674,2.9876662649262746,TWN,,,,,,,,,,,,
Bangkok,Thailand,Asia,13.7524938,100.4935089,10000,400.0,63366,71694,0.5689051824695883,0.85,0.2810948175304116,158.415,179.235,14.024408966702106,78.24592834380621,49.47971757256563,56.55210929772801,1.4937520868915717,0.3719976567076742,0.104318353000251,0.9933200450636754,0.0753898513125226,0.1274023246548196,0.2820180210338383,0.3948647539690054,0.0147555471388441,0.5238298140958874,0.0665498847962629,2.2628538964113245,2.75776215582894,0.2402663489236614,1,8329,0.1314427295395006,0.1617760993020646,0.0649137515842118,0.7717841506240499,0.0321608297746076,0.7720306697020402,0.1614145528541458,0.1042516099631706,0.2225183476255344,0.1307586697769227,1.0526589098913668,1.0000000314128317,cache\R61_osmnx_city_windows\bangkok_thailand__drive_10000m.pkl,24962,0.3939336552725436,35521,0.4954528970346193,36154,0.3866584603730707,2.0,3.515524311657879,4.0,0.1725805189314053,126021,0.7453176410393608,0.4265320859221875,0.2706771093706604,0.0396917973988462,95.43433075906242,76.02603378022148,matched,"Bangkok, Thailand",Q1861,Bangkok,capital of Thailand,1.0,5676648.0,1568.737,3618.610385297217,+1782-04-21T00:00:00Z,2026-06-03T14:58:29Z,candidate_public_metadata_requires_spot_check,,0.725,0.1560948175304116,0.125,0.5553101935560366,0.4446898064439636,False,2315,Bangkok,Thailand,13.763436487848516,100.55462697312663,1.0,6.712251640177024,0.993287748359823,high_confidence,Bangkok,Bangkok; Nonthaburi; Pak Kret; Rangsit; Samut Sakhon; Om Noi; Samut Prakan,Thailand,Thailand,2697,19048031.94,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,1,9898221.78,1695496.754,100.55462697312663,13.763436487848516,0.017573394,0.073010311,0.001314438,2.71e-05,0.000801639,0.007265192,0.021587951,0.136274639,48947061.23,0.018148706,163132565.0,526000000000.0,0.822277741,78.86512339,16.47102002,10.15135568,263416.503129,0.14465527966226396,0.8919340873071285,4,7062.674060066742,7.279850110628351,3.4308809464528913,THA,6574.46109387985,33.3,140.348088629646,71668011.0,1.47434839627653,61.8689338391321,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Kuala Lumpur,Malaysia,Asia,3.1516964,101.6942371,10000,400.0,37213,50999,0.4969016115517276,0.7,0.2030983884482723,93.0325,127.4975,12.727623937529042,99.82645885236214,64.61157815920433,85.61724050931359,1.4252528310813657,0.2900252946136198,0.179415282652601,0.9841540457152068,0.0935312457107002,0.1557978623881939,0.3469087629169199,0.1679789320936232,0.0275172654717437,0.7035175879396985,0.1009862144949345,2.74092387069035,3.0124708327614265,0.1427368138085059,1,13787,0.3704888076747373,0.1980633952523319,0.2167895953140674,0.585147009433597,0.1094949229655301,0.5886331127495635,0.3030850331709117,0.0947497582516253,0.107834324036668,0.3898700902046889,1.055275975354076,1.0000000445201975,cache\R61_osmnx_city_windows\kuala_lumpur_malaysia__drive_10000m.pkl,6653,0.1787816085776476,7756,0.1520814133610463,7971,0.7482331443312821,2.0,4.024941665522854,4.0,0.115744537189417,102634,0.8430059739231269,0.3380458717384103,0.2281797455034394,0.0654461484498314,98.906488923536,69.58911282195562,no_search_result,"Kuala Lumpur, Malaysia",,,,,,,,,,,0.0,0.625,0.1280983884482724,0.0749999999999999,0.6307208512434759,0.3692791487565245,False,1648,Kuala Lumpur,Malaysia,3.101119169140817,101.64406894914953,1.0,7.915506827963859,0.9920844931720362,high_confidence,Kuala Lumpur,Kuala Lumpur; Kajang; Klang; Subang Jaya; Petaling Jaya; Selayang; Shah Alam; Ampang Jaya,Malaysia,Malaysia,1340,8413205.796,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,1,10177843.51,383365.7294,101.64406894914953,3.101119169140817,0.062688721,0.091414487,0.002317382,0.00045778,0.004555672,0.012393563,0.070821285,0.274218106,29068659.23,0.021693029,213297904.3,334000000000.0,0.858821786,75.938,14.51805489,12.77773529,131820.4538,0.1315490559572941,0.8803591100973741,3,6278.511788059702,6.924961512352443,3.1271047983648077,MYS,11883.79127749,40.7,106.913096941105,35557673.0,1.83816120540281,76.9170296648992,2024.0,2021.0,2023.0,2024.0,2024.0,2024.0
Jakarta,Indonesia,Asia,-6.1754049,106.827168,10000,400.0,50166,65445,0.512325721577254,0.7,0.1876742784227459,125.415,163.6125,13.12280714345438,80.2066293434449,51.9708385870924,66.40954010357827,1.4150675243465272,0.3659408663763465,0.1207273282909313,0.9275471687729926,0.1429444571777828,0.4288608365452784,0.493865077546031,0.2342024478730614,0.0155483793804568,0.6578957859905115,0.0923533867559701,2.609137662958976,2.9518832607533043,0.172964556967986,1,15280,0.3045887652992066,0.1477744954222867,0.1415734567185822,0.7075331722281394,0.0537474852404866,0.5512826344258234,0.2023437929146684,0.0686882198075967,0.0291370816912984,0.8566424461598473,1.0413169814243253,1.0000022729089475,cache\R61_osmnx_city_windows\jakarta_indonesia__drive_10000m.pkl,11900,0.2372124546505601,13839,0.2114600045840018,14032,0.7020491966670653,2.0,3.9037665215066086,4.0,0.1296828990717882,127741,0.7574345530580631,0.4241316413680807,0.2528710437525931,0.0355328359727886,95.61598318523508,76.68331751078746,matched,"Jakarta, Indonesia",Q3630,Jakarta,capital and largest city of Indonesia,1.0,11135191.0,662.0,16820.530211480364,+1527-06-22T00:00:00Z,2026-06-03T14:58:32Z,candidate_public_metadata_requires_spot_check,,0.625,0.112674278422746,0.0749999999999999,0.6003714487125479,0.3996285512874525,False,5472,Jakarta,Indonesia,-6.326827626029205,106.83055876296284,1.0,16.841633028660752,0.9831583669713393,high_confidence,Jakarta,Jakarta; Bekasi; Tangerang; South Tangerang; Depok; Bogor; Serang; Sukabumi; Cianjur,Indonesia,Indonesia,4614,40545125.86,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,1,10666573.75,-781670.4174,106.83055876296284,-6.326827626029205,0.030405958,0.06060534,0.000522634,9.26e-05,0.018638289,0.013275985,0.019563139,0.160400087,73584308.19,0.015948051,147746301.8,799000000000.0,0.718200864,68.96604248,13.33569675,9.025305148,451587.3894759999,0.2779221111575609,0.6760787719388385,6,8787.413493714781,7.607938652891505,3.664077590185075,IDN,4367.86266621191,34.4,148.57692229227,283487931.0,1.89719567962498,58.7509635387997,2024.0,2025.0,2023.0,2024.0,2024.0,2024.0
