system,D_f,D_f_r2,D_total
square_lattice,1.914304014084138,0.9963656049822847,2.0034214110923507
Cairo,2.2212646601444446,0.9953552769396198,2.4667397807950846
Bengaluru,2.9759245806288996,0.9847314187143211,2.9898617108864944
Hyderabad,2.2586696253871437,0.9985262106213495,2.0722194807843857
Osaka,2.0364271271064673,0.998170206965463,2.059719715790236
Tehran,2.122958087877384,0.9969044909065686,2.1167019565005023
randomized_Cairo,4.266596462849951,0.6201864034036855,2.0
