domain,instance,system_id,input_hash,scenario,replicate,pc_fractional,point_endpoint,auc_fractional,lcc_at_half,random_fixed_count_auc,auc_change
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,1,0.2825,False,0.4851178942467756,0.510977135706973,0.2779052373517049,0.2072126568950706
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,2,0.36,False,0.4739707697289353,0.4944261176202935,0.2779052373517049,0.1960655323772304
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,3,0.3075,False,0.4820260859091751,0.5098396086907064,0.2779052373517049,0.2041208485574702
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,4,0.415,False,0.4616232997479583,0.5158116255261063,0.2779052373517049,0.1837180623962533
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,5,0.3525,False,0.487052554734217,0.5042657263109999,0.2779052373517049,0.209147317382512
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,6,0.39,False,0.4978339821449523,0.5110908884085997,0.2779052373517049,0.2199287447932473
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,7,0.525,False,0.4773147584734699,0.4311227391650551,0.2779052373517049,0.1994095211217649
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,8,0.3875,False,0.4964510323079871,0.5108065066545331,0.2779052373517049,0.2185457949562821
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,9,0.4475,False,0.4911982427602663,0.5087589580252531,0.2779052373517049,0.2132930054085614
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,10,0.3475,False,0.4779361713360474,0.5069957911500398,0.2779052373517049,0.2000309339843424
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,11,0.41,False,0.4935292291377902,0.5014787851211466,0.2779052373517049,0.2156239917860852
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,targeted,0,0.9025,False,0.1206506901427929,0.0074291201293778,0.2497401830995462,-0.1290894929567533
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,targeted,1,0.8825000000000001,False,0.1133617380084172,0.0060645878607166,0.2497401830995462,-0.136378445091129
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,targeted,2,0.86,False,0.1169994383459229,0.005862434932026,0.2497401830995462,-0.1327407447536233
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,0,0.49,False,0.4439329675314746,0.4395815434376106,0.2497401830995462,0.1941927844319283
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,1,0.8475,False,0.4798817100195767,0.4615656744327083,0.2497401830995462,0.2301415269200304
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,2,0.47,False,0.4640538662649255,0.5109415272653762,0.2497401830995462,0.2143136831653792
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,3,0.4525,False,0.4690929173372539,0.51139637135493,0.2497401830995462,0.2193527342377076
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,4,0.3,False,0.4701861855291331,0.5010360337595391,0.2497401830995462,0.2204460024295868
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,5,0.4975,False,0.4662239455877556,0.5047758629403144,0.2497401830995462,0.2164837624882093
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,6,0.655,False,0.4669380133555023,0.4139081214939101,0.2497401830995462,0.217197830255956
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,7,0.355,False,0.4846326959428064,0.5067973922272199,0.2497401830995462,0.2348925128432601
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,8,0.7025,False,0.48825405573937,0.4873907110729267,0.2497401830995462,0.2385138726398237
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,9,0.4775,False,0.459960663407467,0.5102845302471319,0.2497401830995462,0.2102204803079207
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,10,0.6675,False,0.4675318250992466,0.4354374083994541,0.2497401830995462,0.2177916419997003
road,Prague,Prague,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,localized,11,0.4375,False,0.4581927962813109,0.5052812452620408,0.2497401830995462,0.2084526131817646
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,targeted,0,0.985,False,0.0733479388112099,0.0095016134815346,0.2337432262110171,-0.1603952873998072
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,targeted,1,0.9925,False,0.0736965004471855,0.0117873789888849,0.2337432262110171,-0.1600467257638316
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,targeted,2,0.98,False,0.0744648267048198,0.0108013624955181,0.2337432262110171,-0.1592783995061973
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,0,0.3275,False,0.4897090310065861,0.4536124058802438,0.2337432262110171,0.2559658047955689
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,1,0.3325,False,0.4833289014794232,0.507932950878451,0.2337432262110171,0.249585675268406
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,2,0.5325,False,0.4743810120270414,0.3864736464682682,0.2337432262110171,0.2406377858160242
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,3,0.6725,False,0.4573402084125696,0.4217909645034062,0.2337432262110171,0.2235969822015524
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,4,0.4125,False,0.481116994193188,0.4987002509860165,0.2337432262110171,0.2473737679821708
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,5,0.3825,False,0.4676258541623404,0.4681785586231624,0.2337432262110171,0.2338826279513232
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,6,0.4825,False,0.4835221506261354,0.5038992470419505,0.2337432262110171,0.2497789244151182
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,7,0.4275,False,0.489150176828161,0.5033166009322337,0.2337432262110171,0.2554069506171438
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,8,0.6475,False,0.4147306927388125,0.3083094299031911,0.2337432262110171,0.1809874665277953
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,9,0.735,False,0.4409395133882409,0.3705181068483327,0.2337432262110171,0.2071962871772237
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,10,0.715,False,0.4066738173494231,0.3186626030835425,0.2337432262110171,0.1729305911384059
road,Dar es Salaam,Dar es Salaam,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,localized,11,0.42,False,0.463634223861129,0.4212083183936895,0.2337432262110171,0.2298909976501118
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,targeted,0,0.9225,False,0.0864179692698677,0.0012727290665666,0.2527661679049959,-0.1663481986351282
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,targeted,1,0.9375,False,0.0748958292161542,0.001312193533747,0.2527661679049959,-0.1778703386888417
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,targeted,2,0.935,False,0.080716481912817,0.0012727290665666,0.2527661679049959,-0.1720496859921789
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,0,0.155,False,0.5085524156059111,0.5089633671083398,0.2527661679049959,0.2557862477009152
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,1,0.075,False,0.4963315588551618,0.4848604437779334,0.2527661679049959,0.2435653909501658
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,2,0.5575,False,0.4917435725203252,0.4471225470367118,0.2527661679049959,0.2389774046153292
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,3,0.1575,False,0.5080106670409672,0.5041881665795159,0.2527661679049959,0.2552444991359712
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,4,0.165,False,0.5097923232206373,0.5080754165967817,0.2527661679049959,0.2570261553156413
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,5,0.1425,False,0.5067586758653355,0.5143699991120495,0.2527661679049959,0.2539925079603395
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,6,0.1775,False,0.5098199105452321,0.5238020067681561,0.2527661679049959,0.2570537426402361
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,7,0.16,False,0.493116239543879,0.4959795574060006,0.2527661679049959,0.240350071638883
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,8,0.125,False,0.5072035404243955,0.5156920587625916,0.2527661679049959,0.2544373725193996
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,9,0.2175,False,0.5077070614431362,0.5175666209536588,0.2527661679049959,0.2549408935381402
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,10,0.1275,False,0.5036103180648972,0.5091212249770612,0.2527661679049959,0.2508441501599012
road,Bengaluru,Bengaluru,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,localized,11,0.1275,False,0.5059207505953469,0.5156920587625916,0.2527661679049959,0.2531545826903509
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,targeted,0,0.93,False,0.080599985162274,0.0024217861908762,0.2192366057922758,-0.1386366206300018
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,targeted,1,0.9275,False,0.0789148629958729,0.0027677556467157,0.2192366057922758,-0.1403217427964029
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,targeted,2,0.945,False,0.0721719201469552,0.0027430435427272,0.2192366057922758,-0.1470646856453206
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,0,0.2275,False,0.4740664135430876,0.4921662630356349,0.2192366057922758,0.2548298077508117
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,1,0.115,False,0.4883415412891791,0.4975782138091237,0.2192366057922758,0.2691049354969033
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,2,0.225,False,0.4843021053751852,0.488978401621114,0.2192366057922758,0.2650654995829093
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,3,0.2075,False,0.4787907016766354,0.485321010230811,0.2192366057922758,0.2595540958843596
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,4,0.135,False,0.4811315759168876,0.4769188948747096,0.2192366057922758,0.2618949701246118
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,5,0.275,False,0.4770897233933174,0.4392082241882074,0.2192366057922758,0.2578531176010415
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,6,0.2225,False,0.494002568839333,0.518015123807641,0.2192366057922758,0.2747659630470572
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,7,0.4325,False,0.4621995135763015,0.4840359808234073,0.2192366057922758,0.2429629077840257
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,8,0.225,False,0.4933231243841725,0.5037562398062571,0.2192366057922758,0.2740865185918967
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,9,0.38,False,0.4856575665143558,0.4802797410171502,0.2192366057922758,0.26642096072208
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,10,0.0775,False,0.4862834950291668,0.4933030198191074,0.2192366057922758,0.267046889236891
road,Ho Chi Minh City,Ho Chi Minh City,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,localized,11,0.135,False,0.4804764254984419,0.4817624672564622,0.2192366057922758,0.261239819706166
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,targeted,0,0.9325,False,0.0907751693967252,0.0044733631557543,0.2742553476508468,-0.1834801782541216
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,targeted,1,0.915,False,0.0777906289359523,0.004601785064532,0.2742553476508468,-0.1964647187148945
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,targeted,2,0.925,False,0.0852184868774615,0.0046231887159949,0.2742553476508468,-0.1890368607733853
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,0,0.5725,False,0.4260736596160675,0.2686800368142805,0.2742553476508468,0.1518183119652207
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,1,0.675,False,0.4607879328956093,0.4040367286659104,0.2742553476508468,0.1865325852447625
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,2,0.5025000000000001,False,0.4434327956635349,0.2563729372230902,0.2742553476508468,0.169177448012688
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,3,0.7925,False,0.4603730775209417,0.4540570621348002,0.2742553476508468,0.1861177298700949
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,4,0.465,False,0.4517386748644686,0.5079514565184821,0.2742553476508468,0.1774833272136218
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,5,0.81,False,0.4809810982259389,0.4826951477922133,0.2742553476508468,0.206725750575092
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,6,0.86,False,0.4717681646534087,0.4659360886967316,0.2742553476508468,0.1975128170025619
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,7,0.5750000000000001,False,0.4341760060900214,0.3493718028295627,0.2742553476508468,0.1599206584391745
road,Tunis,Tunis,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,localized,8,0.55,False,0.4346112294197942,0.2751653432075512,0.2742553476508468,0.1603558817689473
