domain,instance,system_id,input_hash,scenario,replicate,pc_fractional,point_endpoint,auc_fractional,lcc_at_half,random_fixed_count_auc,auc_change
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,targeted,0,0.8300000000000001,False,0.2153154984610438,0.0153949730700179,0.3517264989856329,-0.1364110005245891
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,targeted,1,0.7725,False,0.2337784426262714,0.0145421903052064,0.3517264989856329,-0.1179480563593615
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,targeted,2,0.795,False,0.2337983094954245,0.016472172351885,0.3517264989856329,-0.1179281894902084
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,0,0.0625,False,0.4943392475135419,0.4846499102333931,0.3517264989856329,0.1426127485279089
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,1,0.06,False,0.4991134999681248,0.5009874326750449,0.3517264989856329,0.1473870009824918
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,2,0.225,False,0.5170935702823175,0.5284560143626571,0.3517264989856329,0.1653670712966845
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,3,0.2125,False,0.4969196737092383,0.5052064631956912,0.3517264989856329,0.1451931747236053
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,4,0.17,False,0.5108702138676244,0.5236983842010772,0.3517264989856329,0.1591437148819914
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,5,0.065,False,0.4996003692384717,0.5012118491921005,0.3517264989856329,0.1478738702528387
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,6,0.0575,False,0.5002742983091841,0.5026929982046678,0.3517264989856329,0.1485477993235511
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,7,0.11,False,0.4855963947234632,0.4809245960502693,0.3517264989856329,0.1338698957378302
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,8,0.0625,False,0.4963328320709572,0.4956912028725314,0.3517264989856329,0.1446063330853242
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,9,0.1075,False,0.5084035229042436,0.5171903052064631,0.3517264989856329,0.1566770239186106
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,10,0.06,False,0.4906099690341386,0.4816427289048474,0.3517264989856329,0.1388834700485056
road,Los Angeles,Los Angeles,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,localized,11,0.085,False,0.4897901533416255,0.4884201077199281,0.3517264989856329,0.1380636543559925
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,targeted,0,0.975,False,0.1491259803719382,0.0138335056367843,0.3395946168446478,-0.1904686364727096
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,targeted,1,0.98,False,0.1657724857961058,0.0142273420961945,0.3395946168446478,-0.173822131048542
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,targeted,2,0.9825,False,0.1614618649908136,0.013439669177374,0.3395946168446478,-0.1781327518538342
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,0,0.955,False,0.4931402776241512,0.4983508098262196,0.3395946168446478,0.1535456607795033
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,1,0.745,False,0.4565255083377851,0.4405553094077684,0.3395946168446478,0.1169308914931372
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,2,0.4775,False,0.49463287972975,0.501599960616354,0.3395946168446478,0.1550382628851021
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,3,0.7775,False,0.4893298131551372,0.4866341751587653,0.3395946168446478,0.1497351963104893
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,4,0.2175,False,0.486862008291584,0.4618717077733471,0.3395946168446478,0.1472673914469361
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,5,0.61,False,0.4921768445149487,0.4780682321665928,0.3395946168446478,0.1525822276703008
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,6,0.3625,False,0.4965402905621672,0.519421060404667,0.3395946168446478,0.1569456737175193
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,7,0.72,False,0.4803184044642864,0.465563924580318,0.3395946168446478,0.1407237876196385
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,8,0.32,False,0.4841011044762134,0.5027322404371585,0.3395946168446478,0.1445064876315655
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,9,0.2025,False,0.4947154975667756,0.5053414069807513,0.3395946168446478,0.1551208807221277
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,10,0.4725,False,0.4736091903484981,0.5222271451779649,0.3395946168446478,0.1340145735038502
road,Montreal,Montreal,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,localized,11,0.4525,False,0.4791710709771616,0.5138581204154975,0.3395946168446478,0.1395764541325137
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,targeted,0,0.9125,False,0.1282304456135325,0.0054405468044152,0.3095288941573332,-0.1812984485438007
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,targeted,1,0.9025,False,0.1336283955948423,0.0059708528106218,0.3095288941573332,-0.1759004985624909
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,targeted,2,0.895,False,0.1183329433459902,0.0060494166633931,0.3095288941573332,-0.191195950811343
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,0,0.2075,False,0.4926352424149859,0.4904937738146678,0.3095288941573332,0.1831063482576526
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,1,0.8725,False,0.4909659513754618,0.496307498919747,0.3095288941573332,0.1814370572181285
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,2,0.1325,False,0.4923750177287711,0.48988490395569,0.3095288941573332,0.1828461235714378
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,3,0.8200000000000001,False,0.4892378224039834,0.4931845857720862,0.3095288941573332,0.1797089282466501
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,4,0.8775000000000001,False,0.4929285468627958,0.4919275641277448,0.3095288941573332,0.1833996527054625
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,5,0.145,False,0.4926994564344069,0.4891974702439408,0.3095288941573332,0.1831705622770736
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,6,0.91,False,0.4936250780125319,0.4943826845268492,0.3095288941573332,0.1840961838551986
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,7,0.615,False,0.4791051496859858,0.4204737400322111,0.3095288941573332,0.1695762555286525
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,8,0.9025,False,0.4910471481398912,0.4953647326864909,0.3095288941573332,0.1815182539825579
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,9,0.61,False,0.4881817278647506,0.4570452134972699,0.3095288941573332,0.1786528337074173
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,10,0.6025,False,0.4751400030632259,0.4676709745845936,0.3095288941573332,0.1656111089058926
road,Seoul,Seoul,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,localized,11,0.3075,False,0.4876262010645247,0.5124327297010646,0.3095288941573332,0.1780973069071914
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,targeted,0,0.905,False,0.1285095887461533,0.0070526675008531,0.2779052373517049,-0.1493956486055516
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,targeted,1,0.9175,False,0.1508796877150227,0.0087020816744397,0.2779052373517049,-0.1270255496366822
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,targeted,2,0.8675,False,0.1380501064831558,0.0066545330451598,0.2779052373517049,-0.1398551308685491
road,Warsaw,Warsaw,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,localized,0,0.37,False,0.4960456519066106,0.5052895006256398,0.2779052373517049,0.2181404145549056
