ladder,instance,macro_region,replicate,swap_multiplier,n_nodes,n_edges,n_swaps,swaps_per_edge,orders,seed,graph_sha256,source_sha256,pc_control,pc_observed,pc_cebh,null_gap,organization_residual,degree_sequence_exact
order,Auckland,Oceania,1,1.0,12533,16775,33550,2.0,2048,20261006,35e86e1b815f18c3bf236b41cfdc058304eb9efeb60b28a861f7a291eb5cb09e,04a8fa5a988a0061d23e6f3a2ed3b53261459c235a42cda748fa1e3c4aab14de,0.535,0.75,0.5044505924099357,0.030549407590064304,0.21499999999999997,True
order,Auckland,Oceania,1,1.0,12533,16775,33550,2.0,4096,20261006,35e86e1b815f18c3bf236b41cfdc058304eb9efeb60b28a861f7a291eb5cb09e,04a8fa5a988a0061d23e6f3a2ed3b53261459c235a42cda748fa1e3c4aab14de,0.535,0.75,0.5044505924099357,0.030549407590064304,0.21499999999999997,True
order,Auckland,Oceania,2,1.0,12533,16775,33550,2.0,256,20261107,fa62865acc872b0ead14dbf07cd8bc37f05cff65aea82bd1010aac6c43a6da32,04a8fa5a988a0061d23e6f3a2ed3b53261459c235a42cda748fa1e3c4aab14de,0.535,0.75,0.5044505924099357,0.030549407590064304,0.21499999999999997,True
order,Auckland,Oceania,2,1.0,12533,16775,33550,2.0,512,20261107,fa62865acc872b0ead14dbf07cd8bc37f05cff65aea82bd1010aac6c43a6da32,04a8fa5a988a0061d23e6f3a2ed3b53261459c235a42cda748fa1e3c4aab14de,0.535,0.75,0.5044505924099357,0.030549407590064304,0.21499999999999997,True
order,Auckland,Oceania,2,1.0,12533,16775,33550,2.0,1024,20261107,fa62865acc872b0ead14dbf07cd8bc37f05cff65aea82bd1010aac6c43a6da32,04a8fa5a988a0061d23e6f3a2ed3b53261459c235a42cda748fa1e3c4aab14de,0.535,0.75,0.5044505924099357,0.030549407590064304,0.21499999999999997,True
order,Auckland,Oceania,2,1.0,12533,16775,33550,2.0,2048,20261107,fa62865acc872b0ead14dbf07cd8bc37f05cff65aea82bd1010aac6c43a6da32,04a8fa5a988a0061d23e6f3a2ed3b53261459c235a42cda748fa1e3c4aab14de,0.535,0.75,0.5044505924099357,0.030549407590064304,0.21499999999999997,True
order,Auckland,Oceania,2,1.0,12533,16775,33550,2.0,4096,20261107,fa62865acc872b0ead14dbf07cd8bc37f05cff65aea82bd1010aac6c43a6da32,04a8fa5a988a0061d23e6f3a2ed3b53261459c235a42cda748fa1e3c4aab14de,0.535,0.75,0.5044505924099357,0.030549407590064304,0.21499999999999997,True
order,Bangkok,Asia,1,1.0,63366,71694,143388,2.0,256,20261006,fb70be864b056a24f28aeaa31738e031c5b5fa313b18aed5b31e7cc44fb42241,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.59,0.92,0.5689051824695883,0.021094817530411647,0.33000000000000007,True
order,Bangkok,Asia,1,1.0,63366,71694,143388,2.0,512,20261006,fb70be864b056a24f28aeaa31738e031c5b5fa313b18aed5b31e7cc44fb42241,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.59,0.92,0.5689051824695883,0.021094817530411647,0.33000000000000007,True
order,Bangkok,Asia,1,1.0,63366,71694,143388,2.0,1024,20261006,fb70be864b056a24f28aeaa31738e031c5b5fa313b18aed5b31e7cc44fb42241,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.59,0.92,0.5689051824695883,0.021094817530411647,0.33000000000000007,True
order,Bangkok,Asia,1,1.0,63366,71694,143388,2.0,2048,20261006,fb70be864b056a24f28aeaa31738e031c5b5fa313b18aed5b31e7cc44fb42241,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.59,0.92,0.5689051824695883,0.021094817530411647,0.33000000000000007,True
order,Bangkok,Asia,1,1.0,63366,71694,143388,2.0,4096,20261006,fb70be864b056a24f28aeaa31738e031c5b5fa313b18aed5b31e7cc44fb42241,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.59,0.92,0.5689051824695883,0.021094817530411647,0.33000000000000007,True
order,Bangkok,Asia,2,1.0,63366,71694,143388,2.0,256,20261107,e055e632f6c507c72d6ec2b4bde43fd06f548f049d82efb0b1fbb9a20338d4e3,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.59,0.92,0.5689051824695883,0.021094817530411647,0.33000000000000007,True
order,Bangkok,Asia,2,1.0,63366,71694,143388,2.0,512,20261107,e055e632f6c507c72d6ec2b4bde43fd06f548f049d82efb0b1fbb9a20338d4e3,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.59,0.92,0.5689051824695883,0.021094817530411647,0.33000000000000007,True
order,Bangkok,Asia,2,1.0,63366,71694,143388,2.0,1024,20261107,e055e632f6c507c72d6ec2b4bde43fd06f548f049d82efb0b1fbb9a20338d4e3,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.5925,0.92,0.5689051824695883,0.023594817530411705,0.3275,True
order,Bangkok,Asia,2,1.0,63366,71694,143388,2.0,2048,20261107,e055e632f6c507c72d6ec2b4bde43fd06f548f049d82efb0b1fbb9a20338d4e3,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.5925,0.92,0.5689051824695883,0.023594817530411705,0.3275,True
order,Bangkok,Asia,2,1.0,63366,71694,143388,2.0,4096,20261107,e055e632f6c507c72d6ec2b4bde43fd06f548f049d82efb0b1fbb9a20338d4e3,e1462165a4d58eee692be25a1afef11ac4ae74b354702427f4271d2497f2a49b,0.5925,0.92,0.5689051824695883,0.023594817530411705,0.3275,True
order,Barcelona,Europe,1,1.0,18674,28820,57640,2.0,256,20261006,84a552a701626eb156f2e2a59c97fab760e8f44c2e8813ccbcb181ce300669e6,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.4625,0.6275000000000001,0.438814196750765,0.023685803249235027,0.16500000000000004,True
order,Barcelona,Europe,1,1.0,18674,28820,57640,2.0,512,20261006,84a552a701626eb156f2e2a59c97fab760e8f44c2e8813ccbcb181ce300669e6,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.465,0.6275000000000001,0.438814196750765,0.02618580324923503,0.16250000000000003,True
order,Barcelona,Europe,1,1.0,18674,28820,57640,2.0,1024,20261006,84a552a701626eb156f2e2a59c97fab760e8f44c2e8813ccbcb181ce300669e6,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.465,0.6275000000000001,0.438814196750765,0.02618580324923503,0.16250000000000003,True
order,Barcelona,Europe,1,1.0,18674,28820,57640,2.0,2048,20261006,84a552a701626eb156f2e2a59c97fab760e8f44c2e8813ccbcb181ce300669e6,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.4625,0.6275000000000001,0.438814196750765,0.023685803249235027,0.16500000000000004,True
order,Barcelona,Europe,1,1.0,18674,28820,57640,2.0,4096,20261006,84a552a701626eb156f2e2a59c97fab760e8f44c2e8813ccbcb181ce300669e6,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.4625,0.6275000000000001,0.438814196750765,0.023685803249235027,0.16500000000000004,True
order,Barcelona,Europe,2,1.0,18674,28820,57640,2.0,256,20261107,8b9ee8f9c6090c235f6faa8bf5ab8d2abcba75509135b426c4a32af11c5c7e99,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.4625,0.6275000000000001,0.438814196750765,0.023685803249235027,0.16500000000000004,True
order,Barcelona,Europe,2,1.0,18674,28820,57640,2.0,512,20261107,8b9ee8f9c6090c235f6faa8bf5ab8d2abcba75509135b426c4a32af11c5c7e99,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.465,0.6275000000000001,0.438814196750765,0.02618580324923503,0.16250000000000003,True
order,Barcelona,Europe,2,1.0,18674,28820,57640,2.0,1024,20261107,8b9ee8f9c6090c235f6faa8bf5ab8d2abcba75509135b426c4a32af11c5c7e99,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.465,0.6275000000000001,0.438814196750765,0.02618580324923503,0.16250000000000003,True
order,Barcelona,Europe,2,1.0,18674,28820,57640,2.0,2048,20261107,8b9ee8f9c6090c235f6faa8bf5ab8d2abcba75509135b426c4a32af11c5c7e99,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.4625,0.6275000000000001,0.438814196750765,0.023685803249235027,0.16500000000000004,True
order,Barcelona,Europe,2,1.0,18674,28820,57640,2.0,4096,20261107,8b9ee8f9c6090c235f6faa8bf5ab8d2abcba75509135b426c4a32af11c5c7e99,8c644d7caf49057e92c28ae69518861f9b1fbfcf4f0feaaa5b9b30496d7e74cd,0.4625,0.6275000000000001,0.438814196750765,0.023685803249235027,0.16500000000000004,True
order,Bengaluru,Asia,1,1.0,101357,136603,273206,2.0,256,20261006,1c1570746a5b6e941be6799427a3815d13cd96e561273bdfe8a6c530d9bb9838,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.5075000000000001,0.685,0.487624045120297,0.01987595487970306,0.1775,True
order,Bengaluru,Asia,1,1.0,101357,136603,273206,2.0,512,20261006,1c1570746a5b6e941be6799427a3815d13cd96e561273bdfe8a6c530d9bb9838,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.5025000000000001,0.685,0.487624045120297,0.014875954879703057,0.1825,True
order,Bengaluru,Asia,1,1.0,101357,136603,273206,2.0,1024,20261006,1c1570746a5b6e941be6799427a3815d13cd96e561273bdfe8a6c530d9bb9838,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.5025000000000001,0.685,0.487624045120297,0.014875954879703057,0.1825,True
order,Bengaluru,Asia,1,1.0,101357,136603,273206,2.0,2048,20261006,1c1570746a5b6e941be6799427a3815d13cd96e561273bdfe8a6c530d9bb9838,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.505,0.685,0.487624045120297,0.017375954879703004,0.18000000000000005,True
order,Bengaluru,Asia,1,1.0,101357,136603,273206,2.0,4096,20261006,1c1570746a5b6e941be6799427a3815d13cd96e561273bdfe8a6c530d9bb9838,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.5025000000000001,0.685,0.487624045120297,0.014875954879703057,0.1825,True
order,Bengaluru,Asia,2,1.0,101357,136603,273206,2.0,256,20261107,14b0651cfca28abeeaf0d20d3716368ce42c1fe854f269dbd0c166acb534350a,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.505,0.685,0.487624045120297,0.017375954879703004,0.18000000000000005,True
order,Bengaluru,Asia,2,1.0,101357,136603,273206,2.0,512,20261107,14b0651cfca28abeeaf0d20d3716368ce42c1fe854f269dbd0c166acb534350a,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.505,0.685,0.487624045120297,0.017375954879703004,0.18000000000000005,True
order,Bengaluru,Asia,2,1.0,101357,136603,273206,2.0,1024,20261107,14b0651cfca28abeeaf0d20d3716368ce42c1fe854f269dbd0c166acb534350a,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.505,0.685,0.487624045120297,0.017375954879703004,0.18000000000000005,True
order,Bengaluru,Asia,2,1.0,101357,136603,273206,2.0,2048,20261107,14b0651cfca28abeeaf0d20d3716368ce42c1fe854f269dbd0c166acb534350a,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.5025000000000001,0.685,0.487624045120297,0.014875954879703057,0.1825,True
order,Bengaluru,Asia,2,1.0,101357,136603,273206,2.0,4096,20261107,14b0651cfca28abeeaf0d20d3716368ce42c1fe854f269dbd0c166acb534350a,a0f6df009d3b8b9764dcea9e7501de04c3077f4bab9b4cde67b36bfb10b73666,0.5025000000000001,0.685,0.487624045120297,0.014875954879703057,0.1825,True
order,Bogota,Latin America,1,1.0,40772,60476,120952,2.0,256,20261006,056404edeed982530e8ab1c46b857dcc7eeefa58a17bec075d1f486677f1d91e,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.47000000000000003,0.6525,0.4493951193413192,0.020604880658680824,0.18249999999999994,True
order,Bogota,Latin America,1,1.0,40772,60476,120952,2.0,512,20261006,056404edeed982530e8ab1c46b857dcc7eeefa58a17bec075d1f486677f1d91e,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.47000000000000003,0.6525,0.4493951193413192,0.020604880658680824,0.18249999999999994,True
order,Bogota,Latin America,1,1.0,40772,60476,120952,2.0,1024,20261006,056404edeed982530e8ab1c46b857dcc7eeefa58a17bec075d1f486677f1d91e,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.47000000000000003,0.6525,0.4493951193413192,0.020604880658680824,0.18249999999999994,True
order,Bogota,Latin America,1,1.0,40772,60476,120952,2.0,2048,20261006,056404edeed982530e8ab1c46b857dcc7eeefa58a17bec075d1f486677f1d91e,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.47000000000000003,0.6525,0.4493951193413192,0.020604880658680824,0.18249999999999994,True
order,Bogota,Latin America,1,1.0,40772,60476,120952,2.0,4096,20261006,056404edeed982530e8ab1c46b857dcc7eeefa58a17bec075d1f486677f1d91e,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.47000000000000003,0.6525,0.4493951193413192,0.020604880658680824,0.18249999999999994,True
order,Bogota,Latin America,2,1.0,40772,60476,120952,2.0,256,20261107,61a9711c14b7222770e379fe828edd2a070aec8153f92472e5e9ddce0733bdb4,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.47000000000000003,0.6525,0.4493951193413192,0.020604880658680824,0.18249999999999994,True
order,Bogota,Latin America,2,1.0,40772,60476,120952,2.0,512,20261107,61a9711c14b7222770e379fe828edd2a070aec8153f92472e5e9ddce0733bdb4,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.4675,0.6525,0.4493951193413192,0.018104880658680822,0.18499999999999994,True
order,Bogota,Latin America,2,1.0,40772,60476,120952,2.0,1024,20261107,61a9711c14b7222770e379fe828edd2a070aec8153f92472e5e9ddce0733bdb4,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.4675,0.6525,0.4493951193413192,0.018104880658680822,0.18499999999999994,True
order,Bogota,Latin America,2,1.0,40772,60476,120952,2.0,2048,20261107,61a9711c14b7222770e379fe828edd2a070aec8153f92472e5e9ddce0733bdb4,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.4675,0.6525,0.4493951193413192,0.018104880658680822,0.18499999999999994,True
order,Bogota,Latin America,2,1.0,40772,60476,120952,2.0,4096,20261107,61a9711c14b7222770e379fe828edd2a070aec8153f92472e5e9ddce0733bdb4,af1ed8028a379c90eddbf433fa52997c3e0d380b3383fe1bf1cd840ac4aa43ae,0.47000000000000003,0.6525,0.4493951193413192,0.020604880658680824,0.18249999999999994,True
order,Boston,North America,1,1.0,24819,35843,71686,2.0,256,20261006,3b04ac595230fcaacd5448e538edde2c481ee43bdf94c7fcd553736ed6ea79df,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Boston,North America,1,1.0,24819,35843,71686,2.0,512,20261006,3b04ac595230fcaacd5448e538edde2c481ee43bdf94c7fcd553736ed6ea79df,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Boston,North America,1,1.0,24819,35843,71686,2.0,1024,20261006,3b04ac595230fcaacd5448e538edde2c481ee43bdf94c7fcd553736ed6ea79df,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.485,0.675,0.4629981269779758,0.022001873022024165,0.19000000000000006,True
order,Boston,North America,1,1.0,24819,35843,71686,2.0,2048,20261006,3b04ac595230fcaacd5448e538edde2c481ee43bdf94c7fcd553736ed6ea79df,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Boston,North America,1,1.0,24819,35843,71686,2.0,4096,20261006,3b04ac595230fcaacd5448e538edde2c481ee43bdf94c7fcd553736ed6ea79df,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Boston,North America,2,1.0,24819,35843,71686,2.0,256,20261107,c76e9122214b9ae04f055526883e3b4919d5c3cba4c6fdb04049a81e82655daf,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.49,0.675,0.4629981269779758,0.02700187302202417,0.18500000000000005,True
order,Boston,North America,2,1.0,24819,35843,71686,2.0,512,20261107,c76e9122214b9ae04f055526883e3b4919d5c3cba4c6fdb04049a81e82655daf,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Boston,North America,2,1.0,24819,35843,71686,2.0,1024,20261107,c76e9122214b9ae04f055526883e3b4919d5c3cba4c6fdb04049a81e82655daf,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Boston,North America,2,1.0,24819,35843,71686,2.0,2048,20261107,c76e9122214b9ae04f055526883e3b4919d5c3cba4c6fdb04049a81e82655daf,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Boston,North America,2,1.0,24819,35843,71686,2.0,4096,20261107,c76e9122214b9ae04f055526883e3b4919d5c3cba4c6fdb04049a81e82655daf,3f49fe2b28a080147e98804743f9221d89d877076448d4ea1df9b1b016de297f,0.4875,0.675,0.4629981269779758,0.024501873022024168,0.18750000000000006,True
order,Brisbane,Oceania,1,1.0,25339,35174,70348,2.0,256,20261006,4c5437dffc8368565319e183a56434f9887532173719ea514dcbe474f9f31572,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.515,0.71,0.4911197989388439,0.023880201061156126,0.19499999999999995,True
order,Brisbane,Oceania,1,1.0,25339,35174,70348,2.0,512,20261006,4c5437dffc8368565319e183a56434f9887532173719ea514dcbe474f9f31572,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.515,0.71,0.4911197989388439,0.023880201061156126,0.19499999999999995,True
order,Brisbane,Oceania,1,1.0,25339,35174,70348,2.0,1024,20261006,4c5437dffc8368565319e183a56434f9887532173719ea514dcbe474f9f31572,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.515,0.71,0.4911197989388439,0.023880201061156126,0.19499999999999995,True
order,Brisbane,Oceania,1,1.0,25339,35174,70348,2.0,2048,20261006,4c5437dffc8368565319e183a56434f9887532173719ea514dcbe474f9f31572,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.515,0.71,0.4911197989388439,0.023880201061156126,0.19499999999999995,True
order,Brisbane,Oceania,1,1.0,25339,35174,70348,2.0,4096,20261006,4c5437dffc8368565319e183a56434f9887532173719ea514dcbe474f9f31572,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.515,0.71,0.4911197989388439,0.023880201061156126,0.19499999999999995,True
order,Brisbane,Oceania,2,1.0,25339,35174,70348,2.0,256,20261107,cbd0f9c5b2f2be10c85a0ea429e31e891f531e78c66dd5da5fee088163bf530c,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.5175,0.71,0.4911197989388439,0.026380201061156072,0.1925,True
order,Brisbane,Oceania,2,1.0,25339,35174,70348,2.0,512,20261107,cbd0f9c5b2f2be10c85a0ea429e31e891f531e78c66dd5da5fee088163bf530c,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.5175,0.71,0.4911197989388439,0.026380201061156072,0.1925,True
order,Brisbane,Oceania,2,1.0,25339,35174,70348,2.0,1024,20261107,cbd0f9c5b2f2be10c85a0ea429e31e891f531e78c66dd5da5fee088163bf530c,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.5175,0.71,0.4911197989388439,0.026380201061156072,0.1925,True
order,Brisbane,Oceania,2,1.0,25339,35174,70348,2.0,2048,20261107,cbd0f9c5b2f2be10c85a0ea429e31e891f531e78c66dd5da5fee088163bf530c,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.5175,0.71,0.4911197989388439,0.026380201061156072,0.1925,True
order,Brisbane,Oceania,2,1.0,25339,35174,70348,2.0,4096,20261107,cbd0f9c5b2f2be10c85a0ea429e31e891f531e78c66dd5da5fee088163bf530c,907fbb829f1aa4c98befee2700573198eaa9a4c68e262fbf67608530e4f8746c,0.515,0.71,0.4911197989388439,0.023880201061156126,0.19499999999999995,True
order,Buenos Aires,Latin America,1,1.0,21642,37472,74944,2.0,256,20261006,ea833bb7a2618eec9b1f2a61196ed8ebd1cd4562082330249eb14cb292ef0953,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4,0.555,0.3806157377781841,0.01938426222181594,0.15500000000000003,True
order,Buenos Aires,Latin America,1,1.0,21642,37472,74944,2.0,512,20261006,ea833bb7a2618eec9b1f2a61196ed8ebd1cd4562082330249eb14cb292ef0953,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4,0.555,0.3806157377781841,0.01938426222181594,0.15500000000000003,True
order,Buenos Aires,Latin America,1,1.0,21642,37472,74944,2.0,1024,20261006,ea833bb7a2618eec9b1f2a61196ed8ebd1cd4562082330249eb14cb292ef0953,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4,0.555,0.3806157377781841,0.01938426222181594,0.15500000000000003,True
order,Buenos Aires,Latin America,1,1.0,21642,37472,74944,2.0,2048,20261006,ea833bb7a2618eec9b1f2a61196ed8ebd1cd4562082330249eb14cb292ef0953,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4025,0.555,0.3806157377781841,0.021884262221815942,0.15250000000000002,True
order,Buenos Aires,Latin America,1,1.0,21642,37472,74944,2.0,4096,20261006,ea833bb7a2618eec9b1f2a61196ed8ebd1cd4562082330249eb14cb292ef0953,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4025,0.555,0.3806157377781841,0.021884262221815942,0.15250000000000002,True
order,Buenos Aires,Latin America,2,1.0,21642,37472,74944,2.0,256,20261107,5845e2746bd9f0805550005dab921308e7aa161197e9576940734c9f08283bbd,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4025,0.555,0.3806157377781841,0.021884262221815942,0.15250000000000002,True
order,Buenos Aires,Latin America,2,1.0,21642,37472,74944,2.0,512,20261107,5845e2746bd9f0805550005dab921308e7aa161197e9576940734c9f08283bbd,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4025,0.555,0.3806157377781841,0.021884262221815942,0.15250000000000002,True
order,Buenos Aires,Latin America,2,1.0,21642,37472,74944,2.0,1024,20261107,5845e2746bd9f0805550005dab921308e7aa161197e9576940734c9f08283bbd,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4025,0.555,0.3806157377781841,0.021884262221815942,0.15250000000000002,True
order,Buenos Aires,Latin America,2,1.0,21642,37472,74944,2.0,2048,20261107,5845e2746bd9f0805550005dab921308e7aa161197e9576940734c9f08283bbd,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4025,0.555,0.3806157377781841,0.021884262221815942,0.15250000000000002,True
order,Buenos Aires,Latin America,2,1.0,21642,37472,74944,2.0,4096,20261107,5845e2746bd9f0805550005dab921308e7aa161197e9576940734c9f08283bbd,d8ce99ca71d276c27121e7f9e4d804ba63fa0194bc1d8ed347d7b6a0b0c96c9d,0.4025,0.555,0.3806157377781841,0.021884262221815942,0.15250000000000002,True
order,Cairo,Africa,1,1.0,118235,163341,326682,2.0,256,20261006,a0f3dd0420b6545f7615c4a3e855022189aec6d67e0d36e451efd4682b9876cd,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.505,0.6975,0.4905812814983452,0.014418718501654826,0.1925,True
order,Cairo,Africa,1,1.0,118235,163341,326682,2.0,512,20261006,a0f3dd0420b6545f7615c4a3e855022189aec6d67e0d36e451efd4682b9876cd,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.505,0.6975,0.4905812814983452,0.014418718501654826,0.1925,True
order,Cairo,Africa,1,1.0,118235,163341,326682,2.0,1024,20261006,a0f3dd0420b6545f7615c4a3e855022189aec6d67e0d36e451efd4682b9876cd,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.505,0.6975,0.4905812814983452,0.014418718501654826,0.1925,True
order,Cairo,Africa,1,1.0,118235,163341,326682,2.0,2048,20261006,a0f3dd0420b6545f7615c4a3e855022189aec6d67e0d36e451efd4682b9876cd,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.505,0.6975,0.4905812814983452,0.014418718501654826,0.1925,True
order,Cairo,Africa,1,1.0,118235,163341,326682,2.0,4096,20261006,a0f3dd0420b6545f7615c4a3e855022189aec6d67e0d36e451efd4682b9876cd,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.505,0.6975,0.4905812814983452,0.014418718501654826,0.1925,True
order,Cairo,Africa,2,1.0,118235,163341,326682,2.0,256,20261107,4b70d997fede5eba1f4f2463eb1c6793b59357c38d2707aedc376df1b85c14f0,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.505,0.6975,0.4905812814983452,0.014418718501654826,0.1925,True
order,Cairo,Africa,2,1.0,118235,163341,326682,2.0,512,20261107,4b70d997fede5eba1f4f2463eb1c6793b59357c38d2707aedc376df1b85c14f0,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.5075000000000001,0.6975,0.4905812814983452,0.016918718501654884,0.18999999999999995,True
order,Cairo,Africa,2,1.0,118235,163341,326682,2.0,1024,20261107,4b70d997fede5eba1f4f2463eb1c6793b59357c38d2707aedc376df1b85c14f0,a597851df664ecd713b1ded810e9237f67f19a4fac3e3c8dbc5daa1e3c6a765e,0.5075000000000001,0.6975,0.4905812814983452,0.016918718501654884,0.18999999999999995,True
