instance,n_nodes,n_edges,abstract_planar,source_package,source_version,source_sha256,derived_topology_sha256,coordinate_semantics,geographic_crs_verified,physical_geography_verified,measured_geographic_chi
Net6,3356,3830,False,wntr,1.4.0,9a2ac6412469d4a5dc6352fc249f0c9841047ad1b908e0b7051faf1b55dcafab,a3ef74768ee1e6fd1441ebe6bdc564fd6cb3fc78ad75ec95a025908e25f8b409,unverified_geographic_semantics_schematic_possible,False,False,
ky4,964,1137,True,wntr,1.4.0,0f776ada1c8fb17dad50d04b8035b4b96421de5c85ee7756697d6df28d4f2579,1c430fd8e7ba33e7000b2a350b43f688959b90bd4d9957a990d80f30343243ea,unverified_geographic_semantics_schematic_possible,False,False,
ky10,935,1059,True,wntr,1.4.0,1cca0fe154cc80cb6ea63c085d3c34430e2c3dfea9efa99eb130c7288e8ca950,f4b88e5aa7abd6cd55bafcd41c292d21381a774fa62bf77b39ea407e3e7ad11b,unverified_geographic_semantics_schematic_possible,False,False,
Net3,97,119,True,wntr,1.4.0,ea3e825c4fef0b5cba47fb06301bc85253f18b6364dc96c44d9fb492c40faa52,9040ee398d34534efd11768ef6dd5eff63972feee668796ea034ac191f86e625,unverified_geographic_semantics_schematic_possible,False,False,
