escalated,unsafe_retained,safe_retained,retained,instance,macro_region,absolute_error,covered
0.30768393307357367,0.0,0.0,0.6923160669264263,Abidjan,Africa,0.017773594703362372,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Adelaide,Oceania,0.014328721451639104,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Amman,Middle East,0.004906882330197204,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Ankara,Middle East,0.0067967304133250694,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Calgary,North America,0.012293771834266165,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Cape Town,Africa,0.013030797615668499,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Chengdu,Asia,0.04498138795768203,True
0.14837098221212963,0.0,0.0,0.8516290177878704,Colombo,Asia,0.014688393729862859,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Cordoba,Latin America,0.01653642653642662,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Kigali,Africa,0.0052808524319111205,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Medellin,Latin America,0.048533837882064224,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Minneapolis,North America,0.005583306215424688,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Munich,Europe,0.020060170237745756,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Muscat,Middle East,0.001932536893886172,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Perth,Oceania,0.0020128624619204505,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Philadelphia,North America,0.02165690206859261,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Recife,Latin America,0.001832486267262179,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Sapporo,Asia,0.00012255786380732658,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Stockholm,Europe,0.034203606311044354,True
0.30768393307357367,0.0,0.0,0.6923160669264263,Valencia,Europe,0.0375787423253765,True
0.24474099222323498,0.0,0.0,0.755259007776765,Wellington,Oceania,0.011140389725420752,True
