cohort,domain,instance,system_id,snapshot_name,snapshot_format,snapshot_sha256,ordered_edges_sha256,n_nodes,n_edges,input_hash,seed,n_orders,n_bootstrap,p_step,method_version
reference,road,Rio de Janeiro,Rio de Janeiro,road_Rio_de_Janeiro.npz,npz,8e0fa55619e3f1823c16e3e6c29ec7c27298efaed8fc87430128f261ddd01efe,75e8aa60dd8e8f46b476de270152ddbd3c8fee4057f42365dec9324bc8bca43c,14909,20774,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,20309546,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Riyadh,Riyadh,road_Riyadh.npz,npz,325f5dea6ac45a29870d3009d4f25c1d7aca5102e9624c5b27d62df49186a375,f846560d918b182617b62186a8aa58f6729d53144ab1ddfd486e07cc700d326a,52112,79423,598172e9ba56032da1b853bbd215b8b8dcc7673f9afa44e34a62853b54d5f3cc,20289736,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Rome,Rome,road_Rome.npz,npz,24b4f77d586a019a6ff40f7dac4bcec1c179d2bbbb4cf6a550ea454a3288bc2f,be07ea6176546bb1c2214f1f63ab0ba7796360898382c95fa63851feb9a5ccd3,25843,37062,775d3fdc7167aa3c7e62f09d12d3a1af88893fcdf5757ff1db1f19ca80b81f8a,20285530,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,San Francisco,San Francisco,road_San_Francisco.npz,npz,f34451517d1af189cf2f0ae3bfd8bd8806080b2be8314e0855a00878382c0578,d43dea023e6442cb49f5ad86bed7e444be184943c59bb93f9e43bb9d16eed390,11502,18546,9a77f5498f5072c63be911941b5ca244b84d74c1eb942d53b55cdf2a533cdffe,20307373,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Santiago,Santiago,road_Santiago.npz,npz,b059c64b62a7c8de800e3ddc484b21d3334383fbe3fad9be9e548fdfc0fd9121,ff60ae7161d78de0f6b31cce6e78d964b079afd0020dcc0921ef613e2596846a,60718,88302,75e7cd4f29692e9a18568e505a10786bc5bfd504bb2e77dcb249a6606cf64b92,20294465,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Sao Paulo,Sao Paulo,road_Sao_Paulo.npz,npz,c699b77f1c31dde3bc488d6d24367cc32c9a4d63b45a77bec936229bdbe345c6,0aa4a169e714da8530699c57f8fb9b2c323c3712879f9131cb4926b2778b0fdb,51289,77333,104118adf016eada9c8e57555d6f0b674736c2e3603ac7573fa3cfc42b04dc31,20296492,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Seattle,Seattle,road_Seattle.npz,npz,1924b02a54831f401171f800eedb63d899802165efcdb03f9585601377e64cef,50465565aa02c25fae477393275e5a707fa0f6ac7f0672bea42a950fb35fe9ee,17570,26501,49de4295ad5a4a67f30bef7ce88f0d68abdbc76127e2c8b428495766a106997c,20292131,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Seoul,Seoul,road_Seoul.npz,npz,76bf2eb13c5daf24898f54dc4bbecb16fd85f2162f8bac9d5eaab3487705fc10,a0b910400eff5f26a2fad52c24986f1bde992979f55b3ad4bec0b596255c7a9e,50914,76060,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,20287728,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Singapore,Singapore,road_Singapore.npz,npz,f02725febb519b03ea398acae8bca45594a7657ed0562c2448aca2bdb57b7412,f2d6ca331ece446004cb2bd749591f8725a204cfcff0b1f9f3b4f6a2bf32bb43,13478,19430,6dbd2f1c403e04188df631f9bea5b7e958698cd051a6bee3adaa5b6ead8b3572,20297060,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Sydney,Sydney,road_Sydney.npz,npz,2dd786cd9e97ff7782d35d14aa1fbfc4e6460f8bccffd5c39f4e3532b631ae7a,a67d492127f0343d2cabbefa3c364afda65fe3f406b220625147991a4906f76e,22215,31013,f353556b450891524e6a7f264edcd83c15c72d163c28cddb4faf1861ee441b95,20290000,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Taipei,Taipei,road_Taipei.npz,npz,ce6ec45306cfcbcd942b932dbad213cda55aa210cd3d9d42341cfc8fcb6d9b84,e2855496b62f803c9f62d03683929bb118dbadac5c621b4bae4ab81ed4df6a66,16388,24900,310800963b10da8c0b94671f9f037020e1d31ab8be108ba2aabf497426d344eb,20289720,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Tehran,Tehran,road_Tehran.npz,npz,22a121314c80aecabfabfa546eb295619d49d238fcc4065ca89050b7a9d5d36d,91e46e143d1329bfc1ee8c8514c326913c0fe47b04a87463a1d5983c8c4e9a78,85612,108037,aade61c16f52640e8fe72184ac08ff6e1230f57f6c2b62218fe0711186df012a,20289773,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Tel Aviv,Tel Aviv,road_Tel_Aviv.npz,npz,3f710e59e4656ad616572177e8303c77380dda3f816a7d5c94799355eb94fc18,0c99206de5ca8540f38b6de43f33365e855bd338e18e3249c7d78415b555f22d,21205,30263,9f1314703ee8971beeaaeefc0921c057ca266dbb7be2bb3dba804128bde66006,20293993,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Tokyo,Tokyo,road_Tokyo.npz,npz,3be0a76101e8977826f98c07dab1be622c5e512550dab92218d80ee0404ed573,c800e6f93fe78a69f57b5c6dc7fd0a5c013125f7cf2294561af817cc5d99f3a7,62113,98086,15cfd4fa93fec7c9f390f2faaa129638816fdfccb3ee81702a7920d7ebae4d36,20287838,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Toronto,Toronto,road_Toronto.npz,npz,2d2cc88e9a88221018989a711f3caf30faa6cca0c28f652d8ecd8e706b613a0a,bb0fc2356da904dc6ccc63b0c24d3d7b2e3fe986344cde788437e7d580eed0aa,12443,18430,4200b36ec2997344a60524e4d4862d268a60559a81e548bd471fe33fdad07d94,20292446,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Tunis,Tunis,road_Tunis.npz,npz,1183ee912d5815a3a0880ab56a089637134cecfc37988414151fd550592ca521,2ced07ce3d59241e894f0de08caf6e3c00857b2f6da3191479dba1ca0ecb10f2,46721,67495,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,20287800,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Vancouver,Vancouver,road_Vancouver.npz,npz,3ccbb322059a9a08321e4b1efc4ed607bd7b13c7e364a7769db284db91a4079f,0c325cf842b146eb01b887d38be4c71d5fa9178490c557403092932a0f54a140,14876,22751,68bd74e36d2e9d7613baac0ed29ae6a4750ab861d07e760be6d7fd4111241454,20297278,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Vienna,Vienna,road_Vienna.npz,npz,c56e6b5d9384255916eaee883a67e8e28d274c497127bc575d02fe277a7bcf37,ed56799667573b0e7cf0d7e291a915737ffc13dce58dca8dd758b2ac570b7f67,17629,26142,8b68b8dd113f31905448268df59026a70688fb0f7528e92a635f9fc598b0d79f,20289740,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,road,Warsaw,Warsaw,road_Warsaw.npz,npz,23f7d9798c047b3ccf2273b8bc2595372aaceb7d1cc7d670c16cd1d4bae2f0ab,210d3f21ffe600cb18b90750af86f2f3cc8b96cb94425dc33a680e0f2f70cecb,17582,24341,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,20289951,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,water,Net3,Net3,water_Net3.npz,npz,c8b32e7b46758a1b7e80f9b958686218169e961700cac7ab15b12b2ad0ebf56e,7b750c10c0a42be5432189fa200a95a5f7be4420b67d6134419135da8bdef735,97,119,d54b7bd1708d6b9bf744d9ae3fa11390398871b84cd0c8df38f4473aadc59efc,20287108,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,water,Net6,Net6,water_Net6.npz,npz,975fb96b27ce334fbe20c4cc251750cca502539cf6b5c303bb2b899a52ae1de7,df1ea924f0914f359bdd9a387773f121afac87301ddf658a8989825f429ade8c,3356,3830,ff1718e77cd7ee289770e36535c35daacaadfb0f97fc1b7c54aff465cc26395a,20287138,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,water,ky10,ky10,water_ky10.npz,npz,3ae75154546e0dec016edc833e6bb2ee76ac6717c6cf366142ccbfa2e64a1a3a,6fc5269fe634552fb4d2538c2bcb77285026e348ff66cf35baaa218d1b1911e4,935,1059,eaa7837d92087407f1845d0f37540495590849e2b79364da83864d999f9185da,20286614,8192,1000,0.0025,canonical_v2_exact_endpoint
reference,water,ky4,ky4,water_ky4.npz,npz,ceeb558923da6181eca5794de68f93952c45343456ac128bbf2430a641ce06c1,1d31eaecf04d12b3c636b7aad00df61303327c062dcc26f930daff2382183450,964,1137,9ffe690e568e0070affcf90df7d756ed8b4a78bbd90a54ef83a5421810bef117,20285139,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Abidjan,Abidjan,ER11P_simple.pkl,trusted_networkx_pickle,31124b4fbc2a5702ee65c7d9ace0b9d92aac1495beb80ae870c9ce5cd7296dc6,,21637,30812,910856138c7ea8fb3b276ebc8ee5339312dcab71a8c55e591dc00eea8b5bc2a4,20267140,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Chengdu,Chengdu,ER21P_simple.pkl,trusted_networkx_pickle,cc150f61380f621dae8eb76d8c073a886772ed4d73513ea8936d475fd3959550,,14872,22969,61099a876180d3cf763e20af753f13378e8146cb5b563f6262149bdb979b7ed2,20267143,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Stockholm,Stockholm,ER31P_simple.pkl,trusted_networkx_pickle,470787ee502ef8104814993a930db0b18e4d228b1beec5b84e86247717efe36f,,20210,26620,dbe2ff93ef80f646305d98c41c25c39775a0231aeb52f12146fb6d2c2b57b7f3,20267146,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Medellin,Medellin,ER41P_simple.pkl,trusted_networkx_pickle,e53efe10e20fae405ad795be61eaa31c5bab79d0ab1c87f5a740aa8944e15cc5,,24333,34222,2c4102e24808bfc2c76bbef600bd8f84094704e8f6b6e1bcb7e009dfe8fe0eb3,20267149,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Ankara,Ankara,ER51P_simple.pkl,trusted_networkx_pickle,f6c8e9fcfa1773ee1c47f357eb2217dbd0101abac0abdf662723949d991ad6f9,,28917,43767,1c19f281bc95baef5f4fa7fdd9f3896edbcd99e42c5606a9861858c8d92377ba,20267152,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Calgary,Calgary,ER61P_simple.pkl,trusted_networkx_pickle,2cd0ee64befa8284a4b4fe9913f84fd655fc1c4e2b55dc5df2db94e486dd449b,,18363,26621,574dbe32a406155b47aed859b57ae23500a05d209203b5d69c8fd4171a019aae,20267155,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Adelaide,Adelaide,ER71P_simple.pkl,trusted_networkx_pickle,35eafb65e1e568deb9aebaad4714710a0ad7023f35210c3185dfa85eb1dd69bc,,29777,43041,f4ed10e277f6c8f884173f42a751e7330692ced66227c169e4c106e8ca0dd9ca,20267158,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Kigali,Kigali,ER12P_simple.pkl,trusted_networkx_pickle,42104c9c8754fbe1db5a35c91cdca73b7c8354e0fec3c32bde44e3a3e2bab4a4,,16227,21773,ca23f1344a4a40779f79985ab85a507abc270269b9bff6378726c01c0c5d919f,20267144,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Sapporo,Sapporo,ER22P_simple.pkl,trusted_networkx_pickle,06effe40ba8c7594cedfe2056f387a7e408b9055203dfb5d7509de085424ccda,,48701,77596,556c3161f709326a0f885d5f89d1d737086267bf95b52244c80b9e3d3ace20fe,20267147,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Munich,Munich,ER32P_simple.pkl,trusted_networkx_pickle,0b30374857d23a167defa7d94fce5eea9c633429b09d86576565efed1133296a,,16338,23849,c7cdeeac24f61664777d1e1c677c1e88bd088f6c81183b86d0387bf831f6d29b,20267150,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Cordoba,Cordoba,ER42P_simple.pkl,trusted_networkx_pickle,6bbc2a50d8f6d3697229cf1b704f86ec955c02eeef867ee5b35e8626c6d12148,,30788,49140,a51dbaae5a8b8bd314a985e78dfbc9a053b138522f12f43ddf8bb6e8e14df89e,20267153,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Amman,Amman,ER52P_simple.pkl,trusted_networkx_pickle,71d459644a3128c3777e4593c03fa3b7d924aa45806b63e9a16b1d484f097a98,,43301,62072,a2fb275918cfb470e2613676f313a82ac5409275141b5b91c8ad6ac3fe21c21c,20267156,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Minneapolis,Minneapolis,ER62P_simple.pkl,trusted_networkx_pickle,dc3ca1a5e0bb3047ab419149fe84364d5db6e05e3fa3c34abdbbda531fef9a69,,19301,30730,27c3ffce3c8e10504bcdc1d68f3ba62f134c0e1de8bfbf2f5e7585fb191ed8dc,20267159,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Perth,Perth,ER72P_simple.pkl,trusted_networkx_pickle,fa064c741ef9d87d55193a15af2637278aba5640ebc47eba1860bd7a6bd1f67a,,30045,44315,86894f7deea9fb958f8babb7a327f08d84868b25c82611c6c30f495e7e3d8489,20267162,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Cape Town,Cape Town,ER13P_simple.pkl,trusted_networkx_pickle,5168788bf98088964ea0811846db2e9e419e492f81ce7f0f9800ef8848327121,,12145,17615,3f72a2643be0b66a005080d0dc8afe82940306fe64fe93e5c8063f0286a103da,20267148,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Colombo,Colombo,ER23P_simple.pkl,trusted_networkx_pickle,6d03770b5f0d352b5f2dadaa7e507b24f58af441f9d6418094854f7c26ef27a1,,23540,27623,db69f89d96715d1e5bea45cdcd155e907df3d3772111d8492952427d3fda7558,20267151,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Valencia,Valencia,ER33P_simple.pkl,trusted_networkx_pickle,0b5f472c17ccbe8435fda546f7b590f654da8d373f4e2a7f5fa3c795f0f5b539,,23969,36321,5e0513d8e76227790ffe22c66b488a0567141e6ee789a5d6174a0e6ec21a9efb,20267154,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Recife,Recife,ER43P_simple.pkl,trusted_networkx_pickle,f67bbe2fbe7b1d4a354c611a19063b434a1e10dbeab08c54378aa7d449a36fde,,27394,38958,bebe1210ab92e2de2569d89b3db93a25f9497ef16c032a6852287405270ba26d,20267157,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Muscat,Muscat,ER53P_simple.pkl,trusted_networkx_pickle,a5edaa61a6ecac8ce885ae95ed52c9355986ee601e864fb9252d1de6cc454d38,,4258,5692,e74846089ee9e67c78751bf94f3a2dfd8c576d4e6a5fb0dcf23ee0d03149bb7f,20267160,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Philadelphia,Philadelphia,ER63P_simple.pkl,trusted_networkx_pickle,2116514d81ee59316526cc4c08825407a27101623babe3489925e2bed9517094,,27366,44378,28fd4d7608acd315dfbf0f3099f27861087c9b865c0542c1fc5bd84036bc3210,20267163,8192,1000,0.0025,canonical_v2_exact_endpoint
external,road_external,Wellington,Wellington,ER73P_simple.pkl,trusted_networkx_pickle,969885baf2f0e170604eb3278bdad266916a129c9c430bec55a8172dfe15d481,,4593,5645,51531baf4afd256f052cc3d160fe92fe2c6d23b1497d848c3713f978b428fed1,20267166,8192,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed122_stage0,bengaluru_india,bengaluru_india__seed122/stage_0.npz,npz,289879126a99190b83219c57e4e82ae2985ab753c4138f5bf0d781449429ab89,fb1b120d7ca0a0de05021bda4ea07568e229572e0f7985ee0577149814122fe0,101357,136603,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,129,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed122_stage1,bengaluru_india,bengaluru_india__seed122/stage_1.npz,npz,42ac6daa382328eff48be95f87870b2ef85007197c4f3edd586ab693d1143a9e,18ac9b415de0c04f2904ce810f9047e575f2d214a0667389e94e8055ac37251f,101357,136603,8a39f3736a9984aa80c340fa662764315d2351b3a9702ea205c197e08640e9e0,1148,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed122_stage2,bengaluru_india,bengaluru_india__seed122/stage_2.npz,npz,aac03baf9749cb7893702ebbf3928bfd27fb31cd92db2bffab0906d623570b85,5d6aaa23172f611af3aab78919bd0419ccd8c10acbb1fb289a92dd205f96484b,101357,136603,4b5d36eec629673b4b17ec9d7d37dcf0dd7a5f6ac7bf16140b920cb1733c4933,2157,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed122_stage3,bengaluru_india,bengaluru_india__seed122/stage_3.npz,npz,b2d2e45aa1ccbf3f3dd748f29f80d2c5bd63a8eba8c7a5d80b99f99c7fb30070,4d6199f1a7ae94e1875647f3138d918cc22ea497648ffe2d573127b80f8f4747,101357,136603,bea92b4b903da0879d087ec3302dc36cf95e77b16045d8bce9e00c308d3fa573,3166,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed133_stage0,bengaluru_india,bengaluru_india__seed133/stage_0.npz,npz,289879126a99190b83219c57e4e82ae2985ab753c4138f5bf0d781449429ab89,fb1b120d7ca0a0de05021bda4ea07568e229572e0f7985ee0577149814122fe0,101357,136603,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,140,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed133_stage1,bengaluru_india,bengaluru_india__seed133/stage_1.npz,npz,d563543755c7b8d3ca5462e62e19ff1d60838d9777e989fbb76df1e3ef0b017c,308c6ca6c96026e155ccc10ea9c10c1ad639b433120df724d5048b6b26aa9d38,101357,136603,c4b9af2e30612c0f3e226692489b5eeb8d4375c7c4191d73d35d921c37dfea8a,1159,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed133_stage2,bengaluru_india,bengaluru_india__seed133/stage_2.npz,npz,6afb2589f99653fe0d8cb63e4dca6b17de856861a5f6f2f1fcd3cbaa48307e04,51869058c9f4c9af9ea4fa6beceed1e62b3ec052b81039eee206a5bf52cc7a94,101357,136603,43907cf5788104a7403b8372b729b9b9e7b304a6aea3e42fa05bd5b64a919cd6,2168,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed133_stage3,bengaluru_india,bengaluru_india__seed133/stage_3.npz,npz,e98bc5f15db76e49972945ea26b8544f9a1b784763d8e1526f61e7eaea21aadc,b5f0b9f65a0762b334e524e42a30eb70abf2f9c5e8220b442d8e831a1bd2c2c0,101357,136603,6056ab2e36dd74ccc8d54b6ac2c250cb970f80629a8871cb2ea84ed3dc635ad8,3177,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed111_stage0,bengaluru_india,bengaluru_india__seed111/stage_0.npz,npz,289879126a99190b83219c57e4e82ae2985ab753c4138f5bf0d781449429ab89,fb1b120d7ca0a0de05021bda4ea07568e229572e0f7985ee0577149814122fe0,101357,136603,4f05b315e5de3f3278792023f58f9edbb4e583ba025760ffab14b2ba91993ebd,118,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed111_stage1,bengaluru_india,bengaluru_india__seed111/stage_1.npz,npz,0770a7915d9b56f0370a1cba2c710f904e5fb82cfa0b1c6d2085169eaafb92ef,7dd6ad57c91b66338a3f84d52f554de6c932bff2a71d40507dd63b4323c38649,101357,136603,00ab9fcdbfe4356a1ac1ade4129a451413543e893c20d513856acf7f2a39090c,1137,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed111_stage2,bengaluru_india,bengaluru_india__seed111/stage_2.npz,npz,e4319260e6012aea42b7c48061a44dfbd6f00bba8b33fcefbb0b308d783fbca2,df5249817f7aa0a4d3d90487abc49a4d0e9986977c91dd55285b6208ce4babb1,101357,136603,239748c40ce9c23fffc679f0f9bcb5852b01346fccb5b4f7948a05080a74a9c9,2146,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,bengaluru_india_seed111_stage3,bengaluru_india,bengaluru_india__seed111/stage_3.npz,npz,09c4f84f68cd7ef99eef1c0d151de5afb50a6d67d19b54077df069617d8b1b9e,400150d4dff8fddfa471b97ba55e31c75f48523e03d3326f43e04247d57c6964,101357,136603,87122dada9ec2b97b89a1810fa3de84cd47f3ea5f7e99635ef9cbde5d8a3c488,3155,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed222_stage0,osaka_japan,osaka_japan__seed222/stage_0.npz,npz,91700bdc35aafb574fe232413a88ec5f5729d865bbdd2e3ef341d7e01a764e94,c2c8834f93727889103fa01427ea43313c893dc803fd0c606b86ba148f708a0b,92460,138690,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,229,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed222_stage1,osaka_japan,osaka_japan__seed222/stage_1.npz,npz,ad82428c7f28c9c7aa26e2748832588867f4f956a2da8c9eade0bf6756e4ef98,37d334ff4bae5a979ea566f15b025046194ff09c25664b1027a88bc4e2a4d52c,92460,138690,d81fcb19fb7d6e171ddc3dacadd4f223087b66a916390d08b4d063028398259f,1248,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed222_stage2,osaka_japan,osaka_japan__seed222/stage_2.npz,npz,8f2cd0b596355a63c3c34811a30736da6a28071e97434b0f73d290a67abb2219,9305b27741b3ab49fd010efd6022ef6005d8fd01bb815d7a8b48c07e47d3f421,92460,138690,6e9dc3427a4121a9568ced6ab4410b66fda0010df7e32d9f805d8d5161c0940f,2257,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed222_stage3,osaka_japan,osaka_japan__seed222/stage_3.npz,npz,7e0d0f108e667fd58e0c88af64c0f145fec92977a2e67126887d9b168e9963fc,006e3e5e8a1e1dfc097c74a765a2201d53612d9a0ade250864a4ab545b733432,92460,138690,076d1d8dc73d59129828eaaa45d190f3e9c0fdf0004eb913032320be3371b14b,3266,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed233_stage0,osaka_japan,osaka_japan__seed233/stage_0.npz,npz,91700bdc35aafb574fe232413a88ec5f5729d865bbdd2e3ef341d7e01a764e94,c2c8834f93727889103fa01427ea43313c893dc803fd0c606b86ba148f708a0b,92460,138690,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,240,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed233_stage1,osaka_japan,osaka_japan__seed233/stage_1.npz,npz,f548f013a80ae0faafa68c96297b896237bb22f97ebe166abbf91f980fdb39b2,49118cfa853e129f8de43f0cfa7fcc4bfe81c292a849cb814b2cc61e8145c11c,92460,138690,58bff779b2d3519c34158eb481c683cbfbffe24337ecfeea9f2ada2979434661,1259,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed233_stage2,osaka_japan,osaka_japan__seed233/stage_2.npz,npz,bc0913ef19d10e51bbd1ff114878d949f632cf538a073ba3ff525135158df505,eb77379cb01a67389ef88fb23e8b363d28e4e99c7e074251410a30c0b6a01e95,92460,138690,819c1bcf441ff3bbfed1a5f5717c4bade3a98b59a988d4233ac441787d05e9ba,2268,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed233_stage3,osaka_japan,osaka_japan__seed233/stage_3.npz,npz,d58e8aee04633227c2a197390b959021253b90f7fbf420ffdf0496c55391053c,f83d1355e171a87488b892120b241b29def4ccb9a1dda8557ba8c1e6345b413d,92460,138690,cdfbadbd0be2b77a50222f40b274e6ba7579a82165fc1a06393b5f6e5f615415,3277,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed211_stage0,osaka_japan,osaka_japan__seed211/stage_0.npz,npz,91700bdc35aafb574fe232413a88ec5f5729d865bbdd2e3ef341d7e01a764e94,c2c8834f93727889103fa01427ea43313c893dc803fd0c606b86ba148f708a0b,92460,138690,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,218,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed211_stage1,osaka_japan,osaka_japan__seed211/stage_1.npz,npz,9ee979f46dfa61ffd2022bd4527fcd468af23b4b80f342f02e7e4bda8bf1123e,5d58f41fd9863286e0cc94f80ce46fb8eede71d7e4fe57a503c38c2cbd4d9643,92460,138690,a6bd5df56c01636a2a9011c3231a642ffca7d11b88b9fa92c1ed0d5d95fb6d30,1237,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed211_stage2,osaka_japan,osaka_japan__seed211/stage_2.npz,npz,f3a11ed1369aa8efaee5ba33a24d4d3bf83d232261aab446f5d5742774b217af,f93b971673835aedc98a078afed48bd9bf81ae05148c715245579f0c5da26cb0,92460,138690,e31abd5ada31ce085c4e0edd338fc32cd646cf97260503ca69e60a1e504c667a,2246,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,osaka_japan_seed211_stage3,osaka_japan,osaka_japan__seed211/stage_3.npz,npz,660e8d3553d68d1cb4910d14c09e059868edc7ec127d2b5ecb5a3d5e68527995,22a37a640b025fc31bd7318be0d64fa669d8f5078aa3cb0463ee4c78ae8bce47,92460,138690,9b889be15ad87563b031c8b6caf9a4b4e49676e498f58b2bf8f77f401caf5d5a,3255,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,tehran_iran_seed311_stage0,tehran_iran,tehran_iran__seed311/stage_0.npz,npz,f94e8aa375c5b7c7408017ab6be449b33357e13fc762a04d858c662f228744c5,91e46e143d1329bfc1ee8c8514c326913c0fe47b04a87463a1d5983c8c4e9a78,85612,108037,aade61c16f52640e8fe72184ac08ff6e1230f57f6c2b62218fe0711186df012a,318,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,tehran_iran_seed311_stage1,tehran_iran,tehran_iran__seed311/stage_1.npz,npz,d6ba621a597857e0e0e14c1acb3705dfc06c70406c8db661a7a0cf93bf76dc8d,264902b268b8e34407f675e4147daae98e4f4235a061ccaa4f0debea169655ed,85612,108037,81d4754272567a4dce9fd3cde97f4ae403c586d7ab50ddf1f19e45f0045f9b8b,1337,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,tehran_iran_seed311_stage2,tehran_iran,tehran_iran__seed311/stage_2.npz,npz,dda556272455b68f21d22d612377c3d1197f8623e713b22ba0b97574855df7d5,2c7b39a4dcd54adbe1afaf0a5e94788d3f2016d42832befbd2bd6b6cd85ec1e8,85612,108037,a2c56f3d42a3c2fd6ac7612057c87f65fcb77892ab58eb40dafee8f4bba5a864,2346,512,1000,0.0025,canonical_v2_exact_endpoint
length_control,road,tehran_iran_seed311_stage3,tehran_iran,tehran_iran__seed311/stage_3.npz,npz,71b2bfe7dd88d891592f66d97350fa33db6fba0ccaf0bb044a0a601dc482e098,b8f306b859b5b1dae42b7e60253f6736e4e07caf89dc191ab8fd87d53f055ba5,85612,108037,b389e7484bd55b229aa634b40c84698470406ee5d30023481b3c0ceebc16e4eb,3355,512,1000,0.0025,canonical_v2_exact_endpoint
