domain,instance,system_id,n_nodes,n_edges,mean_degree,pc_cebh,pc_dimension,pc_junction_anchor,pc,pc_low,pc_high,point_endpoint,bootstrap_endpoint_count,p_step,n_orders,n_bootstrap,mean_curve_p0,mean_curve_p1,exact_endpoint_slope,largest_component_bridges,method_version,input_hash,kind,replicate,n_swaps,degree_sequence_exact,realization_hash,seed,components_before_repair,connectivity_repairs,lcc_before_repair
road,Johannesburg,Johannesburg,22312,32632,2.9250627465041235,0.454250595097234,0.6837460161804364,0.611139872298325,0.48,0.48,0.4825,False,0,0.0025,256,1000,4.481893151667265e-05,1.0,0.1599587665830046,3269,canonical_v2_exact_endpoint,4f091fc0d64c7e37ebb8bf87212b572e814d05a9e39d7fd528eafc7620690a88,connected,0,65264,True,72fd8e85eb860ccc3b96a070c47d5c83cb49cd33a19f3c3c03f83dec4c7c536b,20307878,66,65,0.9939046253137324
road,Johannesburg,Johannesburg,22312,32632,2.9250627465041235,0.454250595097234,0.6837460161804364,0.611139872298325,0.4775,0.475,0.48,False,0,0.0025,256,1000,4.481893151667265e-05,1.0,0.1586590175690211,3260,canonical_v2_exact_endpoint,4f091fc0d64c7e37ebb8bf87212b572e814d05a9e39d7fd528eafc7620690a88,connected,1,65264,True,bc01627961f2b9ca1536da1b1ede52df058f2002f1baca6e7ef375fd4f0130ce,20307907,88,87,0.9918429544639656
road,Kampala,Kampala,35927,41391,2.3041723494864588,0.574452139397388,0.8679906259814936,0.6442676492938583,0.6375000000000001,0.625,0.64,False,0,0.0025,256,1000,2.7834219389317228e-05,1.0,0.6429426336738386,15595,canonical_v2_exact_endpoint,a3fdf2484e3d4125bab8164f7b70b3bba13444fbc8d8db4d5b040bd21d48250c,connected,0,82782,True,a228cbb0989c9eb70c54c5b670f431682e5400ddaf117495a88e1847f642a306,20294009,1096,1095,0.930859799036936
road,Kampala,Kampala,35927,41391,2.3041723494864588,0.574452139397388,0.8679906259814936,0.6442676492938583,0.63,0.6275000000000001,0.6375000000000001,False,0,0.0025,256,1000,2.7834219389317228e-05,1.0,0.6566927380521613,15660,canonical_v2_exact_endpoint,a3fdf2484e3d4125bab8164f7b70b3bba13444fbc8d8db4d5b040bd21d48250c,connected,1,82782,True,f6adfa8a939c7323fc518aa0544b79e704f3f702cafdf23161cdd1a58fb8646c,20294033,1100,1099,0.9313608149859436
road,Karachi,Karachi,52156,78992,3.0290666462152007,0.4466206054300997,0.66026939436905,0.6130062683845439,0.465,0.4625,0.47,False,0,0.0025,256,1000,1.9173249482322263e-05,1.0,0.1063731881279239,5251,canonical_v2_exact_endpoint,345bd7c3f4e02b299a268bf152f0f49a4cfd3c52f69f9f4d5eff1283f4b71a48,connected,0,157984,True,364bcc4d568e818430d3bcc4291ab4608a71fad84392a1f971a338ce4f2afef6,20293986,80,79,0.9969322800828284
road,Karachi,Karachi,52156,78992,3.0290666462152007,0.4466206054300997,0.66026939436905,0.6130062683845439,0.465,0.46,0.4675,False,0,0.0025,256,1000,1.9173249482322263e-05,1.0,0.1067566531175703,5263,canonical_v2_exact_endpoint,345bd7c3f4e02b299a268bf152f0f49a4cfd3c52f69f9f4d5eff1283f4b71a48,connected,1,157984,True,56bf58127338b82048a3753edb96576d99bbac27ff716645556cade67b2224ad,20294010,81,80,0.996913106833346
road,Kuala Lumpur,Kuala Lumpur,37213,50999,2.74092387069035,0.4969016115517276,0.7296809741367478,0.6335353536428462,0.52,0.5175,0.5225,False,0,0.0025,256,1000,2.687232956224976e-05,1.0,0.2083411710961223,6751,canonical_v2_exact_endpoint,49b7553a44a7eb0148643d5a81a8b7ab648c1a4225da6cb8aaab15e1173468b7,connected,0,101998,True,0df6035c2756334833e5b52da18c14bf912d0ad9e76cd3f2adede57a9455bf7f,20307405,192,191,0.9891973235159756
road,Kuala Lumpur,Kuala Lumpur,37213,50999,2.74092387069035,0.4969016115517276,0.7296809741367478,0.6335353536428462,0.52,0.5175,0.5225,False,0,0.0025,256,1000,2.687232956224976e-05,1.0,0.2071050439362588,6735,canonical_v2_exact_endpoint,49b7553a44a7eb0148643d5a81a8b7ab648c1a4225da6cb8aaab15e1173468b7,connected,1,101998,True,2487a16f72137bf4f8035f6249b5950504e56a40e8ff427276ec143574219458,20307434,190,189,0.9893048128342246
road,Lagos,Lagos,13226,17952,2.7146529562982007,0.4953369019369792,0.7367424242424242,0.6306685916449754,0.53,0.525,0.5325,False,0,0.0025,256,1000,7.560864962951764e-05,1.0,0.2408891577196431,2771,canonical_v2_exact_endpoint,c2a9d25f86f9b3ca4fd33a84ae643503972c6868a893966ba48b9e5af72f2436,connected,0,35904,True,13131c77b3d1d11cddc1bde85015e0caf7c87b847e1149f1abe304b5a22d27f6,20289564,90,89,0.9857855738696508
road,Lagos,Lagos,13226,17952,2.7146529562982007,0.4953369019369792,0.7367424242424242,0.6306685916449754,0.5325,0.5225,0.535,False,0,0.0025,256,1000,7.560864962951764e-05,1.0,0.2436866777559352,2769,canonical_v2_exact_endpoint,c2a9d25f86f9b3ca4fd33a84ae643503972c6868a893966ba48b9e5af72f2436,connected,1,35904,True,cf19c4012f3cbc4d74b606d0433962f7ab252efbd06219c8f5c163af49106e5f,20289586,100,99,0.9847270527748374
road,Lima,Lima,49410,75796,3.068042906294272,0.4428345242198864,0.6518813657712809,0.6125704528909682,0.4575,0.4575,0.4675,False,0,0.0025,256,1000,2.023881805302571e-05,1.0,0.0877555150779194,4144,canonical_v2_exact_endpoint,b12039ffd98f2fe4818b976b056335d9772a079095451454f90b51260e99343a,connected,0,151592,True,e07d651808147a02d9c158abe860864c6d9a2058ff688d1691fb0bcadc8f9edc,20287281,66,65,0.9972879983808944
road,Lima,Lima,49410,75796,3.068042906294272,0.4428345242198864,0.6518813657712809,0.6125704528909682,0.46,0.4575,0.465,False,0,0.0025,256,1000,2.023881805302571e-05,1.0,0.0872495446265938,4134,canonical_v2_exact_endpoint,b12039ffd98f2fe4818b976b056335d9772a079095451454f90b51260e99343a,connected,1,151592,True,11631b6c37b9b45c76680e784633316eeeabdb8c12a5036e85ad25b7715d2356,20287302,45,44,0.9981987451932808
road,Lisbon,Lisbon,26686,36745,2.7538784381323542,0.4955161486076462,0.7262484691794802,0.63267552802825,0.52,0.5175,0.5275,False,0,0.0025,256,1000,3.747283219665742e-05,1.0,0.1946713632616353,4509,canonical_v2_exact_endpoint,488bc6782067aa70f97242af41f9389b8b68e3725d7fcf1e2633d3e5eae2343f,connected,0,73490,True,c5f7c3c0307fe95ab283f447e7706856c2658a791fda9815d98ccc0af372311e,20291880,139,138,0.989170351495166
road,Lisbon,Lisbon,26686,36745,2.7538784381323542,0.4955161486076462,0.7262484691794802,0.63267552802825,0.525,0.5225,0.5275,False,0,0.0025,256,1000,3.747283219665742e-05,1.0,0.1896500037472832,4473,canonical_v2_exact_endpoint,488bc6782067aa70f97242af41f9389b8b68e3725d7fcf1e2633d3e5eae2343f,connected,1,73490,True,b12cf4d27953016c744c2ce7188506f89b004cc65820d795c1b17fcc7b04dfee,20291903,139,138,0.9892078243273628
road,London,London,48353,62602,2.589373978863773,0.5199847165924646,0.772387463659308,0.6354558633895055,0.545,0.5449375000000001,0.55,False,0,0.0025,256,1000,2.068124004715322e-05,1.0,0.3110458503091845,12228,canonical_v2_exact_endpoint,8f49355676baa87af47d44e42bfbf0f77547d73bc9a1e8dfbc595d3458d54992,connected,0,125204,True,f5940fa7709e19542d5c42d36b3c3fdc62d7878688ba02af27efe7b0ae024e29,20291900,480,479,0.9788224101917152
road,London,London,48353,62602,2.589373978863773,0.5199847165924646,0.772387463659308,0.6354558633895055,0.55,0.5425,0.55,False,0,0.0025,256,1000,2.068124004715322e-05,1.0,0.3145616611172006,12257,canonical_v2_exact_endpoint,8f49355676baa87af47d44e42bfbf0f77547d73bc9a1e8dfbc595d3458d54992,connected,1,125204,True,57bffae89d24e8c6ddebb550e3b7670b8b247ef87ebfef4fe1cddd3aff2e9864,20291923,502,501,0.9776228982689802
road,Los Angeles,Los Angeles,22280,34611,3.106912028725314,0.4249303262083952,0.6437259830689666,0.5965189729036939,0.445,0.4425,0.45,False,0,0.0025,256,1000,4.488330341113108e-05,1.0,0.1103680430879712,2320,canonical_v2_exact_endpoint,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,connected,0,69222,True,75da52f16ac3882b8425f2678dde5df1f1a8815f07b27334e2b3f1344afe591c,20304159,37,36,0.9967235188509874
road,Los Angeles,Los Angeles,22280,34611,3.106912028725314,0.4249303262083952,0.6437259830689666,0.5965189729036939,0.4525,0.4475,0.4525,False,0,0.0025,256,1000,4.488330341113108e-05,1.0,0.1096499102333931,2316,canonical_v2_exact_endpoint,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,connected,1,69222,True,d02cdc47e9562186e860d941cb459197de481fa81f1e59d2ce8aaeab60f13be3,20304187,38,37,0.9966786355475764
road,Manila,Manila,25142,36895,2.934929599872723,0.4492979529208324,0.6814473505895108,0.6085482861173116,0.4775,0.475,0.4775,False,0,0.0025,256,1000,3.977408320738208e-05,1.0,0.1666534086389308,3830,canonical_v2_exact_endpoint,7645e8072f89f7935b5e2be2cde714a704cf2c1665b04dda8aaa69a16c1ce922,connected,0,73790,True,a4a082a128248a5d0f21027082773bec64a08d189a35c10725983e39b52745df,20291680,88,87,0.9928406650226712
road,Manila,Manila,25142,36895,2.934929599872723,0.4492979529208324,0.6814473505895108,0.6085482861173116,0.475,0.47,0.4775,False,0,0.0025,256,1000,3.977408320738208e-05,1.0,0.1651022193938429,3820,canonical_v2_exact_endpoint,7645e8072f89f7935b5e2be2cde714a704cf2c1665b04dda8aaa69a16c1ce922,connected,1,73790,True,027aa5c5a1ae35967c3f21a16834aab22a3ed37a2ac866ea29cf284088ec1285,20291703,87,86,0.9929997613555008
road,Melbourne,Melbourne,35052,51621,2.9453954125299555,0.4686087256486138,0.6790259777997326,0.6267534266124408,0.49,0.4875,0.4925,False,0,0.0025,256,1000,2.852904256533149e-05,1.0,0.1051009928106812,3429,canonical_v2_exact_endpoint,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f,connected,0,103242,True,1c45c8762e393f0b508defe769fa021081a02af00f55b0f3dab85361a77c2ae8,20299424,54,53,0.9968903343603788
road,Melbourne,Melbourne,35052,51621,2.9453954125299555,0.4686087256486138,0.6790259777997326,0.6267534266124408,0.4925,0.4925,0.495,False,0,0.0025,256,1000,2.852904256533149e-05,1.0,0.1029613146182814,3406,canonical_v2_exact_endpoint,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f,connected,1,103242,True,cbe8d1f9dcb5bcd36184c8c16e4edefa23acf5895cfbb184745d41ed0cb975f0,20299450,45,44,0.99743238616912
road,Mexico City,Mexico City,59012,90635,3.0717481190266387,0.4265999557561695,0.6510950515805153,0.5962211342997888,0.445,0.4425,0.4475,False,0,0.0025,256,1000,1.694570595811021e-05,1.0,0.1294313021080458,7253,canonical_v2_exact_endpoint,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,connected,0,181270,True,59543c9394a643f64076fd424697b75a4acb21ae7505032989a847cf19fd20ac,20304224,134,133,0.9954246593913102
road,Mexico City,Mexico City,59012,90635,3.0717481190266387,0.4265999557561695,0.6510950515805153,0.5962211342997888,0.44,0.44,0.4475,False,0,0.0025,256,1000,1.694570595811021e-05,1.0,0.1318714837660136,7303,canonical_v2_exact_endpoint,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,connected,1,181270,True,1a04c354961307d629510310bb18ebe14b21ee7e087bb2752fa320f04b2d5ca1,20304252,142,141,0.9951196366840642
road,Miami,Miami,17983,28736,3.1959072457320805,0.4188310741874362,0.6258003897550111,0.5964458763612537,0.4425,0.4375,0.445,False,0,0.0025,256,1000,5.560807429238728e-05,1.0,0.0683423233053439,1183,canonical_v2_exact_endpoint,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,connected,0,57472,True,cb217129a52d9f9fbbc1baa36e06fa26273378ba66eb01dcd061325867b058bd,20289460,15,14,0.9984429739198132
road,Miami,Miami,17983,28736,3.1959072457320805,0.4188310741874362,0.6258003897550111,0.5964458763612537,0.4425,0.44,0.445,False,0,0.0025,256,1000,5.560807429238728e-05,1.0,0.0684535394539287,1183,canonical_v2_exact_endpoint,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,connected,1,57472,True,7a40f65486ea9b9383e8a6fa20a85f94c783d2d45e1ba264b6dcaada3eb65479,20289482,11,10,0.9988878385141524
road,Milan,Milan,25735,38172,2.9665436176413444,0.4648772408417771,0.6741852666876245,0.6252786043555665,0.49,0.485,0.4925,False,0,0.0025,256,1000,3.885758694385079e-05,1.0,0.0928696327958033,2241,canonical_v2_exact_endpoint,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,connected,0,76344,True,783d2d19540749025a5190615c7a1de481e0a3aaf27f885b1ed591f031c55e3a,20289490,29,28,0.997668544783369
road,Milan,Milan,25735,38172,2.9665436176413444,0.4648772408417771,0.6741852666876245,0.6252786043555665,0.49,0.4825,0.4925,False,0,0.0025,256,1000,3.885758694385079e-05,1.0,0.0922090538177579,2239,canonical_v2_exact_endpoint,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,connected,1,76344,True,bcf2aa9b2b34dce702520318c06708416cb4f5b41943111266650b583850e1a0,20289512,29,28,0.9978239751311444
road,Montevideo,Montevideo,13761,22450,3.2628442700385145,0.4069683126676818,0.6129621380846325,0.5861605763055557,0.4325,0.43,0.435,False,0,0.0025,256,1000,7.266913741733884e-05,1.0,0.071215754668992,949,canonical_v2_exact_endpoint,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,connected,0,44900,True,3ba40c52ad333a7a91c55d065bc5777dd963e91475456a29c10384906c203e47,20302121,6,5,0.9992733086258266
road,Montevideo,Montevideo,13761,22450,3.2628442700385145,0.4069683126676818,0.6129621380846325,0.5861605763055557,0.4375,0.4275,0.4425,False,0,0.0025,256,1000,7.266913741733884e-05,1.0,0.0702710558825666,944,canonical_v2_exact_endpoint,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,connected,1,44900,True,5ebd9f2191ef1328a78c753691666b6d5e19af27d16a9d0a3b00423bd30b9730,20302148,9,8,0.9988372938013226
road,Montreal,Montreal,20313,32065,3.157091517747256,0.4231662575553621,0.6334944643692499,0.5936174823703804,0.4475,0.4425,0.45,False,0,0.0025,256,1000,4.9229557426278746e-05,1.0,0.0698075124304632,1352,canonical_v2_exact_endpoint,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,connected,0,64130,True,6db4ee72e2f1eb59e0ccd3e3e101781b0165e71c6366dd7d8a077eac54098cb5,20296771,13,12,0.998769261064343
road,Montreal,Montreal,20313,32065,3.157091517747256,0.4231662575553621,0.6334944643692499,0.5936174823703804,0.4475,0.4425,0.4475,False,0,0.0025,256,1000,4.9229557426278746e-05,1.0,0.0710874809235465,1359,canonical_v2_exact_endpoint,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,connected,1,64130,True,2d8979f4ea0f2b643c2bd95e9c770c79a85a2c326c48f1246435b475439cf69a,20296796,12,11,0.9989169497366218
road,Mumbai,Mumbai,18270,24999,2.7366174055829227,0.4825037154272258,0.7308292331693268,0.6219120370356436,0.5125,0.5075000000000001,0.515,False,0,0.0025,256,1000,5.473453749315816e-05,1.0,0.2508483853311439,3981,canonical_v2_exact_endpoint,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,connected,0,49998,True,bd40dc42888b5b2bf6181e72659fe13bdd373b10a86f960aceda4342666f6313,20291727,134,133,0.985112205801861
road,Mumbai,Mumbai,18270,24999,2.7366174055829227,0.4825037154272258,0.7308292331693268,0.6219120370356436,0.515,0.5125,0.5175,False,0,0.0025,256,1000,5.473453749315816e-05,1.0,0.2590585659551176,4016,canonical_v2_exact_endpoint,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,connected,1,49998,True,ddc8f2948afe8e11a91429cf244bd756aa81ee5558d4cc55df5c37f71e0cd7b4,20291750,133,132,0.9846743295019156
road,Nairobi,Nairobi,22960,28157,2.452700348432056,0.5433092136999518,0.8154277799481479,0.6398066061854979,0.585,0.5775,0.5875,False,0,0.0025,256,1000,4.35540069686411e-05,1.0,0.4543118466898955,7776,canonical_v2_exact_endpoint,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,connected,0,56314,True,b417116fed5f0372c639e4d1588fde5746cd50e204a8ba82081af1a6b2e9a6cc,20294139,432,431,0.9584059233449478
road,Nairobi,Nairobi,22960,28157,2.452700348432056,0.5433092136999518,0.8154277799481479,0.6398066061854979,0.5925,0.5875,0.595,False,0,0.0025,256,1000,4.35540069686411e-05,1.0,0.4382404181184669,7688,canonical_v2_exact_endpoint,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,connected,1,56314,True,ecd146ee59c82fef85334597a700baa1fd654ae256e96080a6961d4fb95f58e3,20294163,426,425,0.9596689895470384
road,New York City,New York City,20109,34130,3.394499975135512,0.3876426827190641,0.5891883973044242,0.5686540264490313,0.41,0.4075,0.41,False,0,0.0025,256,1000,4.9728977074941546e-05,1.0,0.0583320901089064,1135,canonical_v2_exact_endpoint,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,connected,0,68260,True,7ce8b79c438ccf9ad03c6d28a728439fd6717302ff4d9857780dc19235bdd527,20309712,13,12,0.9988065045502014
road,New York City,New York City,20109,34130,3.394499975135512,0.3876426827190641,0.5891883973044242,0.5686540264490313,0.41,0.41,0.4125,False,0,0.0025,256,1000,4.9728977074941546e-05,1.0,0.0575364264757073,1131,canonical_v2_exact_endpoint,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,connected,1,68260,True,0f39817e22f02844274e6787fd456436cb16b80c75709d4e3451005caa759cbd,20309742,12,11,0.9989059625043512
road,Osaka,Osaka,92460,138690,3.0,0.4467357272621854,0.6666666666666666,0.6120026038397824,0.4625,0.46,0.4625,False,0,0.0025,256,1000,1.081548777849881e-05,1.0,0.1239130434782608,10719,canonical_v2_exact_endpoint,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,connected,0,277380,True,fb5da85e231b011fdddd2fd8bf882e5007c659cd2d874296e29864810cb7352b,20289444,215,214,0.9952628163530176
road,Osaka,Osaka,92460,138690,3.0,0.4467357272621854,0.6666666666666666,0.6120026038397824,0.4625,0.46,0.465,False,0,0.0025,256,1000,1.081548777849881e-05,1.0,0.1230369889682024,10690,canonical_v2_exact_endpoint,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,connected,1,277380,True,2f64f0dcd5310ff505ca8759ef1433c270e4e7ed031af85dc9b7cda34326225e,20289466,209,208,0.9954358641574736
road,Panama City,Panama City,9245,12302,2.661330448891293,0.4936399020906064,0.7515038205169892,0.6246834166228351,0.5325,0.53,0.54,False,0,0.0025,256,1000,0.0001081665765278,1.0,0.2972417522985398,2312,canonical_v2_exact_endpoint,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,connected,0,24604,True,4476aa54202a483677833413ff46331d8397918cadb2506dd346d97fead33776,20304008,82,81,0.9820443482963764
road,Panama City,Panama City,9245,12302,2.661330448891293,0.4936399020906064,0.7515038205169892,0.6246834166228351,0.535,0.53,0.5375,False,0,0.0025,256,1000,0.0001081665765278,1.0,0.2972417522985398,2317,canonical_v2_exact_endpoint,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,connected,1,24604,True,a701dbcadf3b76f43ab0033516a92411420a9557290be956116bd3cf677e77db,20304036,89,88,0.9796646836127636
road,Paris,Paris,36946,55181,2.987116331943918,0.453974052043998,0.6695420525180769,0.6185179616038177,0.475,0.475,0.4775,False,0,0.0025,256,1000,2.706652952958372e-05,1.0,0.1044768039841931,3573,canonical_v2_exact_endpoint,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,connected,0,110362,True,545a56bbcc591d9616d5a2635608365c7add2ca24760b7f959cb9a85ac13c17b,20289622,59,58,0.9968332160450388
road,Paris,Paris,36946,55181,2.987116331943918,0.453974052043998,0.6695420525180769,0.6185179616038177,0.475,0.4725,0.4775,False,0,0.0025,256,1000,2.706652952958372e-05,1.0,0.1027716126238293,3556,canonical_v2_exact_endpoint,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,connected,1,110362,True,a64c576b656213d6cfe4e5b5fdb8c58cdca705f7c53607ec8a29fc53107176b2,20289644,52,51,0.997130947869864
road,Prague,Prague,19787,27325,2.7619143882346995,0.4768012005095185,0.7241354071363221,0.6190045672056735,0.5075000000000001,0.505,0.5125,False,0,0.0025,256,1000,5.053823217263858e-05,1.0,0.2372770000505382,4020,canonical_v2_exact_endpoint,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,connected,0,54650,True,8befa1db126aec7c13fd6bcfb13b7f9523dedbbf35a6c9fef28d7402b2e02d1d,20291829,119,118,0.9870116743316318
road,Prague,Prague,19787,27325,2.7619143882346995,0.4768012005095185,0.7241354071363221,0.6190045672056735,0.51,0.5,0.5125,False,0,0.0025,256,1000,5.053823217263858e-05,1.0,0.2322231768332743,4005,canonical_v2_exact_endpoint,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,connected,1,54650,True,459280fdb7524207255d7987c6325cda86b7d58b1e9577f0b693978fe97763d3,20291852,128,127,0.9864052155455604
road,Quito,Quito,26144,35253,2.696832925336597,0.4811776588774842,0.7416106430658383,0.6182161993593168,0.51,0.5075000000000001,0.5125,False,0,0.0025,256,1000,3.824969400244796e-05,1.0,0.2936046511627907,6580,canonical_v2_exact_endpoint,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,connected,0,70506,True,ae59be431cc9c0307c1991b22a5dc1a568e61bfd50d9dbf4931ced63e441627e,20289755,274,273,0.9780064259485924
road,Quito,Quito,26144,35253,2.696832925336597,0.4811776588774842,0.7416106430658383,0.6182161993593168,0.515,0.5075000000000001,0.5175,False,0,0.0025,256,1000,3.824969400244796e-05,1.0,0.2918834149326805,6558,canonical_v2_exact_endpoint,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,connected,1,70506,True,655bbac0b603c08cef537eb7733ba3e16e99ce3389bcd22e9f13879c16a1015a,20289777,274,273,0.9785801713586292
road,Rio de Janeiro,Rio de Janeiro,14909,20774,2.786773090079817,0.479348377866999,0.7176759410801964,0.6239372666595148,0.51,0.505,0.5125,False,0,0.0025,256,1000,6.707357971694951e-05,1.0,0.2069219934267891,2752,canonical_v2_exact_endpoint,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,connected,0,41548,True,527c95f75201b1022c29b1b87f38f6ed68bf19c3471dd00b13398a694004dbb0,20312301,82,81,0.9889328593467034
road,Rio de Janeiro,Rio de Janeiro,14909,20774,2.786773090079817,0.479348377866999,0.7176759410801964,0.6239372666595148,0.5125,0.5075000000000001,0.5175,False,0,0.0025,256,1000,6.707357971694951e-05,1.0,0.2061171104701858,2747,canonical_v2_exact_endpoint,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,connected,1,41548,True,a3d3e71c59367f29fd4f1b0d69a2860bab3e4d8a66ed31a11c5f394a25b42e39,20312332,92,91,0.9869877255349118
road,Riyadh,Riyadh,52112,79423,3.048165489714461,0.4665628855078422,0.6561323546076074,0.6320424002526038,0.4825,0.48,0.485,False,0,0.0025,256,1000,1.9189438133251456e-05,1.0,0.0370548050353085,1880,canonical_v2_exact_endpoint,598172e9ba56032da1b853bbd215b8b8dcc7673f9afa44e34a62853b54d5f3cc,connected,0,158846,True,e5c917fb440542a89ee0482c72ca230dab5911fc7500bb195576ee183f3a13a1,20291779,13,12,0.999539453484802
road,Riyadh,Riyadh,52112,79423,3.048165489714461,0.4665628855078422,0.6561323546076074,0.6320424002526038,0.485,0.4825,0.4875,False,0,0.0025,256,1000,1.9189438133251456e-05,1.0,0.0371891311022413,1884,canonical_v2_exact_endpoint,598172e9ba56032da1b853bbd215b8b8dcc7673f9afa44e34a62853b54d5f3cc,connected,1,158846,True,7a92a13aaacdda45d0d74429482ec5d54d97002ef62537564f4b6519dab26910,20291802,16,15,0.9994243168560024
road,Rome,Rome,25843,37062,2.868242851062184,0.4705329710788918,0.697291025848578,0.6233084231605613,0.495,0.495,0.5,False,0,0.0025,256,1000,3.86951979259374e-05,1.0,0.1559029524436017,3683,canonical_v2_exact_endpoint,775d3fdc7167aa3c7e62f09d12d3a1af88893fcdf5757ff1db1f19ca80b81f8a,connected,0,74124,True,f2b03473317bdd48463374ff73da09af1fc666cbfba7d6cbcb82f3078ad4889a,20287395,91,90,0.9928026931857756
road,Rome,Rome,25843,37062,2.868242851062184,0.4705329710788918,0.697291025848578,0.6233084231605613,0.4975,0.495,0.5,False,0,0.0025,256,1000,3.86951979259374e-05,1.0,0.1588824826838989,3704,canonical_v2_exact_endpoint,775d3fdc7167aa3c7e62f09d12d3a1af88893fcdf5757ff1db1f19ca80b81f8a,connected,1,74124,True,aa1afdd13c33fb625874b527feebf1701efe6ef43e5c122c64b97bcec97350dd,20287416,79,78,0.99380876833185
road,San Francisco,San Francisco,11502,18546,3.224830464267084,0.4019767215033488,0.6201876415399546,0.5784133366942563,0.435,0.425,0.4375,False,0,0.0025,256,1000,8.694140149539213e-05,1.0,0.1024169709615719,1132,canonical_v2_exact_endpoint,9a77f5498f5072c63be911941b5ca244b84d74c1eb942d53b55cdf2a533cdffe,connected,0,37092,True,8c47f5c803da16a433d1d4c26c467d154e7446ee07baa0f7e8eff52f8b194739,20310039,21,20,0.9964354025386888
road,San Francisco,San Francisco,11502,18546,3.224830464267084,0.4019767215033488,0.6201876415399546,0.5784133366942563,0.4325,0.4275,0.435,False,0,0.0025,256,1000,8.694140149539213e-05,1.0,0.1068509824378369,1148,canonical_v2_exact_endpoint,9a77f5498f5072c63be911941b5ca244b84d74c1eb942d53b55cdf2a533cdffe,connected,1,37092,True,2873d4e32c646acde462f21eea5b7ba249ac69de79cfdab8ba0689412dffddee,20310069,19,18,0.9968701095461658
road,Santiago,Santiago,60718,88302,2.90859382720116,0.4543405779204741,0.6876174945074857,0.6118232079220822,0.47,0.47,0.475,False,0,0.0025,256,1000,1.646958068447578e-05,1.0,0.1762245133238907,9755,canonical_v2_exact_endpoint,75e7cd4f29692e9a18568e505a10786bc5bfd504bb2e77dcb249a6606cf64b92,connected,0,176604,True,ce471e274776643dd59c03f2c94c09856358882c459cae7bd01517a09ecc7723,20296686,246,245,0.9917487400770776
road,Santiago,Santiago,60718,88302,2.90859382720116,0.4543405779204741,0.6876174945074857,0.6118232079220822,0.4725,0.47,0.475,False,0,0.0025,256,1000,1.646958068447578e-05,1.0,0.1744952073520208,9726,canonical_v2_exact_endpoint,75e7cd4f29692e9a18568e505a10786bc5bfd504bb2e77dcb249a6606cf64b92,connected,1,176604,True,b9412f7066e5704dc3286a4f959950646b53e8f8fdf1a9602b8f6987de598713,20296711,232,231,0.9920451925293982
