domain,instance,system_id,n_nodes,n_edges,mean_degree,pc_cebh,pc_dimension,pc_junction_anchor,pc,pc_low,pc_high,point_endpoint,bootstrap_endpoint_count,p_step,n_orders,n_bootstrap,mean_curve_p0,mean_curve_p1,exact_endpoint_slope,largest_component_bridges,method_version,input_hash,kind,replicate,n_swaps,degree_sequence_exact,realization_hash,seed,components_before_repair,connectivity_repairs,lcc_before_repair
road,Boston,Boston,24819,35843,2.8883516660622908,0.4629981269779758,0.6924364590017578,0.6191020605979602,0.485,0.4825,0.4875,False,0,0.0025,256,1000,4.029171199484266e-05,1.0,0.1622144324912365,3655,canonical_v2_exact_endpoint,ab1c8ef8bea3a1b1d6c8460021acdda0c4c6c3f850f7873e37bc77953dbbad0e,connected,0,71686,True,e531cc96ead78d4e7582dda4f0ead2bcb45c5bba895c1bf58cc8d5305b2a8d16,20292024,87,86,0.9929086586889077
road,Boston,Boston,24819,35843,2.8883516660622908,0.4629981269779758,0.6924364590017578,0.6191020605979602,0.4875,0.485,0.495,False,0,0.0025,256,1000,4.029171199484266e-05,1.0,0.1639469761070147,3662,canonical_v2_exact_endpoint,ab1c8ef8bea3a1b1d6c8460021acdda0c4c6c3f850f7873e37bc77953dbbad0e,connected,1,71686,True,6328f85bec8cddacce4e207fcaef4dc6614bb52f44309c4b95aef8e2a28e8119,20292047,93,92,0.9924654498569644
road,Brisbane,Brisbane,25339,35174,2.776273728244998,0.4911197989388439,0.7203900608403935,0.6319786826973909,0.5175,0.5125,0.52,False,0,0.0025,256,1000,3.946485654524646e-05,1.0,0.1875369983030111,4213,canonical_v2_exact_endpoint,6370c1a0ef0082186e72fcb0cd4d0fdfbc158a565f99d0ed55bc1e88b32f1b67,connected,0,70348,True,a426292afa23b86dd3b442914f362d525d010c63381c7e0d25bc721700629107,20296538,107,106,0.9914361261296816
road,Brisbane,Brisbane,25339,35174,2.776273728244998,0.4911197989388439,0.7203900608403935,0.6319786826973909,0.5225,0.515,0.5250625,False,0,0.0025,256,1000,3.946485654524646e-05,1.0,0.1927068945104384,4245,canonical_v2_exact_endpoint,6370c1a0ef0082186e72fcb0cd4d0fdfbc158a565f99d0ed55bc1e88b32f1b67,connected,1,70348,True,a8ca9a9e45de1373dd84f599e03d8c73b11c450fa98cceb68ff970c652d9c86c,20296563,124,123,0.9898180670113264
road,Buenos Aires,Buenos Aires,21642,37472,3.462896220312356,0.3806157377781841,0.5775512382578992,0.5635553018890295,0.4,0.3975,0.4,False,0,0.0025,256,1000,4.620645042047871e-05,1.0,0.0437575085481933,928,canonical_v2_exact_endpoint,9d9d15a5d2f4fbba12698a26633ec7b121490021a8df53eda0a4066573a44ab9,connected,0,74944,True,a849b472065dbe2cffb90d21e549d5d87b69ade632b078a6fb2fb6ec2cabc2ce,20307017,6,5,0.9994917290453748
road,Buenos Aires,Buenos Aires,21642,37472,3.462896220312356,0.3806157377781841,0.5775512382578992,0.5635553018890295,0.4025,0.4,0.4075,False,0,0.0025,256,1000,4.620645042047871e-05,1.0,0.0441271601515571,933,canonical_v2_exact_endpoint,9d9d15a5d2f4fbba12698a26633ec7b121490021a8df53eda0a4066573a44ab9,connected,1,74944,True,0930632685fcf1ae82cb03fc4d658c5232b104b798b54079228d55f377c4c1a8,20307046,8,7,0.9993531096941132
road,Cairo,Cairo,118235,163341,2.762988962659111,0.4905812814983452,0.7238537782920393,0.6313273686475291,0.51,0.51,0.5125,False,0,0.0025,256,1000,8.457732481921597e-06,1.0,0.2072567344694887,21773,canonical_v2_exact_endpoint,1dd01752b9f1dbd0c8474162d1793e9ce47b810d0108b2f780896d0a7c7278ca,connected,0,326682,True,c60d6ccbfef49527d79b03818e88f44053d0549bf10e811ca2f3b78a148ca6c0,20289513,682,681,0.9879477312132616
road,Cairo,Cairo,118235,163341,2.762988962659111,0.4905812814983452,0.7238537782920393,0.6313273686475291,0.5075000000000001,0.505,0.51,False,0,0.0025,256,1000,8.457732481921597e-06,1.0,0.2065378272085254,21743,canonical_v2_exact_endpoint,1dd01752b9f1dbd0c8474162d1793e9ce47b810d0108b2f780896d0a7c7278ca,connected,1,326682,True,a3ecd5e73646ea5bac416dbd2f5248c6ec06576edb715596248f1fae218c8188,20289535,679,678,0.9879900198756714
road,Casablanca,Casablanca,36942,55764,3.019002761084944,0.4598827284198025,0.662470411017861,0.6240609680257581,0.48,0.48,0.485,False,0,0.0025,256,1000,2.7069460234962907e-05,1.0,0.073710140219804,2598,canonical_v2_exact_endpoint,f8c7a1f9e2b886aa40e9fa56bf4a3568975e4cdbaf1739150fb45b89f9b8490c,connected,0,111528,True,fa308e7a07f37425f11146bd9a644e0585202d04bd2fa3afb0edbaf9516ce32e,20301488,31,30,0.9983758323859022
road,Casablanca,Casablanca,36942,55764,3.019002761084944,0.4598827284198025,0.662470411017861,0.6240609680257581,0.48,0.4775,0.4825,False,0,0.0025,256,1000,2.7069460234962907e-05,1.0,0.0762276000216555,2628,canonical_v2_exact_endpoint,f8c7a1f9e2b886aa40e9fa56bf4a3568975e4cdbaf1739150fb45b89f9b8490c,connected,1,111528,True,60d8d95fb4f49b8ad2983755ced1a6f6712ef1a94454f15655f9cfac5891510c,20301515,20,19,0.9989713605110714
road,Chennai,Chennai,42444,56880,2.6802374893977947,0.498448919501551,0.7462025316455696,0.6299340015197303,0.525,0.52,0.5275,False,0,0.0025,256,1000,2.356045613043068e-05,1.0,0.2680473093959099,9733,canonical_v2_exact_endpoint,7cfca29680ba8cef2af8b744e09858e92d0014be372a6b8771952f4c230b3e17,connected,0,113760,True,099d56949103392f10b24932c814f069004172694bb49f8c855f29abaedcc411,20294033,365,364,0.9815992837621336
road,Chennai,Chennai,42444,56880,2.6802374893977947,0.498448919501551,0.7462025316455696,0.6299340015197303,0.525,0.5225,0.5275,False,0,0.0025,256,1000,2.356045613043068e-05,1.0,0.2652907360286495,9696,canonical_v2_exact_endpoint,7cfca29680ba8cef2af8b744e09858e92d0014be372a6b8771952f4c230b3e17,connected,1,113760,True,76475c161f9b6464d18e3b87229d5f2ed81baf8a375b69515bfbbec836bc66b0,20294057,343,342,0.9831307134106116
road,Chicago,Chicago,13260,21830,3.2926093514328807,0.3959947031400221,0.6074209803023363,0.5713408669791303,0.425,0.4175,0.4275,False,0,0.0025,256,1000,7.541478129713421e-05,1.0,0.0783559577677224,999,canonical_v2_exact_endpoint,6e54a03ece4f9e8613bb187ade95bb2ed96d1aa8c0ad94f557dd8312a3ff7df6,connected,0,43660,True,88754dee22a123b640c92823e14bdb8b63bfe1f71c424326428618bacd4a16eb,20293974,9,8,0.998793363499246
road,Chicago,Chicago,13260,21830,3.2926093514328807,0.3959947031400221,0.6074209803023363,0.5713408669791303,0.425,0.4175,0.4275,False,0,0.0025,256,1000,7.541478129713421e-05,1.0,0.0794117647058823,1006,canonical_v2_exact_endpoint,6e54a03ece4f9e8613bb187ade95bb2ed96d1aa8c0ad94f557dd8312a3ff7df6,connected,1,43660,True,bbd09f4c8fc44953b9cc36714bb35861ac4d9ceb914f78fd1dde1bb4a6d4f390,20293998,10,9,0.9984917043740572
road,Dakar,Dakar,28624,43129,3.01348518725545,0.4600377595972308,0.6636833684991537,0.6241310313438612,0.485,0.4775,0.4875,False,0,0.0025,256,1000,3.493571827836781e-05,1.0,0.080072666294019,2198,canonical_v2_exact_endpoint,d135e6c58b836e7913965c30226322d34eaf4bd8c574de7659ea7d8998805576,connected,0,86258,True,6e15df5aec6ff906d7576684bddfb85aacefd9325bdd4a40e3b8d448aa76776f,20289412,27,26,0.9981833426495248
road,Dakar,Dakar,28624,43129,3.01348518725545,0.4600377595972308,0.6636833684991537,0.6241310313438612,0.4825,0.48,0.485,False,0,0.0025,256,1000,3.493571827836781e-05,1.0,0.0801774734488541,2200,canonical_v2_exact_endpoint,d135e6c58b836e7913965c30226322d34eaf4bd8c574de7659ea7d8998805576,connected,1,86258,True,91901db98e856699ae8274796c7ac3bbe6d52a4e87aeb97ab04ee7cdb5973a1d,20289434,30,29,0.9979737283398546
road,Dar es Salaam,Dar es Salaam,22312,29826,2.6735389028325565,0.5075988359230076,0.7480721518138537,0.6359262790285476,0.54,0.5325,0.5425,False,0,0.0025,256,1000,4.481893151667265e-05,1.0,0.2567228397275009,4839,canonical_v2_exact_endpoint,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,connected,0,59652,True,af19466f037ddd667914a8ea40c8914fb65ea69d3518f3ba3e0e4d0d7d00ae3d,20308926,169,168,0.9839100035855144
road,Dar es Salaam,Dar es Salaam,22312,29826,2.6735389028325565,0.5075988359230076,0.7480721518138537,0.6359262790285476,0.535,0.5325,0.5375,False,0,0.0025,256,1000,4.481893151667265e-05,1.0,0.253002868411617,4807,canonical_v2_exact_endpoint,3dbe8788844f68a6baa9d7d70471afabf3c868af462c46dc55b3dd77ad295122,connected,1,59652,True,d954bd983c7a44284d080b678519438f603567a670cba9b3b7163202d6685bd2,20308956,178,177,0.9831929006812478
road,Delhi,Delhi,59302,85866,2.8958888401740244,0.4689645379225219,0.6906342440546899,0.6229958993794755,0.49,0.485,0.4925,False,0,0.0025,256,1000,1.6862837678324515e-05,1.0,0.1447000101177026,7919,canonical_v2_exact_endpoint,ef9646d6b32ee8d368c13f641fcff98d043f745b57904bc921c5f3509bfa4b32,connected,0,171732,True,d7907c0895bf8a39f5f7ba88c99f1d1b0f77c61fdefee82a51c9d2b22c961d69,20289421,163,162,0.9943003608647264
road,Delhi,Delhi,59302,85866,2.8958888401740244,0.4689645379225219,0.6906342440546899,0.6229958993794755,0.4875,0.485,0.49,False,0,0.0025,256,1000,1.6862837678324515e-05,1.0,0.1454082493001922,7941,canonical_v2_exact_endpoint,ef9646d6b32ee8d368c13f641fcff98d043f745b57904bc921c5f3509bfa4b32,connected,1,171732,True,00063f07261e4f995fb146e102934c0a0197f4f112073666dd862a9dd86ef613,20289443,186,185,0.9935921216822368
road,Dhaka,Dhaka,35890,47996,2.674616884926164,0.501127631139325,0.7477706475539628,0.6318677528389077,0.5275,0.525,0.53,False,0,0.0025,256,1000,2.7862914460852604e-05,1.0,0.2656450264697687,8182,canonical_v2_exact_endpoint,a65144ddcc34f23972b2d202b2d2cd55ea3e782cf425f82e62474c28beb59939,connected,0,95992,True,14f1d9e4a81e0ac6b9e317947c9dee11f13af9a0d2ae12c68a9201fd1c4d22ff,20289301,302,301,0.9821955976595153
road,Dhaka,Dhaka,35890,47996,2.674616884926164,0.501127631139325,0.7477706475539628,0.6318677528389077,0.525,0.5225,0.5375,False,0,0.0025,256,1000,2.7862914460852604e-05,1.0,0.2617442184452493,8147,canonical_v2_exact_endpoint,a65144ddcc34f23972b2d202b2d2cd55ea3e782cf425f82e62474c28beb59939,connected,1,95992,True,6894c7652d9b2db819c9896f67871710ef01a9b0d71574f0ef2d78ba1b120afb,20289323,316,315,0.9817219281136806
road,Dubai,Dubai,15724,22720,2.889849910964131,0.4908611675236571,0.6920774647887324,0.6405457811271997,0.5175,0.5125,0.5175,False,0,0.0025,256,1000,6.359704909692192e-05,1.0,0.08140422284406,1214,canonical_v2_exact_endpoint,2db898e088c7cb2fb4ac59525af70ddc3a6629bdfcf307f718dffa812066751a,connected,0,45440,True,f3f6b7f9244effd30d5cebada73d0c1b304c1d6a6ece111fe6b1f9b551b8b2f4,20289390,17,16,0.9979012973798016
road,Dubai,Dubai,15724,22720,2.889849910964131,0.4908611675236571,0.6920774647887324,0.6405457811271997,0.52,0.5125,0.5225,False,0,0.0025,256,1000,6.359704909692192e-05,1.0,0.0857924192317476,1238,canonical_v2_exact_endpoint,2db898e088c7cb2fb4ac59525af70ddc3a6629bdfcf307f718dffa812066751a,connected,1,45440,True,25bf1a19a3efd03c09c20b5d7c4fae4521e07754211a17eb8a37918be99b9a86,20289412,21,20,0.9972653268888324
road,Hanoi,Hanoi,29320,39886,2.720736698499318,0.4889668023341342,0.7350950208093064,0.6264432300188263,0.515,0.5125,0.52,False,0,0.0025,256,1000,3.410641200545704e-05,1.0,0.2490450204638472,6296,canonical_v2_exact_endpoint,4a321e4140484f274f5b6fa29d763d163fc4b6049743cfa5b35266e3aa4f820a,connected,0,79772,True,1434870620bcd751c1009c26ec82cf93ac741de221010b0e2bf05f4d28f30f75,20289496,234,233,0.9835607094133696
road,Hanoi,Hanoi,29320,39886,2.720736698499318,0.4889668023341342,0.7350950208093064,0.6264432300188263,0.515,0.51,0.5175624999999999,False,0,0.0025,256,1000,3.410641200545704e-05,1.0,0.2476466575716234,6293,canonical_v2_exact_endpoint,4a321e4140484f274f5b6fa29d763d163fc4b6049743cfa5b35266e3aa4f820a,connected,1,79772,True,c6730f7d7f17d986832a0f9218ec3279479457efb8affa77743342bf877a4197,20289518,245,244,0.982537517053206
road,Ho Chi Minh City,Ho Chi Minh City,40466,51958,2.567982998072456,0.5059497146863499,0.7788213557103815,0.6259101793107459,0.5375,0.5325,0.54,False,0,0.0025,256,1000,2.4712103988533584e-05,1.0,0.3722878465872584,12189,canonical_v2_exact_endpoint,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,connected,0,103916,True,52fedb2ce7568de228eba7dea18fd60bf0b5b2cb1093b390341420bc7be2965d,20317995,614,613,0.9679236890228834
road,Ho Chi Minh City,Ho Chi Minh City,40466,51958,2.567982998072456,0.5059497146863499,0.7788213557103815,0.6259101793107459,0.5375,0.5325,0.5425,False,0,0.0025,256,1000,2.4712103988533584e-05,1.0,0.3725843918351208,12156,canonical_v2_exact_endpoint,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,connected,1,103916,True,605641e783381fa994122566df1e150077f39233f841f9def935aa6a207f9145,20318028,608,607,0.9684920674146196
road,Hong Kong,Hong Kong,9035,13245,2.931931377974544,0.4651775366136339,0.6821442053605135,0.6214976093972292,0.5,0.4975,0.505,False,0,0.0025,256,1000,0.0001106806862202,1.0,0.1155506364139457,966,canonical_v2_exact_endpoint,8c450ae99e1d49537e3fe46c4f3b09a708194b8e3a26ee2ab24260144f99ea54,connected,0,26490,True,fb5e08f80b1ed558cf125364dadfae4e426663765ffd44bbe53b669ab1a5620e,20298617,18,17,0.9961261759822913
road,Hong Kong,Hong Kong,9035,13245,2.931931377974544,0.4651775366136339,0.6821442053605135,0.6214976093972292,0.495,0.4925,0.505,False,0,0.0025,256,1000,0.0001106806862202,1.0,0.1171001660210293,971,canonical_v2_exact_endpoint,8c450ae99e1d49537e3fe46c4f3b09a708194b8e3a26ee2ab24260144f99ea54,connected,1,26490,True,ec81d0a2b3da2f0f3c47ca4f372e0d5a6d3a64c81e03f1fa50a16ea88a903153,20298643,22,21,0.995240730492529
road,Hyderabad,Hyderabad,98461,132094,2.683174048608078,0.4881558622014944,0.7453858615834179,0.6225261371164539,0.5075000000000001,0.505,0.5125,False,0,0.0025,256,1000,1.0156305542295934e-05,1.0,0.2922172230629386,24486,canonical_v2_exact_endpoint,e4231c8b15f318853b5383dfc47cc6714ae0597f46f38eb309dd665fd8221603,connected,0,264188,True,bcb5e3dfb3ed0d23616296d499c4d2ca1032ee9fce59e750659d8d403524e260,20298932,966,965,0.9792405114715472
road,Hyderabad,Hyderabad,98461,132094,2.683174048608078,0.4881558622014944,0.7453858615834179,0.6225261371164539,0.5075000000000001,0.5075000000000001,0.51,False,0,0.0025,256,1000,1.0156305542295934e-05,1.0,0.2862148464874417,24357,canonical_v2_exact_endpoint,e4231c8b15f318853b5383dfc47cc6714ae0597f46f38eb309dd665fd8221603,connected,1,264188,True,c8131cbd6c74b090eee736d916393afe1e81f6d0088972e5b79731e8fb8cda4a,20298958,1024,1023,0.9782350372228598
road,Istanbul,Istanbul,48682,72909,2.995316544102543,0.4613033850047454,0.667709061981374,0.6246312322524161,0.4825,0.4775,0.4825,False,0,0.0025,256,1000,2.0541473234460376e-05,1.0,0.0858633581200443,3977,canonical_v2_exact_endpoint,eec3a6dbbdcd00ad23b67c1f9091e15b935660f56c8cfe1f00ddc54c0b80a322,connected,0,145818,True,a368c6c1ef413a178bd265cef8b028b48faff0772e8bf210051d3cbb2e1addfc,20296819,59,58,0.9975761061583336
road,Istanbul,Istanbul,48682,72909,2.995316544102543,0.4613033850047454,0.667709061981374,0.6246312322524161,0.48,0.4774375,0.485,False,0,0.0025,256,1000,2.0541473234460376e-05,1.0,0.0869109732550018,3994,canonical_v2_exact_endpoint,eec3a6dbbdcd00ad23b67c1f9091e15b935660f56c8cfe1f00ddc54c0b80a322,connected,1,145818,True,cf50de4fe4c1bce324db617cea6c0262aa3c921240c43eb2e2c51fa0fb83f966,20296844,55,54,0.9977404379442094
road,Jakarta,Jakarta,50166,65445,2.609137662958976,0.512325721577254,0.7665367866147147,0.6339062913771359,0.5375,0.535,0.5425,False,0,0.0025,256,1000,1.993381971853446e-05,1.0,0.3132799106964876,12951,canonical_v2_exact_endpoint,d59d38ad96562a8ea8ea6eb9efcfc96393a754eea73f17cea49fbc37d4a9e8c2,connected,0,130890,True,0358fe9a33109fcdbc468be4b935183d16052715869146cd26ecbd27dbc3e4b4,20294110,558,557,0.976577761830722
road,Jakarta,Jakarta,50166,65445,2.609137662958976,0.512325721577254,0.7665367866147147,0.6339062913771359,0.5425,0.5375,0.5425,False,0,0.0025,256,1000,1.993381971853446e-05,1.0,0.3109675876091377,12909,canonical_v2_exact_endpoint,d59d38ad96562a8ea8ea6eb9efcfc96393a754eea73f17cea49fbc37d4a9e8c2,connected,1,130890,True,a2fdd8a82f6ff21182f7866cc130ff17bf88c08ce8f95c0ff011cb4dc330f14e,20294134,530,529,0.977175776422278
