scope,n_nodes,n_edges,mean_degree,mean_voltage_kv,abstractly_planar,source_components,largest_component_share,chi_chord,crossing_pairs_chord,chords_used,pc,pc_low,pc_high,pc_cebh,pc_dimension,gap_cebh,gap_2d,orders,crossing_geometry
germany_full,585,801,2.7384615384615385,312.8838951310861,False,1,1.0,0.26092384519350814,209,801,0.665,0.6575,0.6725,0.3701478743068392,0.7303370786516854,0.2948521256931608,-0.06533707865168537,8192,One UTM32N endpoint chord per simple edge; node-adjacent pairs excluded
germany_north,326,450,2.7607361963190185,308.88888888888886,False,3,0.9939024390243902,0.28888888888888886,130,450,0.7125,0.7025,0.725,0.3673469387755102,0.7244444444444444,0.3451530612244898,-0.011944444444444424,8192,One UTM32N endpoint chord per simple edge; node-adjacent pairs excluded
germany_south,257,332,2.5836575875486383,316.86746987951807,False,1,1.0,0.21385542168674698,71,332,0.6825,0.68,0.6875,0.4088669950738916,0.7740963855421686,0.27363300492610837,-0.09159638554216865,8192,One UTM32N endpoint chord per simple edge; node-adjacent pairs excluded
