kind,n_cities,n_nulls,null_gap,null_gap_low,null_gap_high,organization_residual,organization_residual_low,organization_residual_high
degree,71,284,0.0232375479141979,0.0222019459336261,0.0243099211894375,0.1890140845070422,0.1834064700704225,0.1950618397887324
connected,71,142,0.0265474070691275,0.0246530360588241,0.0286552158972594,0.1857042253521126,0.1809154929577465,0.1907574823943662
