domain,instance,system_id,n_nodes,n_edges,mean_degree,pc_cebh,pc_dimension,pc_junction_anchor,pc,pc_low,pc_high,point_endpoint,bootstrap_endpoint_count,p_step,n_orders,n_bootstrap,mean_curve_p0,mean_curve_p1,exact_endpoint_slope,largest_component_bridges,method_version,input_hash,kind,replicate,n_swaps,degree_sequence_exact,realization_hash,seed
road,Melbourne,Melbourne,35052,51621,2.9453954125299555,0.4686087256486138,0.6790259777997326,0.6267534266124408,0.49,0.4875,0.4925,False,0,0.0025,256,1000,2.852904256533149e-05,0.9964623987218992,0.1003366427022709,3288,canonical_v2_exact_endpoint,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f,degree,1,103242,True,cb55cdb22146199bfd05bec80d8c291d830c4bb12631b91fb37482743be1eec5,20291692
road,Melbourne,Melbourne,35052,51621,2.9453954125299555,0.4686087256486138,0.6790259777997326,0.6267534266124408,0.4875,0.485,0.49,False,0,0.0025,256,1000,2.852904256533149e-05,0.996405340636768,0.1008501654684468,3301,canonical_v2_exact_endpoint,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f,degree,2,103242,True,86aad933a754adba655a43fd194f0d30bf9a063b26f2214012ce4ecfaf8e42c5,20291715
road,Melbourne,Melbourne,35052,51621,2.9453954125299555,0.4686087256486138,0.6790259777997326,0.6267534266124408,0.49,0.485,0.4925,False,0,0.0025,256,1000,2.852904256533149e-05,0.9978317927650352,0.1016489786602761,3339,canonical_v2_exact_endpoint,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f,degree,3,103242,True,47aec8e245cebfc8210e1fe8daba10ca0f3ae35b70fd0956b03a079ba7531fdd,20291738
road,Mexico City,Mexico City,59012,90635,3.0717481190266387,0.4265999557561695,0.6510950515805153,0.5962211342997888,0.445,0.4425,0.4475,False,0,0.0025,256,1000,1.694570595811021e-05,0.9954077136853524,0.1259065952687589,7003,canonical_v2_exact_endpoint,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,degree,0,181270,True,ba90e95ad2efbba02023c3a1f40a8493677817af43417962c39430093e44d175,20295815
road,Mexico City,Mexico City,59012,90635,3.0717481190266387,0.4265999557561695,0.6510950515805153,0.5962211342997888,0.4425,0.4425,0.445,False,0,0.0025,256,1000,1.694570595811021e-05,0.995373822273436,0.1265674778011252,7016,canonical_v2_exact_endpoint,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,degree,1,181270,True,c310a4e4ff8df5b8f4214cf2eb862b673effb81cf578f7fe6afd417a4e3748fc,20295840
road,Mexico City,Mexico City,59012,90635,3.0717481190266387,0.4265999557561695,0.6510950515805153,0.5962211342997888,0.4425,0.44,0.4475,False,0,0.0025,256,1000,1.694570595811021e-05,0.995831356334305,0.1265844235070833,7033,canonical_v2_exact_endpoint,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,degree,2,181270,True,b76523a17c88a700ba84ad4cf578e2e35ae66cf2844d411a680f51678982a29f,20295865
road,Mexico City,Mexico City,59012,90635,3.0717481190266387,0.4265999557561695,0.6510950515805153,0.5962211342997888,0.4425,0.44,0.445,False,0,0.0025,256,1000,1.694570595811021e-05,0.9952552023317288,0.1257540839151359,6996,canonical_v2_exact_endpoint,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,degree,3,181270,True,3eede01fb498591d8cbf1a35e0d45a2ac4b14fcf80ebee5fba511992f7025f48,20295890
road,Miami,Miami,17983,28736,3.1959072457320805,0.4188310741874362,0.6258003897550111,0.5964458763612537,0.445,0.44,0.445,False,0,0.0025,256,1000,5.560807429238728e-05,0.9985541900683984,0.0663960407051103,1153,canonical_v2_exact_endpoint,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,degree,0,57472,True,ac14bdd8820f5907cf939862b958f61f7e7e2041cba4f0663d9e99c0b7d75804,20283013
road,Miami,Miami,17983,28736,3.1959072457320805,0.4188310741874362,0.6258003897550111,0.5964458763612537,0.44,0.44,0.4425,False,0,0.0025,256,1000,5.560807429238728e-05,0.9984429739198132,0.067063337596619,1158,canonical_v2_exact_endpoint,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,degree,1,57472,True,2ab1979c9f69554038ece09d81ef9e0c38edf01df41dc98c3c32a4f8a7a92de9,20283032
road,Miami,Miami,17983,28736,3.1959072457320805,0.4188310741874362,0.6258003897550111,0.5964458763612537,0.4425,0.44,0.445,False,0,0.0025,256,1000,5.560807429238728e-05,0.9982761496969362,0.0658399599621865,1147,canonical_v2_exact_endpoint,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,degree,2,57472,True,3598eb7fb3a5768909459349044d1562a85165fde7bbcae27b8d35db1379a234,20283051
road,Miami,Miami,17983,28736,3.1959072457320805,0.4188310741874362,0.6258003897550111,0.5964458763612537,0.4425,0.44,0.4475,False,0,0.0025,256,1000,5.560807429238728e-05,0.9983873658455206,0.0662848245565256,1150,canonical_v2_exact_endpoint,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,degree,3,57472,True,acea8e5d7cbc9ad0f91275f6e045ac6db40a117228a6a60f0c144c8e96944171,20283070
road,Milan,Milan,25735,38172,2.9665436176413444,0.4648772408417771,0.6741852666876245,0.6252786043555665,0.485,0.4825,0.49,False,0,0.0025,256,1000,3.885758694385079e-05,0.997241111326986,0.0913153293180493,2182,canonical_v2_exact_endpoint,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,degree,0,76344,True,1e845359656b2b3dafe665347022b8a47872370b976ba0b4ab6a82bcd435c75a,20283043
road,Milan,Milan,25735,38172,2.9665436176413444,0.4648772408417771,0.6741852666876245,0.6252786043555665,0.4875,0.4874374999999999,0.49,False,0,0.0025,256,1000,3.885758694385079e-05,0.998173693413639,0.0884787254711482,2174,canonical_v2_exact_endpoint,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,degree,1,76344,True,512c2bad64ba81fdaa0c4321f6d7ba3923ad3b47b87c9ed0d169966b82367cda,20283062
road,Milan,Milan,25735,38172,2.9665436176413444,0.4648772408417771,0.6741852666876245,0.6252786043555665,0.485,0.4825,0.4925,False,0,0.0025,256,1000,3.885758694385079e-05,0.9976685447833692,0.0896444530794637,2175,canonical_v2_exact_endpoint,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,degree,2,76344,True,c15419c299695c9857e22c3b200e1b0880a9cd65b5e8ce5eeba953da403f4348,20283081
road,Milan,Milan,25735,38172,2.9665436176413444,0.4648772408417771,0.6741852666876245,0.6252786043555665,0.49,0.485,0.49,False,0,0.0025,256,1000,3.885758694385079e-05,0.9972022537400425,0.0905381775791723,2178,canonical_v2_exact_endpoint,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,degree,3,76344,True,d1f655befdde69247e831fc800f96c0f5f684fb87d91d4c5082aa924e2d0a511,20283100
road,Montevideo,Montevideo,13761,22450,3.2628442700385145,0.4069683126676818,0.6129621380846325,0.5861605763055557,0.435,0.4275,0.4375,False,0,0.0025,256,1000,7.266913741733884e-05,0.9984012789768184,0.0699077101954799,926,canonical_v2_exact_endpoint,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,degree,0,44900,True,e634d24874c872ea56036bc63a5ba29a2e40669c6348d3d12f5f40eac81879bf,20294039
road,Montevideo,Montevideo,13761,22450,3.2628442700385145,0.4069683126676818,0.6129621380846325,0.5861605763055557,0.43,0.4275,0.4375,False,0,0.0025,256,1000,7.266913741733884e-05,0.9978199258774796,0.0685996657219678,918,canonical_v2_exact_endpoint,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,degree,1,44900,True,e92266e09526f5eb0fea12d885fb70fa2951ac398b6dc68888d01c538cbcc2ce,20294063
road,Montevideo,Montevideo,13761,22450,3.2628442700385145,0.4069683126676818,0.6129621380846325,0.5861605763055557,0.43,0.43,0.4375,False,0,0.0025,256,1000,7.266913741733884e-05,0.9985466172516534,0.0696170336458106,929,canonical_v2_exact_endpoint,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,degree,2,44900,True,352d658f2b5daab6f15bf7b703d18f7edd3b38fb2c1a2a830013707eaadd5b50,20294087
road,Montevideo,Montevideo,13761,22450,3.2628442700385145,0.4069683126676818,0.6129621380846325,0.5861605763055557,0.4325,0.43,0.435,False,0,0.0025,256,1000,7.266913741733884e-05,0.999127970350992,0.0683089891722985,928,canonical_v2_exact_endpoint,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,degree,3,44900,True,1ebc06895c7f1d5aaa85f4f3632e90493053afb308cf4a07cbca4016f44fa084,20294111
road,Montreal,Montreal,20313,32065,3.157091517747256,0.4231662575553621,0.6334944643692499,0.5936174823703804,0.445,0.4425,0.4525,False,0,0.0025,256,1000,4.9229557426278746e-05,0.9984246541623594,0.0689706099542165,1327,canonical_v2_exact_endpoint,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,degree,0,64130,True,8250e16c44974f37669a0ac6a464d5fbb4d05e1b236445143acf5ecf932acd6a,20289343
road,Montreal,Montreal,20313,32065,3.157091517747256,0.4231662575553621,0.6334944643692499,0.5936174823703804,0.45,0.445,0.4525,False,0,0.0025,256,1000,4.9229557426278746e-05,0.9983754246049332,0.0672475754442967,1313,canonical_v2_exact_endpoint,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,degree,1,64130,True,32a3f8a13a17a93f59b1da8b5f7ce81c484de6bb28de37d3f2733d15c2f312d3,20289365
road,Montreal,Montreal,20313,32065,3.157091517747256,0.4231662575553621,0.6334944643692499,0.5936174823703804,0.4425,0.4425,0.4525,False,0,0.0025,256,1000,4.9229557426278746e-05,0.999015408851474,0.0695121350859055,1337,canonical_v2_exact_endpoint,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,degree,2,64130,True,44fd1c6cb0bf407a5d07275dc5082ef7c37ee108c3ee2e35c7db80b57aca7c92,20289387
road,Montreal,Montreal,20313,32065,3.157091517747256,0.4231662575553621,0.6334944643692499,0.5936174823703804,0.4475,0.445,0.45,False,0,0.0025,256,1000,4.9229557426278746e-05,0.9988677201791952,0.0698075124304632,1339,canonical_v2_exact_endpoint,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,degree,3,64130,True,144bad974d8e520a71105043acdd73c98285748976af184629c74a96707fbc53,20289409
road,Mumbai,Mumbai,18270,24999,2.7366174055829227,0.4825037154272258,0.7308292331693268,0.6219120370356436,0.505,0.5025000000000001,0.515,False,0,0.0025,256,1000,5.473453749315816e-05,0.9866995073891628,0.2275314723590585,3684,canonical_v2_exact_endpoint,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,degree,0,49998,True,76c58459255817ff01deebcceff88fbb8e4507de525c87c980099b1bf51a1cba,20284953
road,Mumbai,Mumbai,18270,24999,2.7366174055829227,0.4825037154272258,0.7308292331693268,0.6219120370356436,0.51,0.5075000000000001,0.515,False,0,0.0025,256,1000,5.473453749315816e-05,0.984126984126984,0.2320744389709907,3673,canonical_v2_exact_endpoint,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,degree,1,49998,True,45aec027813c5925ee3af42964ed49020c70307f7a53d9e58ecdf7c2df169c52,20284973
road,Mumbai,Mumbai,18270,24999,2.7366174055829227,0.4825037154272258,0.7308292331693268,0.6219120370356436,0.51,0.5075000000000001,0.5125,False,0,0.0025,256,1000,5.473453749315816e-05,0.980186097427477,0.2232621784345922,3583,canonical_v2_exact_endpoint,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,degree,2,49998,True,76837ec53dfd989435812b32d5c76be34b107721590beb6fe5932f40e1425d0b,20284993
road,Mumbai,Mumbai,18270,24999,2.7366174055829227,0.4825037154272258,0.7308292331693268,0.6219120370356436,0.51,0.5075000000000001,0.5175,False,0,0.0025,256,1000,5.473453749315816e-05,0.9847837985769022,0.2279146141215106,3654,canonical_v2_exact_endpoint,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,degree,3,49998,True,36cbd98f677556c38ed7a2fca85cb288df83b93ece2324a4241469862ed92b52,20285013
road,Nairobi,Nairobi,22960,28157,2.452700348432056,0.5433092136999518,0.8154277799481479,0.6398066061854979,0.5775,0.5700000000000001,0.58,False,0,0.0025,256,1000,4.35540069686411e-05,0.959189895470383,0.3852351916376306,6698,canonical_v2_exact_endpoint,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,degree,0,56314,True,97574c4810c1496ba48c7be68a8cc7bb151008b4958073564e92bb268e94370b,20287038
road,Nairobi,Nairobi,22960,28157,2.452700348432056,0.5433092136999518,0.8154277799481479,0.6398066061854979,0.5700000000000001,0.5675,0.5750000000000001,False,0,0.0025,256,1000,4.35540069686411e-05,0.9587543554006966,0.3702961672473868,6615,canonical_v2_exact_endpoint,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,degree,1,56314,True,248ac01ca77353be845bc3ff476047073e186deb0a3b753f0e7a460e32438775,20287059
road,Nairobi,Nairobi,22960,28157,2.452700348432056,0.5433092136999518,0.8154277799481479,0.6398066061854979,0.5725,0.5675,0.5750000000000001,False,0,0.0025,256,1000,4.35540069686411e-05,0.9561411149825786,0.375479094076655,6592,canonical_v2_exact_endpoint,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,degree,2,56314,True,d92e4acea5435c089eb3777ab3634d4f009c4955a9aa0d461429a61704bb61bf,20287080
road,Nairobi,Nairobi,22960,28157,2.452700348432056,0.5433092136999518,0.8154277799481479,0.6398066061854979,0.5725,0.5725,0.5750000000000001,False,0,0.0025,256,1000,4.35540069686411e-05,0.96088850174216,0.3799216027874564,6690,canonical_v2_exact_endpoint,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,degree,3,56314,True,55be388fdadcfeb815b4df2d8ccae5336e4f558a379eb2af21e99dee6097c67f,20287101
road,New York City,New York City,20109,34130,3.394499975135512,0.3876426827190641,0.5891883973044242,0.5686540264490313,0.4075,0.4075,0.4125,False,0,0.0025,256,1000,4.9728977074941546e-05,0.9988065045502011,0.0556964543239345,1100,canonical_v2_exact_endpoint,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,degree,0,68260,True,bb5e45b15ddb4484e73e725d92b8d80b617d1af506f49c404a7f28d31d0698f5,20300649
road,New York City,New York City,20109,34130,3.394499975135512,0.3876426827190641,0.5891883973044242,0.5686540264490313,0.41,0.4075,0.415,False,0,0.0025,256,1000,4.9728977074941546e-05,0.9985081306877516,0.0562932020488338,1102,canonical_v2_exact_endpoint,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,degree,1,68260,True,5894a61da3112dfd4a45177afab3db5e84b35026c0e2cac86f9f5cc2c3aa699e,20300676
road,New York City,New York City,20109,34130,3.394499975135512,0.3876426827190641,0.5891883973044242,0.5686540264490313,0.4125,0.405,0.415,False,0,0.0025,256,1000,4.9728977074941546e-05,0.999403252275101,0.0563926600029837,1114,canonical_v2_exact_endpoint,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,degree,2,68260,True,789651390ae87e5107adce784f5b265ec33b5434eb31eb823a4f5ae19bcbec4a,20300703
road,New York City,New York City,20109,34130,3.394499975135512,0.3876426827190641,0.5891883973044242,0.5686540264490313,0.4125,0.4075,0.415,False,0,0.0025,256,1000,4.9728977074941546e-05,0.9990054204585008,0.0566413048883584,1112,canonical_v2_exact_endpoint,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,degree,3,68260,True,4b2ffa52488b21ef66928c89a732d7a2c6cfefcf9ae1ce70b9422646041ee55d,20300730
road,Osaka,Osaka,92460,138690,3.0,0.4467357272621854,0.6666666666666666,0.6120026038397824,0.4625,0.4575,0.4675,False,0,0.0025,256,1000,1.081548777849881e-05,0.9957386978152716,0.1196841877568678,10336,canonical_v2_exact_endpoint,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,degree,0,277380,True,8b79cab45f1266a2471d70be9e33097d63050f9fb0b04aa0e9ff4d9a6ccf36fd,20282997
road,Osaka,Osaka,92460,138690,3.0,0.4467357272621854,0.6666666666666666,0.6120026038397824,0.4625,0.46,0.4625,False,0,0.0025,256,1000,1.081548777849881e-05,0.9956305429374868,0.1203547479991347,10345,canonical_v2_exact_endpoint,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,degree,1,277380,True,e55f1dfea4520696ba897d41af7b608289682f0d4dcad37b9b6c503747e0f4c5,20283016
road,Osaka,Osaka,92460,138690,3.0,0.4467357272621854,0.6666666666666666,0.6120026038397824,0.46,0.46,0.4675,False,0,0.0025,256,1000,1.081548777849881e-05,0.9956738048886004,0.1196301103179753,10323,canonical_v2_exact_endpoint,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,degree,2,277380,True,34dbba6342192ca56e4cae8a9be96748fa29bded25f4080949ca8b732cab474f,20283035
road,Osaka,Osaka,92460,138690,3.0,0.4467357272621854,0.6666666666666666,0.6120026038397824,0.4625,0.46,0.465,False,0,0.0025,256,1000,1.081548777849881e-05,0.9956413584252654,0.1184079601990049,10278,canonical_v2_exact_endpoint,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,degree,3,277380,True,02016d936dd8a0e3ed1eab38285d00a67633233b4b5979bd370a071b4f121fb3,20283054
road,Panama City,Panama City,9245,12302,2.661330448891293,0.4936399020906064,0.7515038205169892,0.6246834166228351,0.53,0.5275,0.5325,False,0,0.0025,256,1000,0.0001081665765278,0.977934018388318,0.2642509464575446,2082,canonical_v2_exact_endpoint,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,degree,0,24604,True,3dfa225097fe1256c4b5e88eb84ac3c4acdaa090e04b71bf151808f72139c0c8,20295599
road,Panama City,Panama City,9245,12302,2.661330448891293,0.4936399020906064,0.7515038205169892,0.6246834166228351,0.53,0.525,0.535,False,0,0.0025,256,1000,0.0001081665765278,0.9808545159545704,0.2755002704164413,2138,canonical_v2_exact_endpoint,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,degree,1,24604,True,a14e0748c2ff65dd10fc9f9e7309eff54a7511899e0a5bc9a8c4ead2b47ef2fd,20295624
road,Panama City,Panama City,9245,12302,2.661330448891293,0.4936399020906064,0.7515038205169892,0.6246834166228351,0.5275,0.525,0.535,False,0,0.0025,256,1000,0.0001081665765278,0.9800973499188752,0.2726879394267171,2128,canonical_v2_exact_endpoint,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,degree,2,24604,True,1d844cda061763e62384364f02a8c3a89d3036d6d6e166d981005fadcf2373d7,20295649
road,Panama City,Panama City,9245,12302,2.661330448891293,0.4936399020906064,0.7515038205169892,0.6246834166228351,0.5275,0.5225,0.5325,False,0,0.0025,256,1000,0.0001081665765278,0.979232017306652,0.2644672796106003,2100,canonical_v2_exact_endpoint,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,degree,3,24604,True,1abdd5a393c8e34a0ab0085021007078b0fd02f65d6b7924a19c8eff9672e04e,20295674
road,Paris,Paris,36946,55181,2.987116331943918,0.453974052043998,0.6695420525180769,0.6185179616038177,0.4725,0.47,0.4775,False,0,0.0025,256,1000,2.706652952958372e-05,0.9969685486926866,0.1008498890272289,3467,canonical_v2_exact_endpoint,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,degree,0,110362,True,882c2ce3ccbed30ac1473656a1cb9dc9ccb7a204a85c066c8ae274b7fc0159e4,20283175
road,Paris,Paris,36946,55181,2.987116331943918,0.453974052043998,0.6695420525180769,0.6185179616038177,0.48,0.4725,0.4825,False,0,0.0025,256,1000,2.706652952958372e-05,0.9969956152222162,0.1012288204406431,3464,canonical_v2_exact_endpoint,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,degree,1,110362,True,d203281fb4f1ee7c4713f45fa8d6a67e662c7adcac9a8373bb220a22c1875808,20283194
road,Paris,Paris,36946,55181,2.987116331943918,0.453974052043998,0.6695420525180769,0.6185179616038177,0.475,0.4725,0.4775,False,0,0.0025,256,1000,2.706652952958372e-05,0.997455746224219,0.1010934877929951,3478,canonical_v2_exact_endpoint,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,degree,2,110362,True,107cc56360b66667196d6b4cb18f1ee53cc41e512d5b71dfb21be64f372adc72,20283213
road,Paris,Paris,36946,55181,2.987116331943918,0.453974052043998,0.6695420525180769,0.6185179616038177,0.475,0.47,0.4775,False,0,0.0025,256,1000,2.706652952958372e-05,0.9963189519839766,0.0982515021923888,3418,canonical_v2_exact_endpoint,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,degree,3,110362,True,97d5b99b00967da0fa35ad377c224e63adae25ebc21e1dcf89b48cd83d10d36a,20283232
road,Prague,Prague,19787,27325,2.7619143882346995,0.4768012005095185,0.7241354071363221,0.6190045672056735,0.5025000000000001,0.5,0.515,False,0,0.0025,256,1000,5.053823217263858e-05,0.9849901450447264,0.2102895840703492,3662,canonical_v2_exact_endpoint,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,degree,0,54650,True,9181634c8365f71ec8fbcf3c3acfaedae7565ed7855a8aa0d67e3e1574a32462,20285055
road,Prague,Prague,19787,27325,2.7619143882346995,0.4768012005095185,0.7241354071363221,0.6190045672056735,0.5075000000000001,0.5,0.5100625,False,0,0.0025,256,1000,5.053823217263858e-05,0.9872643654924949,0.2146864102693687,3716,canonical_v2_exact_endpoint,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,degree,1,54650,True,3a148b36dc6fe75e48a3ca6faed25b3b312b85c0fcd97b6ab53a66649561b5da,20285075
road,Prague,Prague,19787,27325,2.7619143882346995,0.4768012005095185,0.7241354071363221,0.6190045672056735,0.505,0.4975,0.5075000000000001,False,0,0.0025,256,1000,5.053823217263858e-05,0.9863041390812148,0.217870318896245,3724,canonical_v2_exact_endpoint,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,degree,2,54650,True,ae82b2e2a0ad34c87cef9363e3191341224736648a9c91c9ca931db0b12177a9,20285095
road,Prague,Prague,19787,27325,2.7619143882346995,0.4768012005095185,0.7241354071363221,0.6190045672056735,0.5075000000000001,0.5025000000000001,0.51,False,0,0.0025,256,1000,5.053823217263858e-05,0.9871632890281498,0.2164552483954111,3724,canonical_v2_exact_endpoint,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,degree,3,54650,True,9c4ccc0624f04583b000e50f350ed10859097b0d40b2a6cb3ca621f51f7eceb1,20285115
road,Quito,Quito,26144,35253,2.696832925336597,0.4811776588774842,0.7416106430658383,0.6182161993593168,0.505,0.5,0.5125,False,0,0.0025,256,1000,3.824969400244796e-05,0.9788096695226436,0.2656058751529987,5984,canonical_v2_exact_endpoint,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,degree,0,70506,True,c63e818fb7121ba3df34ffd52bf158662cecb6043ee29df1b66fe13c513db929,20283308
road,Quito,Quito,26144,35253,2.696832925336597,0.4811776588774842,0.7416106430658383,0.6182161993593168,0.5075000000000001,0.5025000000000001,0.51,False,0,0.0025,256,1000,3.824969400244796e-05,0.9777386780905748,0.2628518971848225,5944,canonical_v2_exact_endpoint,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,degree,1,70506,True,a258bdd6c50a182d848d22b0a8cdd1e8868d223b237d2f0951e52e29db3ac4e7,20283327
road,Quito,Quito,26144,35253,2.696832925336597,0.4811776588774842,0.7416106430658383,0.6182161993593168,0.5025000000000001,0.5,0.5125,False,0,0.0025,256,1000,3.824969400244796e-05,0.9775474296205628,0.2622781517747858,5939,canonical_v2_exact_endpoint,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,degree,2,70506,True,847beeb2412b20004519a2295f1573e75df85abb562247dc8e2dd1279f1b8c0e,20283346
road,Quito,Quito,26144,35253,2.696832925336597,0.4811776588774842,0.7416106430658383,0.6182161993593168,0.5075000000000001,0.5025000000000001,0.515,False,0,0.0025,256,1000,3.824969400244796e-05,0.9766676866585068,0.2647261321909425,5931,canonical_v2_exact_endpoint,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,degree,3,70506,True,fc716cda13869fada249cf94b041ca7db307a519e1946af59580305982135088,20283365
road,Rio de Janeiro,Rio de Janeiro,14909,20774,2.786773090079817,0.479348377866999,0.7176759410801964,0.6239372666595148,0.505,0.5025000000000001,0.515,False,0,0.0025,256,1000,6.707357971694951e-05,0.990609698839627,0.2022268428466027,2625,canonical_v2_exact_endpoint,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,degree,0,41548,True,e0b93ed4e40cf7887a5167ec21df289997e225641cecd4b72fb5fcb11c0a845e,20302911
road,Rio de Janeiro,Rio de Janeiro,14909,20774,2.786773090079817,0.479348377866999,0.7176759410801964,0.6239372666595148,0.5075000000000001,0.5,0.5125,False,0,0.0025,256,1000,6.707357971694951e-05,0.9883291971292504,0.1941780132805687,2576,canonical_v2_exact_endpoint,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,degree,1,41548,True,e9e73168f183872a51ea27ac30b76011bb59f6c83048bfef8f375b413b215c4c,20302939
road,Rio de Janeiro,Rio de Janeiro,14909,20774,2.786773090079817,0.479348377866999,0.7176759410801964,0.6239372666595148,0.505,0.5025000000000001,0.5075000000000001,False,0,0.0025,256,1000,6.707357971694951e-05,0.9884633442886844,0.1947816754980213,2583,canonical_v2_exact_endpoint,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,degree,2,41548,True,01b18d115c4c48d87a87a8454ca70d7eb052381de3b71bdc9d520df43ab56745,20302967
road,Rio de Janeiro,Rio de Janeiro,14909,20774,2.786773090079817,0.479348377866999,0.7176759410801964,0.6239372666595148,0.5075000000000001,0.505,0.515,False,0,0.0025,256,1000,6.707357971694951e-05,0.9888657857669864,0.1897511570192501,2563,canonical_v2_exact_endpoint,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,degree,3,41548,True,6453c42896f7dfe0dd1024d82ebad1b647de9a4f47c18174845fe2d6196bb070,20302995
road,Riyadh,Riyadh,52112,79423,3.048165489714461,0.4665628855078422,0.6561323546076074,0.6320424002526038,0.485,0.48,0.49,False,0,0.0025,256,1000,1.9189438133251456e-05,0.9996162112373348,0.037169941664108,1870,canonical_v2_exact_endpoint,598172e9ba56032da1b853bbd215b8b8dcc7673f9afa44e34a62853b54d5f3cc,degree,0,158846,True,b9d1c482b938a30a269f6418ee6155ab2110eb2cb420cbea35bab8d4e673fe69,20285005
