scope,a,b,q_unchanged,retained,retained_accept,retained_reject,conditional_disagreement,interior_escalation_intervals
locked_primary,0.15,0.55,0.061536786614714734,0.7028996808174638,0.23965287458819218,0.46324680622927145,0.0,19
post_hoc_full,0.0,1.0,0.061536786614714734,0.8769264267705704,0.24162770427886193,0.6352987224917086,0.0,21
post_hoc_lower,0.15,0.35,0.061536786614714734,0.5651859330408556,0.4793057491763844,0.08588018386447123,0.0,3
post_hoc_upper,0.35,0.55,0.061536786614714734,0.8406134285940714,0.0,0.8406134285940714,0.0,0
