cohort,predictor,n,offset,q,mae,mae_low,mae_high,covered,coverage,unsafe,retained,unsafe_retained,safe_retained,conditional_unsafe,allowance_basis
reference,CEBH+reference_offset,71,0.21225163242124023,0.0427636509862952,0.01718286877359675,0.013303171100739941,0.02201533515190292,69,0.971830985915493,0.019013797234601552,0.7861817450685242,0.000918293455030854,0.00039340111332891253,0.0011680421998997378,69th ordered reference error for shifted predictor
external_primary,CEBH+reference_offset,19,0.21225163242124023,0.0427636509862952,0.022325433751700846,0.014777629351457065,0.030473600377173848,17,0.8947368421052632,0.036959491475475496,0.7861817450685239,0.004690467333460703,0.0,0.005966136154753733,69th ordered reference error for shifted predictor
