instance,system_id,domain,predictor,absolute_error,signed_error,unsafe_integrated,safe_integrated,flip_integrated,unsafe_interval_separated,safe_interval_separated,grid_unsafe,grid_safe,full_band_unsafe,full_band_safe
Bogota,Bogota,road,2D,0.021684800582049135,-0.021684800582049135,0.0,0.05421200145512284,0.05421200145512284,0.0,0.03546200145512268,0.0,0.0,0.0,0.021684800582049135
Boston,Boston,road,2D,0.01743645900175772,-0.01743645900175772,0.0,0.0435911475043943,0.0435911475043943,0.0,0.037341147504394434,0.0,0.0,0.0,0.01743645900175772
Brisbane,Brisbane,road,2D,0.010390060840393511,-0.010390060840393511,0.0,0.025975152100983778,0.025975152100983778,0.0,0.025975152100983778,0.0,0.0,0.0,0.010390060840393511
Buenos Aires,Buenos Aires,road,2D,0.022551238257899175,-0.022551238257899175,0.0,0.05637809564474794,0.05637809564474794,0.0,0.03762809564474806,0.0,0.058823529411764705,0.0,0.022551238257899175
Cairo,Cairo,road,2D,0.02635377829203933,-0.02635377829203933,0.0,0.06588444573009833,0.06588444573009833,0.0,0.059634445730098185,0.0,0.058823529411764705,0.0,0.02635377829203933
Casablanca,Casablanca,road,2D,0.002529588982139064,0.002529588982139064,0.0063239724553476595,0.0,0.0063239724553476595,7.397245534751518e-05,0.0,0.0,0.0,0.002529588982139064,0.0
Chennai,Chennai,road,2D,0.02370253164556957,-0.02370253164556957,0.0,0.05925632911392392,0.05925632911392392,0.0,0.05925632911392392,0.0,0.058823529411764705,0.0,0.02370253164556957
Chicago,Chicago,road,2D,0.007420980302336289,-0.007420980302336289,0.0,0.01855245075584072,0.01855245075584072,0.0,0.012302450755840577,0.0,0.0,0.0,0.007420980302336289
Dakar,Dakar,road,2D,0.018816631500846337,0.018816631500846337,0.04704157875211584,0.0,0.04704157875211584,0.04688532875211593,0.0,0.058823529411764705,0.0,0.018816631500846337,0.0
Dar es Salaam,Dar es Salaam,road,2D,0.014427848186146397,0.014427848186146397,0.03606962046536599,0.0,0.03606962046536599,0.029819620465365848,0.0,0.058823529411764705,0.0,0.014427848186146397,0.0
Delhi,Delhi,road,2D,0.006865755945310137,0.006865755945310137,0.017164389863275342,0.0,0.017164389863275342,0.010914389863275475,0.0,0.0,0.0,0.006865755945310137,0.0
Dhaka,Dhaka,road,2D,0.030270647553962804,-0.030270647553962804,0.0,0.07567661888490701,0.07567661888490701,0.0,0.04442661888490712,0.0,0.058823529411764705,0.0,0.030270647553962804
Dubai,Dubai,road,2D,0.007922535211267623,0.007922535211267623,0.019806338028169057,0.0,0.019806338028169057,0.013556338028168913,0.0,0.0,0.0,0.007922535211267623,0.0
Hanoi,Hanoi,road,2D,0.030095020809306483,-0.030095020809306483,0.0,0.07523755202326621,0.07523755202326621,0.0,0.06898755202326606,0.0,0.058823529411764705,0.0,0.030095020809306483
Ho Chi Minh City,Ho Chi Minh City,road,2D,0.06132135571038144,-0.06132135571038144,0.0,0.1533033892759536,0.1533033892759536,0.0,0.13455338927595373,0.0,0.17647058823529413,0.0,0.06132135571038144
Hong Kong,Hong Kong,road,2D,0.02714420536051343,-0.02714420536051343,0.0,0.06786051340128357,0.06786051340128357,0.0,0.036610513401283684,0.0,0.058823529411764705,0.0,0.02714420536051343
Hyderabad,Hyderabad,road,2D,0.012885861583417868,-0.012885861583417868,0.0,0.03221465395854467,0.03221465395854467,0.0,0.01971465395854466,0.0,0.0,0.0,0.012885861583417868
Istanbul,Istanbul,road,2D,0.007290938018626014,0.007290938018626014,0.018227345046565036,0.0,0.018227345046565036,0.011977345046564891,0.0,0.0,0.0,0.007290938018626014,0.0
Jakarta,Jakarta,road,2D,0.061536786614714734,-0.061536786614714734,0.0,0.15384196653678683,0.15384196653678683,0.0,0.1475919665367867,0.0,0.11764705882352941,0.0,0.061536786614714734
Johannesburg,Johannesburg,road,2D,0.01374601618043636,-0.01374601618043636,0.0,0.0343650404510909,0.0343650404510909,0.0,0.028115040451091033,0.0,0.058823529411764705,0.0,0.01374601618043636
Kampala,Kampala,road,2D,0.04549062598149356,-0.04549062598149356,0.0,0.06874999999999999,0.06874999999999999,0.0,0.06249999999999985,0.0,0.11764705882352941,0.0,0.04549062598149356
Karachi,Karachi,road,2D,0.014730605630950078,0.014730605630950078,0.036826514077375194,0.0,0.036826514077375194,0.03057651407737505,0.0,0.0,0.0,0.014730605630950078,0.0
Kuala Lumpur,Kuala Lumpur,road,2D,0.03218097413674781,-0.03218097413674781,0.0,0.08045243534186952,0.08045243534186952,0.0,0.06795243534186951,0.0,0.11764705882352941,0.0,0.03218097413674781
Lagos,Lagos,road,2D,0.014242424242424168,-0.014242424242424168,0.0,0.03560606060606042,0.03560606060606042,0.0,0.023106060606060408,0.0,0.058823529411764705,0.0,0.014242424242424168
Lima,Lima,road,2D,0.006881365771280845,-0.006881365771280845,0.0,0.017203414428202113,0.017203414428202113,0.0,0.004703414428202102,0.0,0.058823529411764705,0.0,0.006881365771280845
Lisbon,Lisbon,road,2D,0.011248469179480192,-0.011248469179480192,0.0,0.02812117294870048,0.02812117294870048,0.0,0.015621172948700468,0.0,0.058823529411764705,0.0,0.011248469179480192
London,London,road,2D,0.0026125363406920288,0.0026125363406920288,0.006531340851730072,0.0,0.006531340851730072,0.0,0.0,0.0,0.0,0.0026125363406920288,0.0
Los Angeles,Los Angeles,road,2D,0.04122598306896652,-0.04122598306896652,0.0,0.1030649576724163,0.1030649576724163,0.0,0.09681495767241644,0.0,0.058823529411764705,0.0,0.04122598306896652
Manila,Manila,road,2D,0.023947350589510807,-0.023947350589510807,0.0,0.05986837647377702,0.05986837647377702,0.0,0.05986837647377702,0.0,0.058823529411764705,0.0,0.023947350589510807
Melbourne,Melbourne,road,2D,0.025974022200267344,0.025974022200267344,0.06493505550066836,0.0,0.06493505550066836,0.05868505550066849,0.0,0.058823529411764705,0.0,0.025974022200267344,0.0
Mexico City,Mexico City,road,2D,0.03609505158051529,-0.03609505158051529,0.0,0.09023762895128823,0.09023762895128823,0.0,0.07773762895128822,0.0,0.11764705882352941,0.0,0.03609505158051529
Miami,Miami,road,2D,0.008300389755011017,-0.008300389755011017,0.0,0.020750974387527543,0.020750974387527543,0.0,0.008250974387527532,0.0,0.058823529411764705,0.0,0.008300389755011017
Milan,Milan,road,2D,0.01668526668762449,-0.01668526668762449,0.0,0.04171316671906122,0.04171316671906122,0.0,0.022963166719061068,0.0,0.0,0.0,0.01668526668762449
Montevideo,Montevideo,road,2D,0.03296213808463255,-0.03296213808463255,0.0,0.08240534521158138,0.08240534521158138,0.0,0.05740534521158136,0.0,0.058823529411764705,0.0,0.03296213808463255
Montreal,Montreal,road,2D,0.008494464369249943,-0.008494464369249943,0.0,0.021236160923124858,0.021236160923124858,0.0,0.008736160923124847,0.0,0.0,0.0,0.008494464369249943
Mumbai,Mumbai,road,2D,0.01332923316932677,-0.01332923316932677,0.0,0.03332308292331693,0.03332308292331693,0.0,0.020823082923316916,0.0,0.058823529411764705,0.0,0.01332923316932677
Nairobi,Nairobi,road,2D,0.03542777994814783,-0.03542777994814783,0.0,0.08856944987036958,0.08856944987036958,0.0,0.07606944987036957,0.0,0.058823529411764705,0.0,0.03542777994814783
New York City,New York City,road,2D,0.004188397304424218,-0.004188397304424218,0.0,0.010470993261060546,0.010470993261060546,0.0,0.0,0.0,0.0,0.0,0.004188397304424218
Osaka,Osaka,road,2D,0.046666666666666634,-0.046666666666666634,0.0,0.11666666666666659,0.11666666666666659,0.0,0.10416666666666657,0.0,0.11764705882352941,0.0,0.046666666666666634
Panama City,Panama City,road,2D,0.036503820516989194,-0.036503820516989194,0.0,0.09125955129247298,0.09125955129247298,0.0,0.08500955129247284,0.0,0.11764705882352941,0.0,0.036503820516989194
Paris,Paris,road,2D,0.022042052518076893,-0.022042052518076893,0.0,0.05510513129519223,0.05510513129519223,0.0,0.04885513129519209,0.0,0.058823529411764705,0.0,0.022042052518076893
Prague,Prague,road,2D,0.02163540713632206,-0.02163540713632206,0.0,0.05408851784080515,0.05408851784080515,0.0,0.047838517840805284,0.0,0.0,0.0,0.02163540713632206
Quito,Quito,road,2D,0.031610643065838384,-0.031610643065838384,0.0,0.07902660766459596,0.07902660766459596,0.0,0.07277660766459582,0.0,0.058823529411764705,0.0,0.031610643065838384
Rio de Janeiro,Rio de Janeiro,road,2D,0.010175941080196371,-0.010175941080196371,0.0,0.025439852700490928,0.025439852700490928,0.0,0.01918985270049106,0.0,0.0,0.0,0.010175941080196371
Riyadh,Riyadh,road,2D,0.00636764539239254,0.00636764539239254,0.01591911348098135,0.0,0.01591911348098135,0.009669113480981484,0.0,0.0,0.0,0.00636764539239254,0.0
Rome,Rome,road,2D,0.00979102584857805,-0.00979102584857805,0.0,0.024477564621445125,0.024477564621445125,0.0,0.024477564621445125,0.0,0.0,0.0,0.00979102584857805
San Francisco,San Francisco,road,2D,0.015187641539954666,-0.015187641539954666,0.0,0.037969103849886665,0.037969103849886665,0.0,0.03171910384988652,0.0,0.0,0.0,0.015187641539954666
Santiago,Santiago,road,2D,0.0451174945074857,-0.0451174945074857,0.0,0.11279373626871425,0.11279373626871425,0.0,0.1065437362687141,0.0,0.11764705882352941,0.0,0.0451174945074857
Sao Paulo,Sao Paulo,road,2D,0.013222686304682263,-0.013222686304682263,0.0,0.03305671576170566,0.03305671576170566,0.0,0.01430671576170578,0.0,0.0,0.0,0.013222686304682263
Seattle,Seattle,road,2D,0.010493849288706114,-0.010493849288706114,0.0,0.026234623221765285,0.026234623221765285,0.0,0.01998462322176514,0.0,0.0,0.0,0.010493849288706114
Seoul,Seoul,road,2D,0.003107415198527419,0.003107415198527419,0.0077685379963185475,0.0,0.0077685379963185475,0.0,0.0,0.0,0.0,0.003107415198527419,0.0
Singapore,Singapore,road,2D,0.018669583118888222,-0.018669583118888222,0.0,0.046673957797220555,0.046673957797220555,0.0,0.04042395779722069,0.0,0.0,0.0,0.018669583118888222
Sydney,Sydney,road,2D,0.021312514106987313,-0.021312514106987313,0.0,0.05328128526746828,0.05328128526746828,0.0,0.015781285267468526,0.0,0.058823529411764705,0.0,0.021312514106987313
Taipei,Taipei,road,2D,0.06815261044176713,-0.06815261044176713,0.0,0.1703815261044178,0.1703815261044178,0.0,0.16413152610441767,0.0,0.17647058823529413,0.0,0.06815261044176713
Tehran,Tehran,road,2D,0.08493222229421404,-0.08493222229421404,0.0,0.2123305557355351,0.2123305557355351,0.0,0.20608055573553524,0.0,0.17647058823529413,0.0,0.08493222229421404
Tel Aviv,Tel Aviv,road,2D,0.028190612298846784,-0.028190612298846784,0.0,0.07047653074711696,0.07047653074711696,0.0,0.04547653074711694,0.0,0.11764705882352941,0.0,0.028190612298846784
Tokyo,Tokyo,road,2D,0.0017495870970373195,0.0017495870970373195,0.004373967742593299,0.0,0.004373967742593299,0.0,0.0,0.0,0.0,0.0017495870970373195,0.0
Toronto,Toronto,road,2D,0.015149213239283754,-0.015149213239283754,0.0,0.037873033098209385,0.037873033098209385,0.0,0.03771678309820947,0.0,0.058823529411764705,0.0,0.015149213239283754
Tunis,Tunis,road,2D,0.007785761908289612,0.007785761908289612,0.01946440477072403,0.0,0.01946440477072403,0.0007144047707238754,0.0,0.0,0.0,0.007785761908289612,0.0
Vancouver,Vancouver,road,2D,0.04386136873104485,-0.04386136873104485,0.0,0.10965342182761212,0.10965342182761212,0.0,0.09715342182761211,0.0,0.11764705882352941,0.0,0.04386136873104485
Vienna,Vienna,road,2D,0.02685544334786938,-0.02685544334786938,0.0,0.06713860836967345,0.06713860836967345,0.0,0.04838860836967329,0.0,0.058823529411764705,0.0,0.02685544334786938
Warsaw,Warsaw,road,2D,0.03982036481656459,-0.03982036481656459,0.0,0.09955091204141148,0.09955091204141148,0.0,0.09330091204141133,0.0,0.058823529411764705,0.0,0.03982036481656459
Accra,Accra,road,junction,0.09192778121409906,0.09192778121409906,0.22981945303524765,0.0,0.22981945303524765,0.21731945303524763,0.0,0.17647058823529413,0.0,0.09192778121409906,0.0
Addis Ababa,Addis Ababa,road,junction,0.07296186900517687,0.07296186900517687,0.18240467251294218,0.0,0.18240467251294218,0.18240467251294218,0.0,0.17647058823529413,0.0,0.07296186900517687,0.0
Algiers,Algiers,road,junction,0.10812553929522162,0.10812553929522162,0.27031384823805404,0.0,0.27031384823805404,0.2640638482380539,0.0,0.23529411764705882,0.0,0.10812553929522162,0.0
Amsterdam,Amsterdam,road,junction,0.05898689544109181,0.05898689544109181,0.14746723860272953,0.0,0.14746723860272953,0.13496723860272952,0.0,0.11764705882352941,0.0,0.05898689544109181,0.0
Athens,Athens,road,junction,0.029184114383392967,0.029184114383392967,0.07296028595848242,0.0,0.07296028595848242,0.06671028595848227,0.0,0.058823529411764705,0.0,0.029184114383392967,0.0
Auckland,Auckland,road,junction,0.1159403131908554,0.1159403131908554,0.2898507829771385,0.0,0.2898507829771385,0.2336007829771386,0.0,0.23529411764705882,0.0,0.1159403131908554,0.0
Bangkok,Bangkok,road,junction,0.2845097012188409,0.2845097012188409,0.5362742530471021,0.0,0.5362742530471021,0.5362742530471021,0.0,0.5294117647058824,0.0,0.2845097012188409,0.0
Barcelona,Barcelona,road,junction,0.01706383872855788,0.01706383872855788,0.042659596821394696,0.0,0.042659596821394696,0.02390959682139454,0.0,0.058823529411764705,0.0,0.01706383872855788,0.0
Bengaluru,Bengaluru,road,junction,0.06162148417302782,0.06162148417302782,0.15405371043256955,0.0,0.15405371043256955,0.14155371043256954,0.0,0.17647058823529413,0.0,0.06162148417302782,0.0
Bogota,Bogota,road,junction,0.041084836501737776,0.041084836501737776,0.10271209125434444,0.0,0.10271209125434444,0.09646209125434457,0.0,0.11764705882352941,0.0,0.041084836501737776,0.0
Boston,Boston,road,junction,0.0558979394020398,0.0558979394020398,0.1397448485050995,0.0,0.1397448485050995,0.12724484850509948,0.0,0.11764705882352941,0.0,0.0558979394020398,0.0
Brisbane,Brisbane,road,junction,0.07802131730260908,0.07802131730260908,0.1950532932565227,0.0,0.1950532932565227,0.1825532932565227,0.0,0.17647058823529413,0.0,0.07802131730260908,0.0
Buenos Aires,Buenos Aires,road,junction,0.00855530188902942,-0.00855530188902942,0.0,0.021388254722573552,0.021388254722573552,0.0,0.002638254722573674,0.0,0.0,0.0,0.00855530188902942
Cairo,Cairo,road,junction,0.06617263135247087,0.06617263135247087,0.16543157838117717,0.0,0.16543157838117717,0.1591815783811773,0.0,0.11764705882352941,0.0,0.06617263135247087,0.0
Casablanca,Casablanca,road,junction,0.04093903197424198,0.04093903197424198,0.10234757993560495,0.0,0.10234757993560495,0.0960975799356048,0.0,0.11764705882352941,0.0,0.04093903197424198,0.0
Chennai,Chennai,road,junction,0.0925659984802697,0.0925659984802697,0.23141499620067424,0.0,0.23141499620067424,0.21891499620067423,0.0,0.17647058823529413,0.0,0.0925659984802697,0.0
Chicago,Chicago,road,junction,0.028659133020869643,0.028659133020869643,0.0716478325521741,0.0,0.0716478325521741,0.06539783255217424,0.0,0.058823529411764705,0.0,0.028659133020869643,0.0
Dakar,Dakar,road,junction,0.05836896865613883,0.05836896865613883,0.14592242164034708,0.0,0.14592242164034708,0.14576617164034716,0.0,0.17647058823529413,0.0,0.05836896865613883,0.0
Dar es Salaam,Dar es Salaam,road,junction,0.12657372097145247,0.12657372097145247,0.3164343024286312,0.0,0.3164343024286312,0.31018430242863104,0.0,0.29411764705882354,0.0,0.12657372097145247,0.0
Delhi,Delhi,road,junction,0.07450410062052448,0.07450410062052448,0.1862602515513112,0.0,0.1862602515513112,0.18001025155131134,0.0,0.17647058823529413,0.0,0.07450410062052448,0.0
Dhaka,Dhaka,road,junction,0.0856322471610923,0.0856322471610923,0.21408061790273075,0.0,0.21408061790273075,0.2078306179027306,0.0,0.17647058823529413,0.0,0.0856322471610923,0.0
Dubai,Dubai,road,junction,0.059454218872800335,0.059454218872800335,0.14863554718200084,0.0,0.14863554718200084,0.1423855471820007,0.0,0.11764705882352941,0.0,0.059454218872800335,0.0
Hanoi,Hanoi,road,junction,0.07855676998117367,0.07855676998117367,0.19639192495293417,0.0,0.19639192495293417,0.1776419249529343,0.0,0.17647058823529413,0.0,0.07855676998117367,0.0
Ho Chi Minh City,Ho Chi Minh City,road,junction,0.09158982068925414,0.09158982068925414,0.22897455172313536,0.0,0.22897455172313536,0.21647455172313534,0.0,0.17647058823529413,0.0,0.09158982068925414,0.0
Hong Kong,Hong Kong,road,junction,0.033502390602770826,0.033502390602770826,0.08375597650692707,0.0,0.08375597650692707,0.07750597650692692,0.0,0.11764705882352941,0.0,0.033502390602770826,0.0
Hyderabad,Hyderabad,road,junction,0.10997386288354616,0.10997386288354616,0.2749346572088654,0.0,0.2749346572088654,0.2749346572088654,0.0,0.29411764705882354,0.0,0.10997386288354616,0.0
Istanbul,Istanbul,road,junction,0.05036876774758392,0.05036876774758392,0.1259219193689598,0.0,0.1259219193689598,0.11967191936895966,0.0,0.11764705882352941,0.0,0.05036876774758392,0.0
Jakarta,Jakarta,road,junction,0.07109370862286402,0.07109370862286402,0.17773427155716004,0.0,0.17773427155716004,0.1652342715571603,0.0,0.17647058823529413,0.0,0.07109370862286402,0.0
Johannesburg,Johannesburg,road,junction,0.058860127701675036,0.058860127701675036,0.1471503192541876,0.0,0.1471503192541876,0.12215031925418757,0.0,0.11764705882352941,0.0,0.058860127701675036,0.0
Kampala,Kampala,road,junction,0.17823235070614174,0.17823235070614174,0.44558087676535435,0.0,0.44558087676535435,0.43308087676535434,0.0,0.4117647058823529,0.0,0.17823235070614174,0.0
Karachi,Karachi,road,junction,0.06199373161545618,0.06199373161545618,0.15498432903864046,0.0,0.15498432903864046,0.1487343290386403,0.0,0.11764705882352941,0.0,0.06199373161545618,0.0
Kuala Lumpur,Kuala Lumpur,road,junction,0.06396464635715382,0.06396464635715382,0.15991161589288455,0.0,0.15991161589288455,0.15366161589288468,0.0,0.11764705882352941,0.0,0.06396464635715382,0.0
Lagos,Lagos,road,junction,0.09183140835502468,0.09183140835502468,0.2295785208875617,0.0,0.2295785208875617,0.22332852088756155,0.0,0.17647058823529413,0.0,0.09183140835502468,0.0
Lima,Lima,road,junction,0.03242954710903179,0.03242954710903179,0.08107386777257947,0.0,0.08107386777257947,0.07482386777257932,0.0,0.058823529411764705,0.0,0.03242954710903179,0.0
Lisbon,Lisbon,road,junction,0.08232447197174997,0.08232447197174997,0.20581117992937492,0.0,0.20581117992937492,0.1808111799293749,0.0,0.17647058823529413,0.0,0.08232447197174997,0.0
London,London,road,junction,0.13954413661049447,0.13954413661049447,0.3488603415262362,0.0,0.3488603415262362,0.3363603415262362,0.0,0.29411764705882354,0.0,0.13954413661049447,0.0
Los Angeles,Los Angeles,road,junction,0.005981027096306102,0.005981027096306102,0.014952567740765255,0.0,0.014952567740765255,0.0,0.0,0.058823529411764705,0.0,0.005981027096306102,0.0
Manila,Manila,road,junction,0.048951713882688375,0.048951713882688375,0.12237928470672094,0.0,0.12237928470672094,0.11612928470672107,0.0,0.11764705882352941,0.0,0.048951713882688375,0.0
Melbourne,Melbourne,road,junction,0.07824657338755914,0.07824657338755914,0.19561643346889784,0.0,0.19561643346889784,0.18936643346889798,0.0,0.17647058823529413,0.0,0.07824657338755914,0.0
Mexico City,Mexico City,road,junction,0.018778865700211145,0.018778865700211145,0.04694716425052786,0.0,0.04694716425052786,0.03444716425052785,0.0,0.058823529411764705,0.0,0.018778865700211145,0.0
Miami,Miami,road,junction,0.02105412363874637,0.02105412363874637,0.05263530909686592,0.0,0.05263530909686592,0.04638530909686578,0.0,0.058823529411764705,0.0,0.02105412363874637,0.0
Milan,Milan,road,junction,0.03222139564443349,0.03222139564443349,0.08055348911108373,0.0,0.08055348911108373,0.08055348911108373,0.0,0.058823529411764705,0.0,0.03222139564443349,0.0
Montevideo,Montevideo,road,junction,0.006160576305555776,-0.006160576305555776,0.0,0.01540144076388944,0.01540144076388944,0.0,0.0,0.0,0.0,0.0,0.006160576305555776
Montreal,Montreal,road,junction,0.03138251762961963,0.03138251762961963,0.07845629407404908,0.0,0.07845629407404908,0.05345629407404906,0.0,0.058823529411764705,0.0,0.03138251762961963,0.0
Mumbai,Mumbai,road,junction,0.09558796296435645,0.09558796296435645,0.23896990741089114,0.0,0.23896990741089114,0.22646990741089112,0.0,0.23529411764705882,0.0,0.09558796296435645,0.0
Nairobi,Nairobi,road,junction,0.14019339381450213,0.14019339381450213,0.35048348453625533,0.0,0.35048348453625533,0.3254834845362553,0.0,0.35294117647058826,0.0,0.14019339381450213,0.0
New York City,New York City,road,junction,0.016345973550968673,0.016345973550968673,0.04086493387742168,0.0,0.04086493387742168,0.028364933877421672,0.0,0.058823529411764705,0.0,0.016345973550968673,0.0
Osaka,Osaka,road,junction,0.007997396160217551,0.007997396160217551,0.01999349040054388,0.0,0.01999349040054388,0.013743490400544012,0.0,0.0,0.0,0.007997396160217551,0.0
Panama City,Panama City,road,junction,0.09031658337716486,0.09031658337716486,0.22579145844291215,0.0,0.22579145844291215,0.21954145844291229,0.0,0.23529411764705882,0.0,0.09031658337716486,0.0
Paris,Paris,road,junction,0.028982038396182297,0.028982038396182297,0.07245509599045574,0.0,0.07245509599045574,0.07245509599045574,0.0,0.058823529411764705,0.0,0.028982038396182297,0.0
Prague,Prague,road,junction,0.08349543279432647,0.08349543279432647,0.20873858198581619,0.0,0.20873858198581619,0.18373858198581616,0.0,0.23529411764705882,0.0,0.08349543279432647,0.0
Quito,Quito,road,junction,0.09178380064068314,0.09178380064068314,0.22945950160170786,0.0,0.22945950160170786,0.1919595016017081,0.0,0.23529411764705882,0.0,0.09178380064068314,0.0
Rio de Janeiro,Rio de Janeiro,road,junction,0.08356273334048525,0.08356273334048525,0.20890683335121313,0.0,0.20890683335121313,0.20890683335121313,0.0,0.23529411764705882,0.0,0.08356273334048525,0.0
Riyadh,Riyadh,road,junction,0.030457599747396147,0.030457599747396147,0.07614399936849037,0.0,0.07614399936849037,0.0698939993684905,0.0,0.058823529411764705,0.0,0.030457599747396147,0.0
Rome,Rome,road,junction,0.06419157683943866,0.06419157683943866,0.16047894209859664,0.0,0.16047894209859664,0.14797894209859663,0.0,0.17647058823529413,0.0,0.06419157683943866,0.0
San Francisco,San Francisco,road,junction,0.026586663305743663,0.026586663305743663,0.06646665826435916,0.0,0.06646665826435916,0.06021665826435929,0.0,0.058823529411764705,0.0,0.026586663305743663,0.0
Santiago,Santiago,road,junction,0.030676792077917736,0.030676792077917736,0.07669198019479434,0.0,0.07669198019479434,0.0641919801947946,0.0,0.058823529411764705,0.0,0.030676792077917736,0.0
Sao Paulo,Sao Paulo,road,junction,0.032225410492546125,0.032225410492546125,0.08056352623136531,0.0,0.08056352623136531,0.07431352623136517,0.0,0.058823529411764705,0.0,0.032225410492546125,0.0
Seattle,Seattle,road,junction,0.044102229952880045,0.044102229952880045,0.11025557488220011,0.0,0.11025557488220011,0.11025557488220011,0.0,0.11764705882352941,0.0,0.044102229952880045,0.0
Seoul,Seoul,road,junction,0.055741900116653365,0.055741900116653365,0.1393547502916334,0.0,0.1393547502916334,0.1268547502916334,0.0,0.11764705882352941,0.0,0.055741900116653365,0.0
Singapore,Singapore,road,junction,0.055062120956606786,0.055062120956606786,0.13765530239151696,0.0,0.13765530239151696,0.11890530239151681,0.0,0.11764705882352941,0.0,0.055062120956606786,0.0
Sydney,Sydney,road,junction,0.06467374525111902,0.06467374525111902,0.16168436312779755,0.0,0.16168436312779755,0.1554343631277974,0.0,0.11764705882352941,0.0,0.06467374525111902,0.0
Taipei,Taipei,road,junction,0.012117305040176496,-0.012117305040176496,0.0,0.03029326260044124,0.03029326260044124,0.0,0.024043262600441095,0.0,0.058823529411764705,0.0,0.012117305040176496
Tehran,Tehran,road,junction,0.0826357866328602,0.0826357866328602,0.2065894665821505,0.0,0.2065894665821505,0.19408946658215048,0.0,0.23529411764705882,0.0,0.0826357866328602,0.0
Tel Aviv,Tel Aviv,road,junction,0.050852355358612766,0.050852355358612766,0.12713088839653192,0.0,0.12713088839653192,0.12088088839653205,0.0,0.11764705882352941,0.0,0.050852355358612766,0.0
Tokyo,Tokyo,road,junction,0.031167093384049105,0.031167093384049105,0.07791773346012276,0.0,0.07791773346012276,0.06541773346012275,0.0,0.058823529411764705,0.0,0.031167093384049105,0.0
Toronto,Toronto,road,junction,0.05064853749237741,0.05064853749237741,0.12662134373094353,0.0,0.12662134373094353,0.11412134373094351,0.0,0.11764705882352941,0.0,0.05064853749237741,0.0
Tunis,Tunis,road,junction,0.0682206961629176,0.0682206961629176,0.17055174040729398,0.0,0.17055174040729398,0.15180174040729383,0.0,0.11764705882352941,0.0,0.0682206961629176,0.0
Vancouver,Vancouver,road,junction,0.015230900349320509,0.015230900349320509,0.03807725087330127,0.0,0.03807725087330127,0.031827250873301405,0.0,0.058823529411764705,0.0,0.015230900349320509,0.0
Vienna,Vienna,road,junction,0.03913701518304458,0.03913701518304458,0.09784253795761144,0.0,0.09784253795761144,0.08534253795761143,0.0,0.058823529411764705,0.0,0.03913701518304458,0.0
Warsaw,Warsaw,road,junction,0.060833681485514934,0.060833681485514934,0.15208420371378734,0.0,0.15208420371378734,0.14583420371378747,0.0,0.17647058823529413,0.0,0.060833681485514934,0.0
Accra,Accra,road,nonbacktracking,0.3486063776718036,0.3486063776718036,0.6875,0.0,0.6875,0.675,0.0,0.6470588235294118,0.0,0.3486063776718036,0.0
Addis Ababa,Addis Ababa,road,nonbacktracking,0.3433369140775063,0.3433369140775063,0.6312500000000001,0.0,0.6312500000000001,0.6312500000000001,0.0,0.6470588235294118,0.0,0.3433369140775063,0.0
Algiers,Algiers,road,nonbacktracking,0.34120146469141055,0.34120146469141055,0.7312500000000002,0.0,0.7312500000000002,0.7250000000000001,0.0,0.7058823529411765,0.0,0.34120146469141055,0.0
Amsterdam,Amsterdam,road,nonbacktracking,0.32316152114488356,0.32316152114488356,0.5625000000000002,0.0,0.5625000000000002,0.5500000000000002,0.0,0.5294117647058824,0.0,0.3231615211448835,0.0
Athens,Athens,road,nonbacktracking,0.27253983293502554,0.27253983293502554,0.43125000000000024,0.0,0.43125000000000024,0.4250000000000001,0.0,0.4117647058823529,0.0,0.2725398329350255,0.0
Auckland,Auckland,road,nonbacktracking,0.3467348624982463,0.3467348624982463,0.7500000000000001,0.0,0.7500000000000001,0.6937500000000002,0.0,0.7058823529411765,0.0,0.34673486249824625,0.0
Bangkok,Bangkok,road,nonbacktracking,0.5398210227751705,0.5398210227751705,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5398210227751704,0.0
Barcelona,Barcelona,road,nonbacktracking,0.27179731442928495,0.27179731442928495,0.44375000000000026,0.0,0.44375000000000026,0.4250000000000001,0.0,0.47058823529411764,0.0,0.271797314429285,0.0
Bengaluru,Bengaluru,road,nonbacktracking,0.3161798728394051,0.3161798728394051,0.5875000000000002,0.0,0.5875000000000002,0.5750000000000002,0.0,0.5882352941176471,0.0,0.3161798728394051,0.0
Bogota,Bogota,road,nonbacktracking,0.29278248883379515,0.29278248883379515,0.50625,0.0,0.50625,0.5000000000000001,0.0,0.5294117647058824,0.0,0.2927824888337952,0.0
Boston,Boston,road,nonbacktracking,0.29979633706137937,0.29979633706137937,0.5625000000000002,0.0,0.5625000000000002,0.5500000000000002,0.0,0.5294117647058824,0.0,0.2997963370613794,0.0
Brisbane,Brisbane,road,nonbacktracking,0.3321413761625265,0.3321413761625265,0.65,0.0,0.65,0.6375,0.0,0.6470588235294118,0.0,0.3321413761625265,0.0
Buenos Aires,Buenos Aires,road,nonbacktracking,0.22232321555710205,0.22232321555710205,0.26250000000000023,0.0,0.26250000000000023,0.26250000000000023,0.0,0.29411764705882354,0.0,0.2223232155571021,0.0
