domain,instance,system_id,n_nodes,n_edges,mean_degree,pc_cebh,pc_dimension,pc_junction_anchor,pc,pc_low,pc_high,point_endpoint,bootstrap_endpoint_count,p_step,n_orders,n_bootstrap,mean_curve_p0,mean_curve_p1,exact_endpoint_slope,largest_component_bridges,method_version,input_hash,pc_nonbacktracking,nb_spectral_radius,nb_residual,realization_hash,seed,macro_region,pc_null,endpoint_count,n_null,null_gap,organization_residual
road,Paris,Paris,36946,55181,2.987116331943918,0.453974052043998,0.6695420525180769,0.6185179616038177,0.6475,0.6475,0.65,False,0,0.0025,8192,1000,2.706652952958372e-05,1.0,0.1384994316028799,3832,canonical_v2_exact_endpoint,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,0.3579905934292532,2.793369486110874,1.5596082519000775e-09,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a,20287668,Europe,0.47562499999999996,0,4,0.021650947956001976,0.171875
road,Prague,Prague,19787,27325,2.7619143882346995,0.4768012005095185,0.7241354071363221,0.6190045672056735,0.7025,0.6925,0.705,False,0,0.0025,8192,1000,5.053823217263858e-05,1.0,0.5213018648607671,4712,canonical_v2_exact_endpoint,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,0.3770069106008816,2.6524712727577824,1.1575352939983767e-09,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38,20289786,Europe,0.505625,0,4,0.028823799490481472,0.19687500000000002
road,Quito,Quito,26144,35253,2.696832925336597,0.4811776588774842,0.7416106430658383,0.6182161993593168,0.71,0.6950000000000001,0.7125,False,0,0.0025,8192,1000,3.824969400244796e-05,1.0,0.7075045899632803,7390,canonical_v2_exact_endpoint,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,0.3668531906108477,2.725886064490535,5.370496596616415e-10,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26,20287801,Latin America,0.505625,0,4,0.024447341122515787,0.20437499999999997
road,Rio de Janeiro,Rio de Janeiro,14909,20774,2.786773090079817,0.479348377866999,0.7176759410801964,0.6239372666595148,0.7075,0.7075,0.71,False,0,0.0025,8192,1000,6.707357971694951e-05,1.0,0.4102220135488631,3048,canonical_v2_exact_endpoint,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,0.3720007877521894,2.688166350513634,7.265750158082645e-10,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d,20309546,Latin America,0.5062500000000001,0,4,0.02690162213300107,0.20124999999999993
road,Riyadh,Riyadh,52112,79423,3.048165489714461,0.4665628855078422,0.6561323546076074,0.6320424002526038,0.6625,0.66,0.6625,False,0,0.0025,8192,1000,1.9189438133251456e-05,1.0,0.0750115136628799,2152,canonical_v2_exact_endpoint,598172e9ba56032da1b853bbd215b8b8dcc7673f9afa44e34a62853b54d5f3cc,0.315463084275893,3.1699430134444344,8.132647329058524e-10,598172e9ba56032da1b853bbd215b8b8dcc7673f9afa44e34a62853b54d5f3cc,20289736,Middle East,0.484375,0,4,0.017812114492157805,0.17812499999999998
road,Rome,Rome,25843,37062,2.868242851062184,0.4705329710788918,0.697291025848578,0.6233084231605613,0.6875,0.6825,0.6875,False,0,0.0025,8192,1000,3.86951979259374e-05,1.0,0.2986882327903107,4263,canonical_v2_exact_endpoint,775d3fdc7167aa3c7e62f09d12d3a1af88893fcdf5757ff1db1f19ca80b81f8a,0.3664102243403352,2.7291814844969045,1.6259972490814963e-09,775d3fdc7167aa3c7e62f09d12d3a1af88893fcdf5757ff1db1f19ca80b81f8a,20285530,Europe,0.495,0,4,0.02446702892110819,0.1925
road,San Francisco,San Francisco,11502,18546,3.224830464267084,0.4019767215033488,0.6201876415399546,0.5784133366942563,0.605,0.6025,0.6075,False,0,0.0025,8192,1000,8.694140149539213e-05,1.0,0.1746652756042427,1242,canonical_v2_exact_endpoint,9a77f5498f5072c63be911941b5ca244b84d74c1eb942d53b55cdf2a533cdffe,0.3341022498145567,2.9930956782094387,2.712832230095641e-09,9a77f5498f5072c63be911941b5ca244b84d74c1eb942d53b55cdf2a533cdffe,20307373,North America,0.43,0,4,0.028023278496651205,0.175
road,Santiago,Santiago,60718,88302,2.90859382720116,0.4543405779204741,0.6876174945074857,0.6118232079220822,0.6425,0.6375000000000001,0.645,False,0,0.0025,8192,1000,1.646958068447578e-05,1.0,0.190322474389802,9781,canonical_v2_exact_endpoint,75e7cd4f29692e9a18568e505a10786bc5bfd504bb2e77dcb249a6606cf64b92,0.3500619470289323,2.856637256597761,4.1406216687205996e-10,75e7cd4f29692e9a18568e505a10786bc5bfd504bb2e77dcb249a6606cf64b92,20294465,Latin America,0.4725,0,4,0.018159422079525867,0.16999999999999998
road,Sao Paulo,Sao Paulo,51289,77333,3.0155783891282733,0.4525467568643056,0.6632226863046823,0.6177745895074539,0.65,0.6475,0.6575,False,0,0.0025,8192,1000,1.9497358107976368e-05,1.0,0.1260699175261752,4944,canonical_v2_exact_endpoint,104118adf016eada9c8e57555d6f0b674736c2e3603ac7573fa3cfc42b04dc31,0.3617715208623981,2.764175570305203,7.07956806052309e-10,104118adf016eada9c8e57555d6f0b674736c2e3603ac7573fa3cfc42b04dc31,20296492,Latin America,0.471875,0,4,0.019328243135694367,0.17812500000000003
road,Seattle,Seattle,17570,26501,3.0166192373363687,0.4417716876708675,0.6629938492887061,0.6083977700471199,0.6525,0.6525,0.655,False,0,0.0025,8192,1000,5.691519635742744e-05,1.0,0.264314171883893,2245,canonical_v2_exact_endpoint,49de4295ad5a4a67f30bef7ce88f0d68abdbc76127e2c8b428495766a106997c,0.3517632025258865,2.8428215140735453,1.061472579324595e-09,49de4295ad5a4a67f30bef7ce88f0d68abdbc76127e2c8b428495766a106997c,20292131,North America,0.46687500000000004,0,4,0.025103312329132543,0.18562499999999993
road,Seoul,Seoul,50914,76060,2.9877833208940565,0.4516653899369949,0.6693925848014726,0.6167580998833466,0.6725,0.6675,0.6725,False,0,0.0025,8192,1000,1.964096319283497e-05,1.0,0.1702478689554935,6074,canonical_v2_exact_endpoint,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,0.3709977389908357,2.695434216715541,2.100012401829033e-09,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,20287728,Asia,0.469375,0,4,0.017709610063005088,0.203125
road,Singapore,Singapore,13478,19430,2.88321709452441,0.4668204315025708,0.6936695831188883,0.6199378790433933,0.675,0.6675,0.6775,False,0,0.0025,8192,1000,7.419498441905329e-05,1.0,0.2909185339071078,2244,canonical_v2_exact_endpoint,6dbd2f1c403e04188df631f9bea5b7e958698cd051a6bee3adaa5b6ead8b3572,0.4082427085215113,2.449523234895223,1.2359931839476162e-09,6dbd2f1c403e04188df631f9bea5b7e958698cd051a6bee3adaa5b6ead8b3572,20297060,Asia,0.494375,0,4,0.02755456849742921,0.18062500000000004
road,Sydney,Sydney,22215,31013,2.792077425163178,0.487296324811841,0.7163125141069874,0.630326254748881,0.6950000000000001,0.6925,0.71,False,0,0.0025,8192,1000,4.501462975467027e-05,1.0,0.2913796984019806,3947,canonical_v2_exact_endpoint,f353556b450891524e6a7f264edcd83c15c72d163c28cddb4faf1861ee441b95,0.3736943262858676,2.6759838982276194,5.039958693361959e-10,f353556b450891524e6a7f264edcd83c15c72d163c28cddb4faf1861ee441b95,20290000,Oceania,0.514375,0,4,0.02707867518815904,0.18062500000000004
road,Taipei,Taipei,16388,24900,3.0388088845496704,0.431684610183596,0.6581526104417671,0.6021173050401765,0.59,0.5875,0.5925,False,0,0.0025,8192,1000,6.1020258725897e-05,1.0,0.3015621186233829,2391,canonical_v2_exact_endpoint,310800963b10da8c0b94671f9f037020e1d31ab8be108ba2aabf497426d344eb,0.3458895141982296,2.891096604411369,2.0100763738223788e-09,310800963b10da8c0b94671f9f037020e1d31ab8be108ba2aabf497426d344eb,20289720,Asia,0.458125,0,4,0.02644038981640401,0.13187499999999996
road,Tehran,Tehran,85612,108037,2.5238751576881744,0.5095652255940534,0.7924322222942141,0.6248642133671398,0.7075,0.7025,0.71,False,0,0.0025,8192,1000,1.168060552259029e-05,1.0,0.568623557445218,29785,canonical_v2_exact_endpoint,aade61c16f52640e8fe72184ac08ff6e1230f57f6c2b62218fe0711186df012a,0.3677736768925504,2.7190635513921304,4.4399152713085774e-10,aade61c16f52640e8fe72184ac08ff6e1230f57f6c2b62218fe0711186df012a,20289773,Middle East,0.5275,0,4,0.017934774405946596,0.18000000000000005
road,Tel Aviv,Tel Aviv,21205,30263,2.85432680971469,0.4704556407107436,0.7006906122988468,0.6216476446413872,0.6725,0.67,0.6825,False,0,0.0025,8192,1000,4.715868898844611e-05,1.0,0.473473237443999,3621,canonical_v2_exact_endpoint,9f1314703ee8971beeaaeefc0921c057ca266dbb7be2bb3dba804128bde66006,0.3986566357017453,2.508424319188178,1.0615447404025035e-09,9f1314703ee8971beeaaeefc0921c057ca266dbb7be2bb3dba804128bde66006,20293993,Middle East,0.495625,0,4,0.0251693592892564,0.176875
road,Tokyo,Tokyo,62113,98086,3.158308244650878,0.4276266169078313,0.6332504129029627,0.6038329066159509,0.635,0.63,0.6375000000000001,False,0,0.0025,8192,1000,1.6099689275996976e-05,1.0,0.0771980100784054,4150,canonical_v2_exact_endpoint,15cfd4fa93fec7c9f390f2faaa129638816fdfccb3ee81702a7920d7ebae4d36,0.3606809074834553,2.7725337805574606,1.0565965197474614e-09,15cfd4fa93fec7c9f390f2faaa129638816fdfccb3ee81702a7920d7ebae4d36,20287838,Asia,0.44375,0,4,0.016123383092168653,0.19125000000000003
road,Toronto,Toronto,12443,18430,2.962308125050229,0.4503249767873723,0.6751492132392838,0.6093514625076226,0.66,0.655,0.6600625,False,0,0.0025,8192,1000,8.036647110825364e-05,1.0,0.2135337137346299,1691,canonical_v2_exact_endpoint,4200b36ec2997344a60524e4d4862d268a60559a81e548bd471fe33fdad07d94,0.3770531221767562,2.6521461862639524,2.301547088795954e-09,4200b36ec2997344a60524e4d4862d268a60559a81e548bd471fe33fdad07d94,20292446,North America,0.476875,0,4,0.02655002321262767,0.18312500000000004
road,Tunis,Tunis,46721,67495,2.8892789109822137,0.4801932298410621,0.6922142380917105,0.6317793038370825,0.7000000000000001,0.6925,0.7025,False,0,0.0025,8192,1000,2.140365146293957e-05,1.0,0.1930823398471779,5743,canonical_v2_exact_endpoint,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,0.379701275147661,2.633649306579528,1.1072893341599524e-09,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,20287800,Africa,0.498125,0,4,0.017931770158937876,0.20187500000000008
road,Vancouver,Vancouver,14876,22751,3.058752352783006,0.4277066531310511,0.6538613687310448,0.5947690996506795,0.61,0.6075,0.615,False,0,0.0025,8192,1000,6.722237160527024e-05,1.0,0.2462355471901048,2103,canonical_v2_exact_endpoint,68bd74e36d2e9d7613baac0ed29ae6a4750ab861d07e760be6d7fd4111241454,0.3566906901200258,2.803549483345084,8.237816097486096e-10,68bd74e36d2e9d7613baac0ed29ae6a4750ab861d07e760be6d7fd4111241454,20297278,North America,0.455625,0,4,0.027918346868948896,0.15437499999999998
road,Vienna,Vienna,17629,26142,2.9657949968801405,0.4456985030858935,0.6743554433478693,0.6083629848169554,0.6475,0.6425,0.655,False,0,0.0025,8192,1000,5.672471495830735e-05,1.0,0.2295081967213114,2559,canonical_v2_exact_endpoint,8b68b8dd113f31905448268df59026a70688fb0f7528e92a635f9fc598b0d79f,0.3180432369241895,3.144226582747192,7.909952209273864e-11,8b68b8dd113f31905448268df59026a70688fb0f7528e92a635f9fc598b0d79f,20289740,Europe,0.471875,0,4,0.026176496914106506,0.17562499999999998
road,Warsaw,Warsaw,17582,24341,2.76885451029462,0.4800796812749004,0.7223203648165646,0.6216663185144851,0.6825,0.68,0.685,False,0,0.0025,8192,1000,5.687635081333182e-05,1.0,0.3603685587532704,3761,canonical_v2_exact_endpoint,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,0.3999705405468777,2.500184135143316,7.08663754133408e-10,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,20289951,Europe,0.508125,0,4,0.028045318725099633,0.17437499999999995
