swap_fraction,n_cities_total,n_cities_pass,n_replicates_total,n_replicates_pass,road_minus_geometry_mean,road_minus_geometry_ci95_low,road_minus_geometry_ci95_high,remaining_fraction_after_geometry_mean,remaining_fraction_after_geometry_ci95_low,remaining_fraction_after_geometry_ci95_high,geometry_fraction_of_road_gap_mean,accepted_swaps_per_edge_mean,acceptance_rate_mean,length_bin_tvd_mean,degree_max_abs_drift_max,null_mobility_index_mean,positive_residual_city_share
0.005,21,21,63,63,0.005555555555555543,-0.0024408170788732617,0.013551928189984347,0.02233394872751731,-0.011716339576496884,0.0563842370315315,0.977666051272483,0.004998277207361134,0.0018912862490754144,0.0,0.0,0.003219563174434892,0.42857142857142855
0.01,21,21,63,63,0.003174603174603167,-0.003907019712563956,0.01025622606177029,0.008257619323777587,-0.023550066168483208,0.040065304816038386,0.9917423806762228,0.009996653593478524,0.0018800307112749933,1.1984156944519486e-06,0.0,0.00611170706735909,0.42857142857142855
0.02,12,12,36,36,1.4456028966473393e-18,-0.008991204081865267,0.00899120408186527,-0.006260056846476018,-0.04542701347491017,0.03290689978195814,1.0062600568464763,0.0200009983222069,0.0019163733866559777,0.0,0.0,0.01142365139297413,0.3333333333333333
