city,country,macro_region,replicate,swap_fraction,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null,pc_geometry_null_ci_low,pc_geometry_null_ci_high,geometry_null_gap,road_minus_geometry,geometry_fraction_of_road_gap,remaining_fraction_after_geometry,threshold_boundary_hit,runtime_seconds,accepted_swaps,attempted_swaps,acceptance_rate,accepted_swaps_per_edge,target_swaps,target_swap_fraction,topology_rejects,length_rejects,crossing_rejects,degree_max_abs_drift,length_bin_tvd,length_mean_ratio,length_median_ratio,stale_index_guard_calls,max_attempts,status,full_connectivity_metrics,notes,original_connected_components,null_connected_components,delta_connected_components,original_bridge_edge_share,null_bridge_edge_share,delta_bridge_edge_share,original_articulation_point_share,null_articulation_point_share,delta_articulation_point_share,original_largest_biconnected_node_fraction,null_largest_biconnected_node_fraction,delta_largest_biconnected_node_fraction,original_cyclomatic_density,null_cyclomatic_density,delta_cyclomatic_density,original_dual_endpoint_degree_mean,null_dual_endpoint_degree_mean,delta_dual_endpoint_degree_mean,original_dual_endpoint_degree_cv,null_dual_endpoint_degree_cv,delta_dual_endpoint_degree_cv,original_angular_entropy,null_angular_entropy,delta_angular_entropy,original_straight_angle_share_10deg,null_straight_angle_share_10deg,delta_straight_angle_share_10deg,original_right_angle_share_10deg,null_right_angle_share_10deg,delta_right_angle_share_10deg,null_mobility_index
Rio de Janeiro,Brazil,Latin America,2,0.01,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.7,0.675,0.75,0.22065162213300094,0.0,1.0000000000000002,0.0,False,8.65029263496399,208,138731,0.0014993044092524383,0.010012515644555695,208,0.01,6279,127731,4513,0,0.0,1.0082987665379781,1.0009103708765523,654,187200,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.14672186386829691,,,0.17868401636595346,,,0.7679254141793548,,,0.39345361861962574,,,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.25261050222176823,-3.283704224443795e-05,0.8482125973602144,0.8602207913713427,0.012008194011128293,0.2269601735197748,0.2204070330887443,-0.006553140431030502,0.31821957635331577,0.30864368452628177,-0.009575891827034,0.007034306567298199
Rio de Janeiro,Brazil,Latin America,0,0.02,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.7,0.699375,0.725,0.22065162213300094,0.0,1.0000000000000002,0.0,False,16.07631754875183,415,262380,0.0015816754325787027,0.01997689419466641,415,0.02,12091,241722,8152,0,0.0,1.0179000310415907,1.0009103708765523,1252,373500,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,11.0,10.0,0.14672186386829691,0.14652931549051698,-0.00019254837777993306,0.17868401636595346,0.17794620698906702,-0.0007378093768864447,0.7679254141793548,0.7656449124689785,-0.0022805017103763037,0.39345361861962574,0.3941243544167952,0.000670735797169475,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.25296054424474157,0.00031720498072890235,0.8482125973602144,0.868778814370879,0.020566217010664634,0.2269601735197748,0.2160690387189072,-0.010891134800867591,0.31821957635331577,0.30068300336886794,-0.01753657298444783,0.007457826323003248
Rio de Janeiro,Brazil,Latin America,1,0.02,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.725,0.7,0.725,0.24565162213300096,-0.025000000000000022,1.1133007759395983,-0.1133007759395982,False,15.113802433013916,415,249773,0.0016615086498540674,0.01997689419466641,415,0.02,11353,230079,7926,0,0.0,1.0123868448128939,1.0011345583142155,1276,373500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.14672186386829691,,,0.17868401636595346,,,0.7679254141793548,,,0.39345361861962574,,,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.2528621439033228,0.00021880463931012173,0.8482125973602144,0.8683094344347108,0.020096837074496388,0.2269601735197748,0.21590751765194519,-0.011052655867829608,0.31821957635331577,0.30179057639946466,-0.01642899995385111,0.011894623224044276
Rio de Janeiro,Brazil,Latin America,2,0.02,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.725,0.7,0.725,0.24565162213300096,-0.025000000000000022,1.1133007759395983,-0.1133007759395982,False,14.810691118240356,415,246799,0.0016815303141422778,0.01997689419466641,415,0.02,11347,227301,7736,0,0.0,1.0138597506927596,1.0011345583142155,1290,373500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.14672186386829691,,,0.17868401636595346,,,0.7679254141793548,,,0.39345361861962574,,,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.2528402719601712,0.00019693269615855824,0.8482125973602144,0.8678657677881211,0.019653170427906708,0.2269601735197748,0.2161613364714569,-0.010798837048317883,0.31821957635331577,0.30209054409525127,-0.016129032258064502,0.011645259933572273
Kuala Lumpur,Malaysia,Asia,0,0.005,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.7,0.675,0.725,0.20309838844827238,0.0,1.0000000000000004,0.0,False,11.545103549957275,255,154896,0.0016462658816237992,0.005000098041138061,255,0.005,6664,142503,5474,0,0.0,1.0022513762879006,1.0001001957045526,833,229500,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,7.0,6.0,0.1520814133610463,0.15198337222298478,-9.804113806152759e-05,0.1787816085776476,0.1786203746002741,-0.00016123397737349832,0.7482331443312821,0.7507591433101336,0.002525998978851529,0.3704888076747373,0.3706500416521108,0.00016123397737349832,4.024941665522854,4.024941665522854,0.0,0.2378053201091012,0.23789691820895717,9.159809985598288e-05,0.8430120901873703,0.8479599451824392,0.00494785499506889,0.2281700021435392,0.22538340121207398,-0.0027866009314652107,0.33806535845821073,0.3345090320946275,-0.0035563263635832176,0.002010865197771982
Kuala Lumpur,Malaysia,Asia,1,0.005,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.7,0.7,0.725,0.20309838844827238,0.0,1.0000000000000004,0.0,False,10.910326480865479,255,157578,0.0016182462018809731,0.005000098041138061,255,0.005,6741,144950,5632,0,0.0,1.002557204560659,1.0001001957045526,852,229500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1520814133610463,,,0.1787816085776476,,,0.7482331443312821,,,0.3704888076747373,,,4.024941665522854,4.024941665522854,0.0,0.2378053201091012,0.23795796402040711,0.00015264391130592747,0.8430120901873703,0.8487712522196496,0.005759162032279219,0.2281700021435392,0.22475982617845938,-0.003410175965079809,0.33806535845821073,0.33364187306350723,-0.004423485394703497,0.0033982058480156313
Kuala Lumpur,Malaysia,Asia,2,0.005,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.7,0.7,0.725,0.20309838844827238,0.0,1.0000000000000004,0.0,False,10.591814041137695,255,154909,0.0016461277266007785,0.005000098041138061,255,0.005,6764,142377,5513,0,0.0,1.0027988639185932,1.0001482135526287,823,229500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1520814133610463,,,0.1787816085776476,,,0.7482331443312821,,,0.3704888076747373,,,4.024941665522854,4.024941665522854,0.0,0.2378053201091012,0.23786130091713537,5.5980808034178375e-05,0.8430120901873703,0.8482507649060199,0.005238674718649583,0.2281700021435392,0.2250034101759651,-0.0031665919675741006,0.33806535845821073,0.33430442153672274,-0.0037609369214879895,0.0030415509019279183
Kuala Lumpur,Malaysia,Asia,0,0.01,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.7,0.7,0.7,0.20309838844827238,0.0,1.0000000000000004,0.0,False,17.10698890686035,510,247450,0.0020610224287734894,0.010000196082276123,510,0.01,10572,227620,8748,0,0.0,1.0059875452873843,1.0001770342872984,1555,459000,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,14.0,13.0,0.1520814133610463,0.15159120767073864,-0.0004902056903076657,0.1787816085776476,0.17749173675865962,-0.0012898718189879865,0.7482331443312821,0.7545212694488486,0.00628812511756649,0.3704888076747373,0.37083814795904657,0.0003493402843092741,4.024941665522854,4.024941665522854,0.0,0.2378053201091012,0.23805458787320757,0.00024926776410638674,0.8430120901873703,0.8529564989580793,0.009944408770709012,0.2281700021435392,0.22224603932420056,-0.0059239628193386296,0.33806535845821073,0.330640918214237,-0.007424440243973707,0.004480144922983356
Kuala Lumpur,Malaysia,Asia,1,0.01,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.7,0.7,0.725,0.20309838844827238,0.0,1.0000000000000004,0.0,False,19.171764135360718,510,295984,0.0017230661116817126,0.010000196082276123,510,0.01,12734,272440,10300,0,0.0,1.0044518314168425,1.0001891247948993,1638,459000,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1520814133610463,,,0.1787816085776476,,,0.7482331443312821,,,0.3704888076747373,,,4.024941665522854,4.024941665522854,0.0,0.2378053201091012,0.23789183035089934,8.651024179814892e-05,0.8430120901873703,0.8523604977808403,0.009348407593469998,0.2281700021435392,0.22257731356080832,-0.005592688582730876,0.33806535845821073,0.3311280862092484,-0.006937272248962345,0.005469592106290805
Kuala Lumpur,Malaysia,Asia,2,0.01,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.7,0.7,0.7,0.20309838844827238,0.0,1.0000000000000004,0.0,False,18.365281581878662,510,284799,0.0017907366247774746,0.010000196082276123,510,0.01,12177,261965,10147,0,0.0,1.0060842490468043,1.0001482135526287,1608,459000,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1520814133610463,,,0.1787816085776476,,,0.7482331443312821,,,0.3704888076747373,,,4.024941665522854,4.024941665522854,0.0,0.2378053201091012,0.2378714778304208,6.615772131962627e-05,0.8430120901873703,0.8524387799752488,0.009426689787878417,0.2281700021435392,0.22273320731921195,-0.00543679482432724,0.33806535845821073,0.3310306526102461,-0.007034705847964617,0.005474547615042569
Seattle,United States,North America,0,0.005,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.625,0.675,0.20822831232913253,0.0,1.0000000000000007,0.0,False,4.414321184158325,133,56892,0.0023377627785980456,0.005018678540432436,133,0.005,3015,51735,2009,0,0.0,1.002448519023812,1.0003137130121105,351,119700,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,1.0,0.0,0.08471378438549489,0.08490245651107506,0.0001886721255801721,0.11240751280591918,0.11246442800227661,5.6915196357434916e-05,0.8442231075697211,0.8434262948207172,-0.0007968127490038945,0.5083665338645418,0.5083665338645418,0.0,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.23055377120781037,1.5971522345975542e-05,0.7447502428703033,0.7537302236097803,0.008979980739476923,0.22797892911915715,0.22577848903113956,-0.002200440088017591,0.4285857171434287,0.4234846969393879,-0.005101020204040796,0.002474834443210973
Seattle,United States,North America,1,0.005,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.625,0.65,0.20822831232913253,0.0,1.0000000000000007,0.0,False,3.5957868099212646,133,50321,0.0026430317362532542,0.005018678540432436,133,0.005,2642,45687,1859,0,0.0,1.001899547275537,1.0005003344041934,327,119700,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.08471378438549489,,,0.11240751280591918,,,0.8442231075697211,,,0.5083665338645418,,,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.2306336122289715,9.581254350710111e-05,0.7447502428703033,0.7531106044848144,0.008360361614511036,0.22797892911915715,0.22659531906381275,-0.001383610055344403,0.4285857171434287,0.4235513769420551,-0.0050343402013736105,0.0036945779678072624
Seattle,United States,North America,2,0.005,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.675,0.65,0.675,0.23322831232913255,-0.025000000000000022,1.1200605226079168,-0.12006052260791614,False,3.7547178268432617,133,50349,0.002641561897952293,0.005018678540432436,133,0.005,2574,45806,1836,0,0.0,1.0016383225149974,1.0003137130121105,351,119700,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.08471378438549489,,,0.11240751280591918,,,0.8442231075697211,,,0.5083665338645418,,,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.23062562937067416,8.782968520976153e-05,0.7447502428703033,0.7525619820294414,0.00781173915913802,0.22797892911915715,0.22681202907248116,-0.001166900046675995,0.4285857171434287,0.4242681869707275,-0.0043175301727012005,0.003324042344628804
Seattle,United States,North America,0,0.01,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.65,0.65,0.20822831232913253,0.0,1.0000000000000007,0.0,False,8.077102661132812,265,116614,0.002272454422282059,0.00999962265574884,265,0.01,5887,106258,4204,0,0.0,1.0037144942505065,1.000672087752005,703,238500,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,2.0,1.0,0.08471378438549489,0.08494019093619108,0.00022640655069619542,0.11240751280591918,0.11280591918042117,0.0003984063745019889,0.8442231075697211,0.84314171883893,-0.0010813887307911108,0.5083665338645418,0.5084234490608993,5.691519635753206e-05,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.23060167913770166,6.387945223726432e-05,0.7447502428703033,0.7639244859818516,0.01917424311154825,0.22797892911915715,0.22381142895245715,-0.0041675001667000056,0.4285857171434287,0.4164499566579983,-0.012135760485430414,0.005311957917095424
Seattle,United States,North America,1,0.01,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.625,0.675,0.20822831232913253,0.0,1.0000000000000007,0.0,False,6.915581703186035,265,105587,0.0025097786659342533,0.00999962265574884,265,0.01,5544,95955,3823,0,0.0,1.0045955559435522,1.0003137130121105,667,238500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.08471378438549489,,,0.11240751280591918,,,0.8442231075697211,,,0.5083665338645418,,,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.23060966282506795,7.186313960355628e-05,0.7447502428703033,0.763131515813747,0.018381272943443716,0.22797892911915715,0.22449489897979596,-0.0034840301393611883,0.4285857171434287,0.4169000466760019,-0.0116856704674268,0.008387743387557926
Seattle,United States,North America,2,0.01,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.65,0.7,0.20822831232913253,0.0,1.0000000000000007,0.0,False,7.413836717605591,265,114041,0.0023237256776071765,0.00999962265574884,265,0.01,6069,103548,4159,0,0.0,1.0041666870324222,1.0006849957724917,692,238500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.08471378438549489,,,0.11240751280591918,,,0.8442231075697211,,,0.5083665338645418,,,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.23062562937067416,8.782968520976153e-05,0.7447502428703033,0.7621573343478113,0.017407091477507963,0.22797892911915715,0.22464492898579716,-0.0033340001333599933,0.4285857171434287,0.4179169167166767,-0.010668800426752001,0.00785247300940499
Seattle,United States,North America,0,0.02,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.675,0.625,0.7,0.23322831232913255,-0.025000000000000022,1.1200605226079168,-0.12006052260791614,False,14.244178771972656,530,223191,0.0023746477232504896,0.01999924531149768,530,0.02,11667,202991,8003,0,0.0,1.0068486174825673,1.0006897341991627,1389,477000,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,4.0,3.0,0.08471378438549489,0.08516659748688729,0.0004528131013924047,0.11240751280591918,0.11257825839499146,0.000170745589072277,0.8442231075697211,0.842344906089926,-0.0018782014797951163,0.5083665338645418,0.5085372794536142,0.00017074558907237414,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.2306415948109699,0.00010379512550551251,0.7447502428703033,0.776120164804766,0.03136992193446264,0.22797892911915715,0.22199439887977596,-0.005984530239381197,0.4285857171434287,0.40873174634926984,-0.01985397079415885,0.008530026162608926
Seattle,United States,North America,1,0.02,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.625,0.65,0.20822831232913253,0.0,1.0000000000000007,0.0,False,13.337923049926758,530,217177,0.002440405751990312,0.01999924531149768,530,0.02,11244,197710,7693,0,0.0,1.006191797060347,1.0010897691598728,1402,477000,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.08471378438549489,,,0.11240751280591918,,,0.8442231075697211,,,0.5083665338645418,,,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.2306415948109699,0.00010379512550551251,0.7447502428703033,0.7780069252455736,0.03325668237527024,0.22797892911915715,0.22141094885643794,-0.0065679802627192085,0.4285857171434287,0.40698139627925584,-0.021604320864172855,0.015357245875540576
Seattle,United States,North America,2,0.02,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.675,0.65,0.6756249999999998,0.23322831232913255,-0.025000000000000022,1.1200605226079168,-0.12006052260791614,False,13.321426153182983,530,219017,0.0024199034778122244,0.01999924531149768,530,0.02,11364,199318,7805,0,0.0,1.0077834592841168,1.0010118383654627,1354,477000,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.08471378438549489,,,0.11240751280591918,,,0.8442231075697211,,,0.5083665338645418,,,4.527225387721218,4.527225387721218,0.0,0.2305377996854644,0.2306495771166981,0.00011177743123369499,0.7447502428703033,0.7765140841280702,0.03176384125776688,0.22797892911915715,0.22124424884976995,-0.0067346802693872,0.4285857171434287,0.40813162632526506,-0.02045409081816363,0.014738153086329427
Sydney,Australia,Oceania,0,0.005,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.725,0.675,0.75,0.237703675188159,-0.025000000000000022,1.1175344054487302,-0.11753440544872991,False,5.672560214996338,155,74215,0.002088526578185003,0.004997904104730274,155,0.005,3275,68312,2473,0,0.0,1.00312570316983,1.00015002648688,445,139500,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,5.0,4.0,0.1272692096862606,0.12694676426014898,-0.00032244542611162275,0.15633580913796985,0.15602070672968715,-0.000315102408282697,0.8096331307674994,0.8089128966914247,-0.0007202340760746884,0.39608372721134366,0.39626378573036236,0.00018005851901869985,4.104278850804501,4.104278850804501,0.0,0.23493592833924426,0.2350173908470829,8.146250783863662e-05,0.8449552690367373,0.8497400314847269,0.004784762447989532,0.22310387631004194,0.22117122071555395,-0.001932655594487992,0.32548748487657714,0.3217950128058074,-0.0036924720707697256,0.0016810960033880368
Sydney,Australia,Oceania,1,0.005,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.7,0.675,0.725,0.21270367518815897,0.0,1.0000000000000002,0.0,False,4.810657739639282,155,68785,0.0022533982699716507,0.004997904104730274,155,0.005,3095,63243,2292,0,0.0,1.0030995879154807,1.0001147948408495,444,139500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1272692096862606,,,0.15633580913796985,,,0.8096331307674994,,,0.39608372721134366,,,4.104278850804501,4.104278850804501,0.0,0.23493592833924426,0.23499295505990414,5.702672065988068e-05,0.8449552690367373,0.849771968816225,0.004816699779487621,0.22310387631004194,0.2209983815973477,-0.0021054947126942503,0.32548748487657714,0.3221092657480006,-0.003378219128576554,0.0025751034051896063
Sydney,Australia,Oceania,2,0.005,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.7,0.675,0.7006249999999997,0.21270367518815897,0.0,1.0000000000000002,0.0,False,6.423476219177246,155,96333,0.0016090021072737277,0.004997904104730274,155,0.005,4325,88640,3213,0,0.0,1.0034616470778461,1.0004162852404264,475,139500,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1272692096862606,,,0.15633580913796985,,,0.8096331307674994,,,0.39608372721134366,,,4.104278850804501,4.104278850804501,0.0,0.23493592833924426,0.23504182409383,0.00010589575458574974,0.8449552690367373,0.8494596195007525,0.0045043504640152054,0.22310387631004194,0.22132834718665054,-0.0017755291233914061,0.32548748487657714,0.3224706566315227,-0.003016828245054448,0.002324176958115265
Sydney,Australia,Oceania,0,0.01,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.7,0.675,0.7,0.21270367518815897,0.0,1.0000000000000002,0.0,False,11.572412252426147,310,176971,0.001751699430980217,0.009995808209460548,310,0.01,7945,162803,5913,0,0.0,1.003888842240401,1.0004162852404264,971,279000,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,7.0,6.0,0.1272692096862606,0.1271724760584271,-9.673362783349515e-05,0.15633580913796985,0.1563808237677245,4.5014629754647206e-05,0.8096331307674994,0.8087778528021607,-0.0008552779653386855,0.39608372721134366,0.3963538149898717,0.00027008777852804977,4.104278850804501,4.104278850804501,0.0,0.23493592833924426,0.23492778053484373,-8.14780440053231e-06,0.8449552690367373,0.854114387541393,0.009159118504655672,0.22310387631004194,0.21923856512106596,-0.003865311188975984,0.32548748487657714,0.3185267822069984,-0.006960702669578711,0.002997451226591028
Sydney,Australia,Oceania,1,0.01,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.7,0.7,0.7,0.21270367518815897,0.0,1.0000000000000002,0.0,False,10.085429191589355,310,158665,0.0019538020357356693,0.009995808209460548,310,0.01,7030,146037,5288,0,0.0,1.0066817886133417,1.0005304089141065,897,279000,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1272692096862606,,,0.15633580913796985,,,0.8096331307674994,,,0.39608372721134366,,,4.104278850804501,4.104278850804501,0.0,0.23493592833924426,0.23500110060461613,6.51722653718656e-05,0.8449552690367373,0.8539987340714059,0.009043465034668574,0.22310387631004194,0.21878289835488585,-0.004320977955156097,0.32548748487657714,0.3192967019153717,-0.006190782961205454,0.004888806487757531
Sydney,Australia,Oceania,2,0.01,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.7,0.675,0.75,0.21270367518815897,0.0,1.0000000000000002,0.0,False,10.28539514541626,310,164257,0.0018872863865771322,0.009995808209460548,310,0.01,7462,150960,5525,0,0.0,1.0050349577317976,1.000422924898741,915,279000,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1272692096862606,,,0.15633580913796985,,,0.8096331307674994,,,0.39608372721134366,,,4.104278850804501,4.104278850804501,0.0,0.23493592833924426,0.23500924586699928,7.331752775502354e-05,0.8449552690367373,0.8539139439712159,0.00895867493447855,0.22310387631004194,0.21894002482598243,-0.004163851484059511,0.32548748487657714,0.3195952422104552,-0.005892242666121927,0.004753692271164997
Nairobi,Kenya,Africa,0,0.005,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.775,0.75,0.8,0.23169078630004825,0.04999999999999993,0.8225004067163861,0.17749959328361384,False,5.29858660697937,141,69482,0.0020293025531792405,0.005007635756650211,141,0.005,2708,64270,2363,0,0.0,1.0045317907640658,1.0005230032429013,440,126900,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,7.0,6.0,0.31391838619171075,0.31416699222218275,0.00024860603047199836,0.305095818815331,0.30483449477351915,-0.000261324041811839,0.5764372822299652,0.5752613240418119,-0.0011759581881533032,0.22639372822299653,0.22665505226480837,0.000261324041811839,3.6811450083460597,3.6811450083460597,0.0,0.27985837357343807,0.27991455815102484,5.618457758677087e-05,0.8159946707466148,0.8213943347943325,0.005399664047717745,0.23156777616980223,0.22911722141823443,-0.0024505547515678017,0.36297153883260974,0.3589001447178003,-0.004071394114809446,0.0019439287392188761
Nairobi,Kenya,Africa,1,0.005,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.775,0.775,0.8,0.23169078630004825,0.04999999999999993,0.8225004067163861,0.17749959328361384,False,4.225625514984131,141,58337,0.0024169909319985603,0.005007635756650211,141,0.005,2149,54028,2019,0,0.0,1.0063139639545051,1.0003957991108419,408,126900,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.31391838619171075,,,0.305095818815331,,,0.5764372822299652,,,0.22639372822299653,,,3.6811450083460597,3.6811450083460597,0.0,0.27985837357343807,0.28006432858681957,0.00020595501338149802,0.8159946707466148,0.8220366267507745,0.006041956004159688,0.23156777616980223,0.22902074288470814,-0.0025470332850940913,0.36297153883260974,0.3579546550892426,-0.005016883743367118,0.003401468258155224
Nairobi,Kenya,Africa,2,0.005,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.75,0.75,0.8,0.20669078630004822,0.07499999999999996,0.7337506100745791,0.26624938992542097,False,5.289827585220337,141,77783,0.001812735430621087,0.005007635756650211,141,0.005,2855,72067,2720,0,0.0,1.0056950234281619,1.0002610361485227,448,126900,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.31391838619171075,,,0.305095818815331,,,0.5764372822299652,,,0.22639372822299653,,,3.6811450083460597,3.6811450083460597,0.0,0.27985837357343807,0.28018595811680475,0.00032758454336667686,0.8159946707466148,0.8218786147516077,0.005883944004992925,0.23156777616980223,0.2291365171249397,-0.0024312590448625215,0.36297153883260974,0.3583405692233478,-0.004630969609261959,0.0032365431647793513
Nairobi,Kenya,Africa,0,0.01,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.75,0.75,0.825,0.20669078630004822,0.07499999999999996,0.7337506100745791,0.26624938992542097,False,9.500089406967163,282,144373,0.0019532738115852688,0.010015271513300422,282,0.01,5538,133583,4970,0,0.0,1.0086402290933254,1.0003393749557472,889,253800,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,13.0,12.0,0.31391838619171075,0.3128529317754022,-0.0010654544163085644,0.305095818815331,0.30522648083623694,0.00013066202090594725,0.5764372822299652,0.559712543554007,-0.01672473867595814,0.22639372822299653,0.2269163763066202,0.000522648083623678,3.6811450083460597,3.6811450083460597,0.0,0.27985837357343807,0.28031688474384947,0.000458511170411402,0.8159946707466148,0.8263182247221955,0.010323553975580713,0.23156777616980223,0.22739990352146647,-0.004167872648335763,0.36297153883260974,0.3553111432706223,-0.007660395561987443,0.005724668185582367
Nairobi,Kenya,Africa,1,0.01,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.8,0.75,0.8,0.25669078630004827,0.02499999999999991,0.9112502033581933,0.08874979664180672,False,8.790018796920776,282,136387,0.0020676457433626374,0.010015271513300422,282,0.01,5140,126346,4619,0,0.0,1.008052287501919,1.0006401104493623,865,253800,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.31391838619171075,,,0.305095818815331,,,0.5764372822299652,,,0.22639372822299653,,,3.6811450083460597,3.6811450083460597,0.0,0.27985837357343807,0.28018595811680475,0.00032758454336667686,0.8159946707466148,0.8270128875489123,0.011018216802297531,0.23156777616980223,0.22691751085383502,-0.004650265315967211,0.36297153883260974,0.35519536903039073,-0.007776169802219013,0.005861162980120939
Nairobi,Kenya,Africa,2,0.01,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.8,0.75,0.825,0.25669078630004827,0.02499999999999991,0.9112502033581933,0.08874979664180672,False,8.1789071559906,282,128498,0.0021945866861741038,0.010015271513300422,282,0.01,4801,119051,4364,0,0.0,1.0097095945411145,1.0005230032429013,822,253800,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.31391838619171075,,,0.305095818815331,,,0.5764372822299652,,,0.22639372822299653,,,3.6811450083460597,3.6811450083460597,0.0,0.27985837357343807,0.2802140189724429,0.0003556453990048447,0.8159946707466148,0.8271555219343895,0.011160851187774656,0.23156777616980223,0.2265123010130246,-0.005055475156777622,0.36297153883260974,0.3549831162566329,-0.007988422575976817,0.006051187230132274
